Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,ME weighting
LSTM_1024_16,0.0,0.1983143282102132,0.15081059707394226,0.14337682878608146
MLP_16_16_16,0.1983143282102132,0.0,0.17521070897372334,0.159048091224591
KF_CA_sw18E3,0.15081059707394226,0.17521070897372334,0.0,0.024199288256227757
ME weighting,0.14337682878608146,0.159048091224591,0.024199288256227757,0.0
