Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,ME weighting
LSTM_1024_16,0.19732275656916212,0.0900347050074368,0.05324739712444224,0.06980664352999504
MLP_16_16_16,0.0900347050074368,0.19157164105106594,0.06931085770946951,0.09647992067426872
KF_CA_sw18E3,0.05324739712444224,0.06931085770946951,0.13961328705999007,0.11085770946950917
ME weighting,0.06980664352999504,0.09647992067426872,0.11085770946950917,0.1533961328705999
