2.848494938627212036e+00,6.302600607078484574e-01,5.324637440081829709e-01,5.854047627439225021e-01,5.585214367040198802e-01,6.091952259279039827e-01,5.352263704802093791e-01,5.183909160500677071e-01,5.732911176987517399e-01,6.048903602145903058e-01,5.378603165404626241e-01,nan,nan,nan,nan
2.374974370126968992e+00,6.296063217683421920e-01,4.881431386784849114e-01,4.930180660265507941e-01,4.248346845565642571e-01,4.348261029205980344e-01,4.829431707575965738e-01,5.002697689710198237e-01,4.845855443255496775e-01,4.865465837192343712e-01,4.087172320435739636e-01,nan,nan,nan,nan
3.170663985904863758e+00,5.236846595504659474e-01,5.041275137216858493e-01,4.653523863167376429e-01,4.992279618497981186e-01,4.884513506403049821e-01,5.112287667300299265e-01,5.081923995570616359e-01,4.816533470772935144e-01,5.399343751400463853e-01,4.822312073287430279e-01,nan,nan,nan,nan
2.415676191143532936e+00,5.917543958030551110e-01,4.437054989948330253e-01,5.116507292830528852e-01,4.519555534298356769e-01,4.803082046487553436e-01,5.203422328104587713e-01,4.933302061658784710e-01,5.366444080950130147e-01,5.349766864267361255e-01,5.112788380468762384e-01,nan,nan,nan,nan
2.372819078162519801e+00,6.112366910134141573e-01,4.314117232049163309e-01,4.890128749281288378e-01,4.552198604182511321e-01,4.638879740814614849e-01,4.807457591075995351e-01,4.351637502979185945e-01,4.811832912318155242e-01,4.963139255888543433e-01,4.795613799069167182e-01,nan,nan,nan,nan
2.732408953186264533e+00,5.776926998216846965e-01,5.006524259684437261e-01,4.673912414888410916e-01,4.545011315921885786e-01,4.867197908880169233e-01,4.833211013952328772e-01,4.931249518537135779e-01,4.798017982209414889e-01,4.988149455875600102e-01,4.374440046477109378e-01,nan,nan,nan,nan
2.493799573402152081e+00,5.885662898897437989e-01,5.006982794576322338e-01,4.510470952111798049e-01,4.003773246591229573e-01,4.556820982209418558e-01,4.992034611994337623e-01,5.217997162464267369e-01,4.930768544248869123e-01,5.084343642541120367e-01,4.417996443227133474e-01,nan,nan,nan,nan
2.700018268230381935e+00,6.214276823007652828e-01,5.106455423326268228e-01,5.367588090155250846e-01,5.121555391985648242e-01,5.446952078111964024e-01,5.524291466254184213e-01,4.950794488502808233e-01,5.409897965880050563e-01,5.242865723234120257e-01,5.578946987570008176e-01,nan,nan,nan,nan
3.463987228430637888e+00,7.286644874559480289e-01,4.758800413394094764e-01,5.251886076370017031e-01,5.079146146931481365e-01,5.445814693957971020e-01,5.269070240212138101e-01,4.925308601910962647e-01,4.966719229788921219e-01,5.591562188984433579e-01,5.185544600563731787e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
