Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,ME weighting
LSTM_1024_16,0.0,0.19117784202182225,0.2089900214492213,0.17700270446703348
MLP_16_16_16,0.19117784202182225,0.0,0.19201715937704,0.14958500419658677
KF_CA_sw18E3,0.2089900214492213,0.19201715937704,0.0,0.07731045416394666
ME weighting,0.17700270446703348,0.14958500419658677,0.07731045416394666,0.0
