Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,ME weighting
LSTM_1024_16,0.1728061176909447,0.08225310081134012,0.045696167117411174,0.06705213093350741
MLP_16_16_16,0.08225310081134012,0.18287792595355779,0.05921850228480836,0.08579688520003731
KF_CA_sw18E3,0.045696167117411174,0.05921850228480836,0.12757623799309895,0.09428331623612794
ME weighting,0.06705213093350741,0.08579688520003731,0.09428331623612794,0.1383008486431036
