FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y
0.0000,4.0000,643.5954,1303.6855,1162.0209,1213.8678,953.2893,948.9021,507.6943,871.3202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0000,5.0000,644.3451,1381.5262,1163.7118,1290.6579,954.2739,1028.0365,508.1913,949.6868,1027.0045,94.5175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0000,5.0000,644.8985,1460.4190,1165.7124,1368.4207,954.7696,1108.8616,508.6185,1029.4108,1027.2407,173.4625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0000,5.0000,645.9924,1538.6882,1167.2229,1445.0421,955.4086,1188.6830,508.8245,1107.8504,1027.3091,252.2601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0000,5.0000,647.3440,1617.5052,1167.9822,1522.0964,956.6416,1268.9274,509.4521,1187.2125,1027.5488,331.1679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.0000,4.0000,1168.3862,1597.7722,957.5711,1348.4346,510.1836,1265.8308,1027.8263,409.7740,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.0000,3.0000,957.3846,1428.9716,510.8879,1345.4735,1028.0130,489.7086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0000,3.0000,958.4844,1508.3862,511.4193,1423.4433,1028.5993,568.7529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0000,3.0000,958.8935,1588.2204,512.3898,1501.8928,1028.9404,647.7861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0000,4.0000,960.1791,1667.4539,513.0550,1579.5067,1029.1506,727.3642,1631.2901,67.5237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0000,3.0000,513.9581,1656.7400,1029.5424,806.8610,1631.8620,146.5910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,2.0000,1029.8609,885.4305,1632.3164,224.6051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,2.0000,1030.3073,964.1480,1632.8784,302.7530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,2.0000,1030.5352,1043.3654,1633.2523,381.1106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,2.0000,1030.8797,1121.6792,1634.0085,458.6671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,2.0000,1030.8297,1200.6914,1634.1011,537.4161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,2.0000,1031.4473,1278.9087,1634.5503,615.8602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,3.0000,1031.8668,1357.7251,1634.9552,694.7633,1149.0201,78.8877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,3.0000,1032.8514,1436.8232,1635.2391,774.5264,1149.5498,157.3084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,3.0000,1033.8880,1515.3681,1635.6138,852.8800,1149.8446,236.3131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,3.0000,1035.2250,1593.8550,1636.0801,931.9636,1149.9889,315.0203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,2.0000,1636.4292,1011.5548,1150.1276,394.4440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,2.0000,1636.7274,1090.6437,1150.6112,472.8141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,3.0000,1636.8961,1169.2409,1151.0884,552.2733,1608.4426,56.9711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,3.0000,1636.8168,1247.8368,1151.1822,630.8894,1609.8587,137.7859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,4.0000,1636.8589,1326.4444,1151.8152,709.6770,1609.9750,218.2923,2040.6595,100.0690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,4.0000,1636.8907,1403.7339,1151.8336,787.8225,1610.5795,297.6018,2041.3142,177.1797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,4.0000,1637.0010,1481.6855,1152.2523,866.8873,1610.4502,377.1743,2042.1699,255.1375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,4.0000,1637.1186,1558.6815,1152.5855,945.1393,1610.1323,455.9128,2042.8851,332.6054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,4.0000,1636.7823,1637.3494,1152.7125,1024.3206,1610.6909,535.3191,2043.4034,410.9024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,3.0000,1152.8297,1102.5069,1610.9683,613.3512,2043.8354,488.9289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,3.0000,1153.0586,1181.5228,1611.1453,691.9746,2044.1023,567.7600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,4.0000,1153.5263,1260.4308,1611.5995,769.8823,2044.3620,646.3590,2062.1851,119.2939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,5.0000,1154.0197,1339.9325,1611.5235,848.0845,2044.7223,726.0783,2059.9512,198.1424,1297.9141,65.4030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,5.0000,1154.4047,1418.9250,1611.9562,925.2197,2044.9755,805.3532,2058.1998,277.0223,1301.3516,143.1721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,6.0000,1154.4248,1498.0849,1611.9215,1002.3755,2045.1978,884.9140,2056.5375,356.1276,1304.9282,222.1825,942.1473,116.8800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,6.0000,1154.6841,1577.4216,1611.9018,1079.4529,2045.6027,964.3714,2055.1693,435.7311,1308.5418,301.0080,942.2735,195.7446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,6.0000,1155.2584,1656.1728,1611.4617,1157.6520,2045.5241,1043.6523,2053.8736,515.7505,1311.4488,381.2856,942.6578,274.9272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,5.0000,1611.0615,1235.9977,2045.8438,1123.1306,2052.6634,596.2775,1313.8883,461.6443,942.7906,353.9417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,5.0000,1610.7875,1314.6062,2046.1001,1201.8794,2051.6514,676.2941,1315.8941,541.5141,942.9040,432.8961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,5.0000,1610.3068,1393.7052,2045.9282,1279.8571,2050.4601,756.4347,1317.2019,620.7503,943.1920,510.8153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,5.0000,1610.5378,1472.8635,2045.9193,1357.4273,2049.2276,836.1957,1318.0923,699.2724,943.4663,588.4394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,5.0000,1610.5733,1551.8555,2045.8759,1434.5063,2047.0274,914.7434,1318.1379,777.3503,943.8208,665.6574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,5.0000,1611.6930,1630.8096,2045.8723,1511.3783,2043.9884,993.5894,1317.9485,855.4188,943.9035,743.3141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,5.0000,2045.9198,1588.1867,2040.3430,1071.2701,1316.8788,933.4740,944.3530,821.5540,1326.1862,49.9989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,4.0000,2036.7255,1148.7019,1315.3500,1011.0637,944.9108,899.0890,1326.3443,126.6436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,5.0000,2032.9960,1226.5120,1313.4638,1089.3713,945.1661,977.5908,1326.6614,203.9803,1184.8081,102.5702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,5.0000,2029.8372,1304.7492,1311.9917,1168.0507,945.3359,1056.0264,1327.0088,282.3759,1184.7502,181.0282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,5.0000,2026.2331,1383.8187,1310.4712,1248.1350,945.8045,1135.8636,1327.6601,361.4205,1185.2169,259.4998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,5.0000,2022.5009,1463.0663,1308.9152,1327.8208,946.0867,1214.7902,1327.8308,440.3356,1185.4036,338.2606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,5.0000,2018.9309,1542.5184,1307.0256,1407.7557,946.6439,1293.9895,1328.3530,519.7896,1185.6429,417.4226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,5.0000,2015.0666,1620.7023,1305.5571,1486.7700,946.6342,1372.9430,1328.8471,598.1368,1185.7817,496.0016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,4.0000,1304.7571,1565.7154,946.6528,1451.9659,1329.2360,677.6172,1186.3844,575.2726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,4.0000,1305.2398,1644.5461,946.7446,1530.0094,1329.6623,755.9240,1186.7385,653.2087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,3.0000,947.6671,1608.4009,1329.7212,834.1789,1187.0568,731.7136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,2.0000,1330.4529,912.4007,1187.0427,809.8619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,2.0000,1330.7838,990.7135,1187.6862,887.9688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,3.0000,1331.2759,1067.3025,1187.8659,964.6920,1678.2431,78.7131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,3.0000,1331.3302,1145.7542,1188.3317,1042.6101,1679.3248,156.0433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,3.0000,1331.3242,1223.2054,1188.6389,1120.3914,1680.0356,233.4974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,3.0000,1331.3590,1301.9096,1188.9478,1199.3306,1680.3991,311.7868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.0000,3.0000,1331.2519,1381.0319,1189.2355,1278.0010,1681.1044,390.4326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62.0000,3.0000,1331.4500,1460.6086,1189.4982,1357.2332,1681.7758,469.7733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,4.0000,1331.8148,1539.4135,1189.8738,1435.9588,1682.5959,549.2315,1677.9625,49.7584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,4.0000,1332.1757,1619.5805,1189.6929,1515.2947,1682.8954,629.6787,1678.5935,130.0781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,4.0000,1189.6963,1593.7278,1682.9534,709.6538,1679.2783,209.0661,584.3347,45.8656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,4.0000,1682.8634,789.9546,1680.0560,287.9684,584.5151,124.4319,1066.8026,64.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,4.0000,1681.8841,869.9043,1680.5582,366.7349,584.3530,202.6477,1065.7509,143.0438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,4.0000,1681.6590,950.0991,1681.1059,444.8492,584.5790,281.4218,1064.7898,222.9456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,4.0000,1681.7833,1029.2671,1681.4100,523.2658,584.4888,359.4126,1064.0560,302.0212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,4.0000,1681.9914,1107.8632,1681.7674,601.2873,584.5490,437.2624,1063.2105,381.3491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,4.0000,1682.3699,1186.3428,1682.1357,679.5943,584.8043,515.8308,1062.3311,460.1013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,4.0000,1682.3489,1263.7126,1682.6568,757.6739,584.8567,594.0795,1061.7729,538.3556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73.0000,4.0000,1682.7468,1340.7415,1682.7825,835.2946,585.0626,672.0088,1062.2946,616.6906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.0000,4.0000,1682.7854,1417.1062,1683.0010,914.0294,585.3690,750.4625,1062.7199,695.3250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75.0000,4.0000,1683.1336,1493.1783,1683.1198,992.7003,585.7457,829.5363,1063.3444,774.9914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76.0000,4.0000,1684.4323,1570.1811,1683.2868,1070.9834,586.1329,908.1150,1063.5478,854.2989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77.0000,4.0000,1685.9443,1647.8282,1683.4804,1150.2269,586.3595,987.7301,1062.9687,934.7844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78.0000,4.0000,1683.4621,1229.1357,587.2191,1066.3180,1062.4338,1014.6768,682.7599,39.1619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0000,4.0000,1683.2364,1308.0969,587.5275,1145.4531,1062.2441,1094.7713,682.7983,117.6726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.0000,4.0000,1683.3005,1386.3042,588.0389,1223.7023,1062.9750,1174.0470,682.9827,195.1709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81.0000,4.0000,1683.3555,1464.2014,588.8978,1302.3429,1064.1369,1253.6657,682.8839,273.3966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82.0000,4.0000,1683.0208,1541.4406,589.9586,1380.0741,1065.5884,1332.1786,682.8635,351.2026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.0000,4.0000,1682.4901,1619.2813,590.4850,1458.3704,1066.3937,1411.2240,683.4605,429.4422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84.0000,3.0000,590.9312,1535.3891,1066.5028,1488.7415,683.8725,507.4885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85.0000,4.0000,590.8228,1612.9795,1066.9123,1566.6631,684.0556,585.9069,1292.3923,62.9337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0000,3.0000,1067.5853,1644.1143,684.4056,663.5365,1292.9338,140.5720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.0000,2.0000,684.3759,742.2123,1293.3458,218.5946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.0000,3.0000,684.7040,820.4948,1293.5981,296.9489,1432.0734,115.6104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.0000,4.0000,684.7690,899.4302,1293.9345,375.7458,1432.6162,194.2892,611.1517,68.4086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.0000,4.0000,685.1015,978.1733,1294.5560,454.4590,1432.8179,272.5115,611.0764,145.2714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.0000,4.0000,685.6504,1057.0247,1295.0419,533.6008,1433.0968,350.9855,611.1358,222.8601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.0000,4.0000,685.8856,1135.6744,1294.9918,612.5578,1433.4603,429.9314,611.2309,300.1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.0000,4.0000,686.6904,1214.4992,1295.6188,692.0507,1433.8262,509.5898,611.1180,377.2499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.0000,4.0000,687.6214,1293.2534,1295.8853,771.2112,1434.3038,588.5118,611.3146,454.0998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95.0000,4.0000,688.0501,1372.1254,1296.0099,850.1083,1434.5854,667.2809,611.0050,530.9773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96.0000,4.0000,689.0165,1450.2199,1296.2321,929.2177,1434.8365,746.3941,611.0301,607.8686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97.0000,4.0000,689.4856,1527.9663,1296.6571,1008.0132,1435.0257,825.1626,611.2229,684.6592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98.0000,4.0000,690.1892,1605.8672,1296.7035,1086.5391,1435.4353,903.2631,611.5990,761.4971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99.0000,3.0000,1297.1793,1164.7382,1435.6766,981.5830,612.1436,837.9262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100.0000,4.0000,1297.3292,1242.8490,1435.8151,1059.8522,612.1266,914.3638,269.7480,106.3509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101.0000,5.0000,1297.6407,1320.6280,1435.8972,1137.2577,612.3662,990.4272,269.6029,183.9155,245.1044,89.9695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
