FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y
0.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.0000,1.0000,1950.5268,47.0409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.0000,1.0000,1951.2098,123.3870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0000,1.0000,1951.7847,200.0091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0000,1.0000,1952.4524,276.9426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0000,1.0000,1953.0474,354.6214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0000,1.0000,1953.7897,432.3548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,1.0000,1954.1626,511.2774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,1.0000,1954.6066,590.3836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,1.0000,1954.7978,669.5535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,1.0000,1955.4984,748.8161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,1.0000,1955.6091,828.4684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,1.0000,1955.7836,906.9875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,1.0000,1955.8509,986.0014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
