FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y
0.0000,2.0000,1928.5533,1572.0026,1034.8983,534.1662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0000,2.0000,1928.2844,1649.0983,1035.3966,612.7215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0000,1.0000,1035.6898,691.2154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0000,1.0000,1035.8948,770.1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0000,1.0000,1036.4729,847.9498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.0000,1.0000,1036.8548,926.9932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.0000,1.0000,1036.9497,1005.2212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0000,1.0000,1037.2406,1084.5001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0000,1.0000,1037.7287,1163.1417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0000,1.0000,1038.1167,1242.2138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0000,1.0000,1038.4748,1321.1291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,1.0000,1038.8586,1400.1289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,1.0000,1039.2860,1479.0498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,1.0000,1039.4240,1558.2090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,1.0000,1040.3049,1636.3719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,1.0000,969.6256,52.3956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,1.0000,969.3912,130.8565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,1.0000,969.5575,208.9136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,1.0000,969.7816,287.3633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,1.0000,969.7819,366.1129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,1.0000,969.8968,444.0059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,1.0000,970.0590,522.3203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,1.0000,970.4589,601.8302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,1.0000,970.7393,680.7262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,1.0000,970.7364,761.2156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,1.0000,971.0570,839.8375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,1.0000,971.1567,919.4476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,1.0000,971.7290,998.8042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,1.0000,972.0586,1078.5163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,1.0000,972.1844,1157.2519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,1.0000,972.5359,1236.6254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,1.0000,973.1465,1314.7180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,1.0000,973.1575,1392.6576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,1.0000,973.1177,1470.2070,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,1.0000,973.8143,1548.7907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,1.0000,974.4414,1626.4009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,1.0000,1220.1739,112.8935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,1.0000,1220.2725,190.7666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,1.0000,1220.6504,268.9752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,1.0000,1221.1207,347.6243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,1.0000,1221.4370,426.3312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,1.0000,1221.6525,505.0958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,1.0000,1222.0168,583.7521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,1.0000,1222.2549,662.2612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,1.0000,1222.4631,740.1707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,1.0000,1222.8050,819.4013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,2.0000,1223.0374,897.5882,1433.3235,96.9016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,2.0000,1223.2380,975.5692,1433.6099,174.8900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,2.0000,1223.8916,1053.5090,1434.3681,251.8826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,2.0000,1223.9194,1131.7005,1434.7707,329.7570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,2.0000,1224.2751,1208.9530,1435.0830,406.9134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,2.0000,1224.6226,1286.8947,1435.4547,484.6289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,2.0000,1224.7616,1363.5513,1435.5274,562.4958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,2.0000,1224.9787,1441.5446,1435.9746,640.8697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,3.0000,1225.0745,1519.0981,1436.2708,719.2472,1661.8319,65.6059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,3.0000,1225.3780,1598.1626,1436.5025,799.2581,1658.6558,143.9508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,2.0000,1436.4897,877.9983,1654.9506,222.4482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.0000,2.0000,1436.8055,956.8954,1651.0086,302.7210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62.0000,2.0000,1436.9926,1035.9519,1646.9903,383.6367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,2.0000,1437.2718,1114.1425,1643.7172,464.2627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,2.0000,1437.5249,1192.1633,1640.0997,544.3406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,2.0000,1437.4759,1270.8418,1636.4650,624.4597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,3.0000,1437.5032,1348.9937,1632.1122,703.4201,898.9009,69.5934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,4.0000,1437.8420,1427.5661,1627.6036,782.2913,899.1467,147.5159,1773.7915,80.4233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,5.0000,1438.3907,1506.3537,1623.8171,862.0048,899.2030,226.7410,1774.0991,158.3305,1475.0034,31.3857,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,5.0000,1438.3689,1584.7735,1620.8027,942.0020,899.4760,305.0761,1774.5873,236.3181,1475.5705,109.2356,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,4.0000,1618.8937,1022.6876,899.5029,384.6419,1775.1319,315.2782,1476.2761,188.2825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,4.0000,1617.4072,1102.7791,899.3939,464.5359,1775.2946,394.9723,1476.6075,267.8933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,4.0000,1616.3344,1182.3722,900.0574,544.8227,1776.4192,474.7078,1476.8656,347.5136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73.0000,4.0000,1615.2561,1261.4882,900.4843,625.6103,1777.2178,554.6317,1477.2659,427.2962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.0000,4.0000,1614.9194,1340.9527,900.5959,706.0539,1777.3833,635.9043,1477.7023,507.7905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75.0000,4.0000,1615.1203,1420.0983,900.9828,786.3160,1778.0439,715.6013,1477.8845,587.5434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76.0000,4.0000,1616.1984,1499.7077,901.5603,866.0738,1778.5275,795.4064,1478.3222,666.9760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77.0000,4.0000,1616.8597,1577.8193,901.8008,945.1535,1778.6887,874.3560,1478.8346,745.7154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78.0000,4.0000,1618.0286,1656.2891,902.1786,1023.9857,1779.0880,953.0525,1479.2470,824.5802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0000,3.0000,902.2998,1102.6608,1778.6672,1031.5799,1479.3440,903.0722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.0000,3.0000,902.0938,1181.3535,1778.7637,1109.9558,1479.4248,982.3525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81.0000,3.0000,902.7388,1260.1262,1778.7515,1188.7637,1479.7001,1061.4052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82.0000,4.0000,903.4937,1339.7492,1778.8396,1267.6836,1479.8759,1140.5928,771.4871,73.3016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.0000,4.0000,904.1769,1418.4072,1779.0754,1346.2741,1480.3022,1219.2073,772.3727,151.3407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84.0000,4.0000,905.2795,1497.2330,1778.6677,1425.3376,1480.4224,1298.6074,772.7496,230.1098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85.0000,4.0000,904.8826,1575.8032,1778.5186,1503.7438,1480.0949,1377.0017,772.7962,308.4489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0000,5.0000,904.5346,1653.9057,1778.1982,1582.5265,1480.2391,1456.4782,773.1755,387.3238,1018.4491,92.2200,NaN,NaN,NaN,NaN,NaN,NaN
