FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y
12.0000,4.0000,782.4781,1195.0198,623.3909,858.5048,1275.4009,476.1345,1193.1117,364.7073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,5.0000,782.7731,1272.4841,623.9788,936.3515,1275.7146,554.2870,1193.5653,442.6664,553.2234,58.3396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,5.0000,783.2903,1351.0317,624.1796,1015.1762,1276.1114,633.0137,1193.4423,521.2820,553.1289,136.5445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,5.0000,783.4128,1429.0125,624.6075,1093.3282,1276.4355,711.8056,1194.0914,600.1174,553.0035,214.6690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,5.0000,783.8057,1506.9340,625.2020,1171.5610,1276.9808,790.3672,1194.5936,678.7153,553.0271,292.9933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,6.0000,784.4433,1584.1228,625.7179,1248.9172,1277.3740,868.0329,1194.6049,756.4322,552.9183,370.2364,464.2722,54.7602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,5.0000,626.2124,1327.1852,1277.8078,947.0513,1194.7464,835.4388,552.9513,448.9194,464.1208,132.8241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,5.0000,626.3726,1405.9436,1278.2222,1025.9385,1195.3603,914.1329,552.9981,527.4826,464.3303,210.7406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,5.0000,627.2322,1484.0916,1278.8109,1104.2096,1195.5965,992.1237,553.1085,605.4373,464.1569,289.1188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,5.0000,627.2846,1562.7036,1279.0572,1182.8666,1196.1610,1071.1965,553.1549,684.3820,464.0069,367.3572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,5.0000,628.3590,1641.2550,1279.4068,1261.3579,1196.4369,1150.2110,553.3053,763.7347,463.9742,446.4119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,5.0000,1279.5977,1339.6376,1196.8553,1229.1032,553.6574,842.2996,464.1657,524.7805,1647.9910,80.7547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,6.0000,1279.9209,1417.9895,1197.1434,1307.7994,553.8290,920.9729,464.2120,603.3522,1648.4284,158.8232,1069.6218,56.1560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,6.0000,1280.4145,1496.6724,1197.3565,1387.0098,554.2596,999.6727,464.6670,682.0777,1649.1315,236.9387,1069.9258,134.3796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,6.0000,1281.0568,1574.7532,1197.3637,1464.8342,554.7551,1078.0447,464.9476,760.4269,1649.6063,314.9750,1069.8116,212.6821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,6.0000,1281.2058,1653.3348,1197.5705,1543.0683,555.3591,1156.6297,465.0029,838.9550,1650.2709,393.2801,1070.2621,290.7658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,5.0000,1198.3301,1620.6841,556.0327,1234.3809,465.6939,916.4073,1650.5699,470.7563,1070.7153,368.0547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,4.0000,556.4217,1311.5650,466.0960,993.9372,1651.1074,548.0257,1070.7761,445.0707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,4.0000,556.8472,1388.6896,466.0982,1071.8059,1651.6549,625.7982,1071.1231,522.1810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,4.0000,557.4851,1466.4336,466.8683,1149.5490,1652.0451,703.5317,1071.9071,600.5200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,4.0000,558.3844,1543.4959,467.3285,1227.5861,1652.4363,781.2305,1072.7541,679.0106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,4.0000,558.6729,1621.7338,467.8453,1306.3289,1653.0032,860.1596,1072.9002,758.0953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,3.0000,468.9358,1383.7498,1653.4024,937.9377,1073.3842,836.8907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,3.0000,469.7314,1461.7330,1653.5572,1016.6735,1073.5098,916.5379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,4.0000,470.1117,1539.1028,1653.7497,1095.1998,1073.2806,995.3425,1136.9022,76.1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,4.0000,470.8950,1617.4897,1653.5305,1174.4127,1072.9737,1075.0672,1137.0086,155.3514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,4.0000,1653.3434,1252.8425,1073.3579,1154.2570,1137.4249,233.1554,1529.1154,110.6781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,4.0000,1652.8094,1331.7761,1074.0272,1233.7147,1137.4814,312.3706,1529.0972,188.7534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,4.0000,1652.1850,1409.8725,1074.2523,1311.9243,1137.6599,390.6550,1529.8357,266.8720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,4.0000,1652.1260,1488.1244,1074.8895,1389.8505,1138.1298,468.9792,1530.6412,345.6669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,4.0000,1652.1514,1565.9809,1075.2126,1467.1839,1138.2985,546.7765,1531.0703,423.1713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,4.0000,1651.7610,1644.3816,1075.3699,1543.8540,1138.3276,625.9790,1531.3617,501.6900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,3.0000,1075.3857,1620.2654,1138.8362,703.9555,1532.0880,579.7353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,4.0000,1138.9173,782.4784,1532.4843,658.3800,937.2778,96.8469,1540.5964,92.7666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,4.0000,1139.3156,861.0578,1532.6012,736.6554,937.5397,175.0021,1541.0397,170.6718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,4.0000,1139.4163,940.2988,1533.1917,815.9746,937.8836,252.7185,1541.5359,249.1925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,4.0000,1139.5783,1018.8545,1533.4481,894.5620,938.8811,331.1727,1541.9135,327.7913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,5.0000,1139.8892,1097.2955,1533.6730,972.8303,939.2945,409.3623,1542.4305,405.9964,1610.8334,42.4711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,5.0000,1140.1215,1175.8376,1533.9633,1051.5263,940.3855,487.6999,1542.7488,484.5299,1611.4241,120.6711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,5.0000,1140.1901,1254.3683,1534.1746,1130.6367,941.3119,566.5589,1543.1010,563.6674,1611.8623,199.5224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,5.0000,1140.1696,1333.3061,1534.2772,1209.4165,942.3837,646.0695,1543.5343,643.0864,1612.3541,278.3213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,5.0000,1140.2810,1411.3405,1534.4089,1287.8408,943.3790,724.9790,1544.1516,722.0274,1612.7143,356.8082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,5.0000,1140.2575,1489.5305,1534.4642,1366.6549,943.9573,804.1595,1544.3049,801.5964,1613.4322,435.5847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,5.0000,1140.0784,1566.7579,1534.8128,1444.5026,944.7274,882.2911,1544.7257,879.8749,1613.7982,513.8372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,5.0000,1140.3664,1644.0227,1535.2946,1521.8500,945.1512,960.0370,1544.9633,957.8151,1614.3196,591.3903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,4.0000,1535.4694,1598.2400,945.5352,1037.1573,1545.1385,1034.9646,1614.6134,667.9401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,3.0000,945.9061,1114.6167,1545.0840,1112.2482,1614.8809,745.3226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,4.0000,946.3476,1191.2249,1545.4986,1188.5200,1614.9766,822.3228,937.7710,88.9753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,4.0000,946.3810,1268.7154,1545.4844,1266.3642,1615.2815,900.3530,936.2436,169.6705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.0000,4.0000,946.8632,1346.0131,1545.6848,1344.2440,1615.4283,978.5698,934.3177,249.0923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62.0000,4.0000,947.8991,1423.4989,1545.5647,1422.5631,1615.6491,1057.3955,932.8423,329.1436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,4.0000,949.1366,1500.3351,1545.2825,1500.7482,1615.9381,1135.7103,931.1425,408.7696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,4.0000,950.0885,1578.1234,1544.8177,1579.4358,1615.7896,1215.1593,930.0416,489.7124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,3.0000,951.5439,1654.7289,1616.1430,1293.6800,929.4591,569.8448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,3.0000,1615.7861,1372.4782,929.1720,650.0602,1246.0790,46.4896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,3.0000,1615.8454,1449.9923,928.6257,729.4070,1246.0573,124.7975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,3.0000,1615.9413,1528.7527,928.6195,809.7405,1246.2429,203.9871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,3.0000,1615.7565,1606.5905,928.9806,887.5311,1246.5213,282.5067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,2.0000,929.5168,966.2433,1247.0209,360.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,3.0000,930.2557,1044.0523,1247.1707,438.9317,1054.0928,55.1596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,3.0000,931.7488,1122.8698,1247.2723,517.9793,1054.4780,133.5084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73.0000,3.0000,932.8371,1200.2536,1247.9615,596.3079,1054.7865,212.0555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.0000,3.0000,934.8567,1278.7715,1248.8786,675.5586,1055.1721,291.0672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75.0000,3.0000,936.3654,1356.4526,1249.2384,755.2095,1055.3809,370.1017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76.0000,3.0000,938.1651,1434.6927,1249.6478,835.6063,1055.6087,450.4338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77.0000,4.0000,940.1856,1513.3338,1249.9005,916.7852,1055.7767,530.8967,1362.0281,36.5136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78.0000,4.0000,942.2459,1590.9274,1250.1918,997.3312,1055.8834,611.3297,1362.1776,116.0149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0000,3.0000,1250.4096,1078.0421,1056.3061,691.2481,1362.9965,195.1101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.0000,3.0000,1250.2244,1158.0845,1056.7142,771.6123,1363.0608,274.7731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81.0000,5.0000,1249.5831,1238.3255,1057.1211,851.9552,1363.5848,354.8020,573.7510,72.6143,939.5232,55.1246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82.0000,5.0000,1249.8923,1317.5779,1057.2715,931.0443,1363.8704,433.7639,573.8418,150.9920,940.2696,133.8618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.0000,6.0000,1250.3388,1397.1987,1057.6942,1010.8751,1364.3687,512.8715,573.9838,230.4473,940.5157,213.4542,2135.8625,62.4326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84.0000,7.0000,1251.2463,1475.3671,1058.0928,1089.8598,1364.8196,591.7319,574.0001,308.5642,941.2355,292.3544,2137.6182,140.2966,1622.0507,73.2882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85.0000,8.0000,1251.8630,1553.5951,1058.5124,1169.3795,1365.2205,671.3810,574.0123,387.6412,941.7818,372.4797,2138.1209,218.8981,1622.7824,152.1506,845.0812,38.7239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0000,8.0000,1252.2346,1631.5650,1059.0984,1248.2052,1365.5305,750.1461,574.1909,465.9716,942.5193,452.2678,2138.8508,296.9578,1623.3957,230.2732,845.4361,116.4341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.0000,7.0000,1059.4129,1327.0247,1366.1154,829.0674,574.5274,544.8548,943.5367,532.1485,2138.7605,376.2261,1623.9182,308.9171,845.3585,194.8273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.0000,7.0000,1059.8661,1404.8844,1366.2037,907.2898,574.7011,623.1911,944.4845,611.7225,2139.7124,454.1056,1624.7052,387.3446,845.5950,272.9260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.0000,7.0000,1060.2300,1484.1729,1366.4133,986.9732,575.0212,702.8941,945.3236,692.1990,2140.1611,532.9620,1624.9899,466.5965,846.0021,352.1167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.0000,7.0000,1060.6601,1561.9940,1367.1313,1066.3040,946.0960,771.6878,575.1661,781.8184,2140.8472,611.1762,1625.4404,545.0255,845.8627,431.1595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.0000,7.0000,1060.9899,1641.2337,1367.3649,1145.7376,946.6537,851.5662,575.3139,861.3044,2141.4521,689.8987,1625.5581,624.4742,846.3168,510.9950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.0000,9.0000,1367.7670,1224.3633,947.2340,930.9430,575.7426,940.6331,2141.5791,768.8887,1626.0912,703.6563,846.4427,590.3095,1069.0231,80.0936,1819.5356,69.4429,1891.9099,40.1808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.0000,9.0000,1368.2190,1303.1243,947.4390,1010.6609,576.0871,1019.7367,2141.6208,848.6394,1626.1789,783.1415,846.6192,669.8851,1069.2394,158.6508,1819.9187,147.9772,1892.4583,118.4234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.0000,9.0000,1368.4104,1381.4855,576.3391,1098.5197,947.9559,1089.0231,2141.6772,927.7902,1626.5016,862.2431,846.8905,748.8917,1069.1689,236.6551,1820.6266,226.4080,1893.0185,195.9523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95.0000,9.0000,1368.5790,1459.4246,576.7524,1177.7915,947.9572,1168.7740,2141.7341,1007.3961,1626.9019,941.6863,846.9489,828.3991,1069.4553,315.8204,1821.3348,305.0159,1893.1831,274.9457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96.0000,9.0000,1369.6618,1536.4374,948.2791,1247.0101,577.5582,1256.1550,2141.6375,1085.7476,1627.0029,1019.7514,847.1047,906.8493,1069.6492,394.0828,1821.4629,382.9410,1893.6997,352.4166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97.0000,9.0000,1370.5075,1613.6895,948.2266,1326.0255,578.1219,1334.9808,2141.4715,1164.6153,1627.0844,1098.6268,847.4724,985.6825,1069.9511,472.8846,1822.0879,461.9233,1894.2397,431.0486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98.0000,9.0000,949.0168,1403.4432,578.2270,1413.0499,2142.0983,1242.4067,1627.3845,1177.1872,847.8474,1064.0194,1070.2226,551.5716,1822.7205,540.3299,1894.6914,509.5434,785.9149,62.6834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99.0000,9.0000,948.7772,1481.9313,579.0406,1491.8273,2142.4979,1321.1538,1627.5891,1255.8171,848.3356,1142.7971,1070.5893,630.7468,1823.5832,619.0902,1895.3068,588.1576,785.7783,141.1715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100.0000,9.0000,948.7676,1559.6313,579.8237,1569.9582,2142.6076,1399.2005,1627.7427,1333.9831,848.4662,1221.0267,1070.7779,709.4791,1823.8418,697.3483,1895.7298,666.3211,786.1110,219.0074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101.0000,9.0000,580.2061,1648.0338,949.1066,1636.2382,2143.0369,1477.3240,1627.8201,1412.5832,848.8213,1299.6144,1071.3730,788.1811,1823.9019,775.6533,1896.2019,744.7504,786.3197,297.6476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102.0000,7.0000,2143.3999,1554.6527,1628.0080,1490.1706,849.2019,1377.9414,1071.5691,866.7313,1824.3126,853.8344,1896.5188,822.8957,786.4067,375.6430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103.0000,7.0000,2143.1789,1632.0114,1627.9787,1567.8174,849.1754,1456.0860,1071.9108,945.7208,1824.5486,932.7089,1896.7962,901.7751,786.5203,454.3968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
