FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y,MidPoint_20_x,MidPoint_20_y,MidPoint_21_x,MidPoint_21_y,MidPoint_22_x,MidPoint_22_y,MidPoint_23_x,MidPoint_23_y,MidPoint_24_x,MidPoint_24_y,MidPoint_25_x,MidPoint_25_y,MidPoint_26_x,MidPoint_26_y,MidPoint_27_x,MidPoint_27_y
0.0000,15.0000,1190.2112,1480.6336,1277.9883,1323.8701,1440.0775,1154.6365,1661.0585,1044.1509,648.3514,1037.5769,915.4201,1027.6629,2118.1238,961.7124,843.0601,915.3145,1605.4051,904.8046,1891.9025,698.7951,1403.5801,583.4336,1765.2666,508.6250,1168.4255,514.3363,658.7721,138.0206,927.3092,32.7263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0000,16.0000,1190.1596,1559.0005,1278.0599,1402.2268,1440.0506,1233.1149,1661.2715,1122.6550,649.2543,1115.6539,915.3706,1106.5636,2118.7005,1039.8577,843.2821,994.0736,1605.3963,983.6169,1892.1097,777.3216,1403.8686,662.2008,1765.6636,587.1135,1168.9359,592.8510,658.7959,216.1863,927.6272,110.9878,1224.9417,90.4541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0000,17.0000,1189.9820,1637.4072,1278.7787,1480.8629,1439.8806,1311.7998,1661.2775,1201.1551,649.9469,1193.7012,915.9374,1185.3394,2118.5049,1118.4153,843.6558,1073.1704,1605.0547,1063.1240,1892.2031,856.0800,1404.3937,741.1551,1765.5830,666.3765,1169.2722,672.3648,658.7502,294.9795,927.5754,190.6837,1225.6950,169.4119,744.7321,104.5072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0000,16.0000,1279.1944,1559.6352,1439.9647,1390.7283,1661.1765,1280.1007,650.0963,1271.9086,916.2876,1264.4805,2118.4488,1196.8080,844.1981,1152.5155,1604.9237,1142.4867,1892.5215,934.9155,1404.5676,820.6579,1765.6678,745.2871,1169.0278,752.0764,658.6704,374.0709,927.5956,269.8147,1225.2597,248.3856,745.3476,180.8913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0000,17.0000,1279.6379,1638.6799,1440.7993,1469.5180,650.1759,1350.4822,1660.9696,1358.6943,916.5126,1343.2789,2118.3849,1275.4967,844.6012,1231.3500,1604.6263,1221.5853,1892.6938,1013.8410,1404.6698,899.8339,1765.9920,824.3641,1168.7939,831.1859,658.6033,453.1081,927.8069,349.2903,1224.7570,326.3012,746.6852,257.1053,240.0835,71.3668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.0000,16.0000,1440.6046,1547.0140,650.2874,1429.0517,1660.9092,1437.0562,917.5264,1421.5888,2118.5215,1353.5404,845.1594,1309.6748,1604.3588,1300.0383,1893.1041,1091.8110,1405.1666,978.1336,1766.5132,903.1655,1168.6529,909.7550,658.8781,531.3766,928.3736,428.0385,1223.9776,404.1548,748.6628,333.1973,239.6707,149.1096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.0000,17.0000,1440.9953,1624.5262,650.8142,1507.6477,1660.8022,1515.0268,917.6778,1499.1506,2118.4043,1431.8642,845.7045,1388.1529,1604.4388,1378.1649,1893.0261,1170.5866,1405.2692,1056.9278,1767.0653,981.8966,1168.6530,988.4465,658.9316,610.6382,928.9892,507.0545,1223.3721,481.9944,749.6542,409.0119,239.6013,227.6134,1199.6699,67.9361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0000,17.0000,651.7650,1586.4914,1661.1323,1593.3472,917.4670,1578.0595,2118.4780,1510.2842,845.8247,1466.7082,1604.7738,1456.8279,1893.2746,1249.1828,1405.6943,1136.3369,1767.8956,1060.7902,1168.8928,1068.1219,659.2994,690.0871,929.3390,586.4767,1223.1215,560.1859,751.3239,485.1701,239.8622,306.2226,1200.1658,146.2679,1714.6724,77.5120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0000,18.0000,652.9092,1664.7396,917.7171,1655.9561,2117.5503,1587.6685,846.0495,1545.4266,1605.2334,1534.7186,1893.3365,1327.4131,1405.8714,1214.9737,1768.7494,1139.6403,1169.1204,1146.9978,659.6495,768.8867,929.6658,665.3315,1223.1242,639.0148,752.9368,560.9456,239.7102,384.8061,1200.5055,224.7170,1715.0432,155.9301,1987.8614,67.2703,1118.8960,55.2528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0000,16.0000,2115.5989,1662.6526,846.0697,1623.9111,1605.5216,1612.6924,1893.1952,1405.7213,1406.4776,1294.2009,1769.2215,1218.7118,1169.6024,1226.3697,659.8966,847.5759,930.0308,744.4952,1223.6119,718.0423,754.0031,637.2922,239.8735,463.0839,1200.8440,303.2162,1715.4790,234.2143,1988.0996,144.6262,1118.7651,134.2185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0000,13.0000,1893.1694,1482.9201,1406.5765,1371.7218,1769.5315,1297.5323,1170.3629,1304.1899,660.0846,925.9409,930.6266,823.0141,1224.3117,797.0553,754.7938,713.3309,240.1394,541.0139,1201.4478,381.5068,1715.9306,312.1324,1988.3384,221.6120,1118.7168,212.3408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,13.0000,1892.8019,1561.5702,1406.7217,1450.0376,1769.7006,1377.5282,1171.1552,1382.2524,660.4454,1005.3430,930.8330,902.5589,1224.9477,877.7549,755.8895,791.0340,240.4959,620.6124,1201.4689,460.6430,1716.7065,391.2558,1988.1546,299.9326,1118.3614,291.6921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,15.0000,1892.1665,1638.7882,1407.1355,1528.6783,1769.9394,1456.7965,1171.8523,1458.9856,661.1386,1084.1177,930.9717,981.4398,1226.1483,957.3939,755.8901,867.8175,240.5084,699.0331,1202.0352,539.3673,1717.0705,469.5576,1988.4488,377.0654,1118.4191,369.9965,2100.2765,103.8305,1139.0446,63.9926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,15.0000,1407.3404,1607.6009,1770.2697,1536.2074,1172.9657,1535.7294,661.4661,1163.0379,931.1972,1060.3880,1227.3693,1037.7720,757.1079,945.5535,240.8105,777.4298,1202.6299,618.9699,1717.6605,548.0244,1988.9934,454.7022,1118.5048,449.2155,2100.7415,182.8614,1139.6662,142.9768,919.4487,86.5630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,14.0000,1770.3307,1614.9600,1173.8165,1611.8850,662.1023,1241.4076,931.6044,1138.7492,1228.5502,1117.0194,758.5476,1023.3337,241.0195,855.7410,1202.8180,697.4495,1717.6086,626.6668,1989.0164,532.0786,1118.9955,528.3333,2100.9864,261.0487,1139.7544,221.2777,919.3793,164.9607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,12.0000,662.5950,1321.1024,931.5132,1218.2732,1228.7639,1197.1435,759.6244,1102.5334,241.5772,935.5357,1202.8599,777.0183,1718.0783,706.3252,1988.8095,610.8308,1119.1792,608.2557,2100.9208,340.6479,1139.9430,301.4740,919.2535,244.3095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,14.0000,663.1122,1399.4115,931.4941,1297.3082,1228.9285,1275.3198,760.7434,1180.9341,242.0067,1013.9027,1203.3803,856.2721,1718.7353,785.1533,1988.5937,688.3976,1119.9071,687.2040,2101.2862,420.1080,1140.0624,380.2592,919.0990,322.6914,1227.8355,131.7725,772.2828,49.8246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,14.0000,663.4930,1478.2810,931.6499,1376.3248,1228.7144,1354.5648,761.7050,1260.1262,242.1608,1092.6257,1203.5294,935.4797,1718.6909,863.9988,1988.5842,766.8238,1120.4986,766.5800,2100.8152,499.3186,1140.3064,459.3836,919.2956,401.4152,1228.1634,210.5478,775.1413,129.4461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,14.0000,664.1884,1555.8428,931.7708,1454.6304,1228.7425,1432.4829,762.4904,1338.6302,242.9255,1171.3776,1203.7049,1014.0668,1718.8740,942.8324,1988.5630,844.5958,1121.3519,845.0423,2100.3255,577.7129,1140.5706,538.2362,919.7516,480.7857,1228.6596,288.8890,777.6152,209.6585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,15.0000,664.3214,1634.7776,932.2103,1533.4436,1229.5284,1511.5033,762.4668,1418.4389,243.3228,1250.7903,1203.6918,1094.3365,1718.6220,1022.6767,1988.7068,923.5114,1122.5380,924.6985,2099.5912,657.4338,1140.9313,617.9748,920.0584,560.4186,1228.8827,368.2170,779.4430,291.1023,1584.2037,88.4623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,14.0000,933.4437,1610.6397,1230.2563,1589.5316,762.4838,1496.9120,243.8664,1328.8211,1204.2427,1172.8868,1718.8164,1101.3149,1988.4763,1001.2735,1123.9026,1003.1348,2098.7251,736.4057,1141.0922,696.7863,920.3444,638.9096,1228.9781,447.0704,780.6275,371.5571,1584.8134,165.0953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,12.0000,762.1245,1575.4967,244.5173,1406.9696,1204.7969,1251.8947,1718.8095,1180.2341,1988.6563,1079.6038,1125.0973,1081.5361,2098.2546,816.2939,1141.3869,776.1122,920.6357,717.9528,1229.0588,525.8853,781.7145,452.3510,1585.1652,242.8697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,14.0000,762.0321,1653.7433,245.0652,1484.8955,1205.5493,1329.7525,1718.7681,1258.3023,1988.4426,1156.9913,1126.6651,1158.9672,2097.6216,895.4937,1142.0265,854.6203,920.9079,796.7156,1229.6897,604.5645,783.0027,531.3458,1585.2787,320.4248,1117.3923,97.9918,1999.5115,73.7299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,13.0000,246.1317,1563.3877,1206.2515,1408.1328,1718.6102,1337.1237,1988.3658,1234.8419,1128.7752,1236.9335,2096.7992,974.7545,1142.2843,933.4381,921.3378,875.0417,1229.9821,683.1856,783.9053,610.2924,1585.8443,398.7233,1117.9339,175.4013,2000.1399,151.6183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,13.0000,247.5599,1640.4250,1206.7928,1485.3313,1719.1335,1414.3344,1988.3912,1311.7421,1131.0128,1313.6334,2095.9355,1052.7952,1142.6573,1011.3888,921.9780,953.2321,1230.2100,761.5440,784.4423,688.5323,1586.6403,476.9954,1118.2712,253.2699,2000.8112,228.8072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,14.0000,1207.3735,1562.8162,1719.4508,1492.3728,1988.1560,1389.0579,1133.5800,1391.1334,2095.2228,1131.3157,1143.4672,1090.2173,922.3600,1032.1239,1230.7937,840.2019,784.5505,767.5870,1586.9439,556.1452,1118.9671,331.4666,2001.6164,306.6881,1730.5423,91.5975,1169.5057,87.5056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,14.0000,1207.5416,1640.1192,1719.8888,1569.4010,1987.4635,1465.6239,1136.3069,1467.8875,2094.4697,1209.7633,1143.5838,1168.5187,923.0279,1110.4680,1230.8764,918.8001,784.2850,846.2230,1587.5447,634.9380,1119.2749,409.0543,2002.0041,384.2944,1731.2529,168.6660,1169.8369,165.0130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,14.0000,1719.6530,1647.1081,1986.6422,1542.5860,1138.3175,1545.3229,2093.4157,1288.3407,1143.8537,1247.1897,922.9289,1188.9201,1231.0224,997.2889,784.1630,924.0829,1587.6160,714.6659,1119.3916,488.0245,2002.4975,462.6181,1731.7292,246.8404,1169.9791,242.9403,816.1387,97.6449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,16.0000,1985.7033,1619.0180,1139.8354,1622.0212,2092.5705,1366.3734,1144.0935,1325.0636,923.1939,1267.1556,1231.3943,1075.4342,783.3769,1001.6711,1588.4204,794.0181,1119.5098,566.4221,2002.6998,540.9291,1732.1974,324.5563,1170.2268,320.9851,816.1921,175.0016,184.0833,106.4711,724.8791,91.1611,1645.8814,55.8469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,14.0000,2091.9894,1444.6926,1144.2742,1403.2619,923.7415,1345.3434,1231.8546,1154.1020,782.7563,1078.6184,1588.8008,874.1119,1119.6388,645.5793,2002.9866,619.2072,1732.5901,403.0535,1170.4782,399.6714,816.3448,253.6840,184.0277,184.9157,725.0748,169.1299,1646.5869,133.7031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,15.0000,2090.9282,1522.7293,1144.5315,1481.4367,924.2232,1425.2497,1232.2364,1232.9883,781.1738,1155.9578,1589.2452,954.4747,1120.0078,724.9829,2003.1564,698.0876,1732.9049,481.7296,1170.5967,478.5883,816.5462,332.7714,183.7886,263.2908,725.0137,247.9378,1646.8263,212.2894,1354.6235,80.4117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,16.0000,2089.8294,1601.0387,1144.0310,1559.9279,924.9052,1504.7870,1232.1287,1312.1159,779.6002,1233.1255,1589.7325,1034.9161,1120.0647,804.0497,2003.5323,776.9034,1733.4907,560.5563,1170.7008,557.4571,816.5016,411.3711,183.5723,341.7308,724.8355,326.9645,1647.5626,290.9381,1354.6862,158.8211,585.8937,82.0419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,17.0000,1143.7246,1637.9810,924.5925,1583.0199,1231.8788,1390.5115,778.6235,1310.1691,1590.0794,1115.0941,1120.4756,883.0839,2003.8097,855.4693,1733.7735,639.6823,1171.1121,636.6568,816.9692,490.3593,183.4797,420.1054,724.8424,405.8896,1648.0862,369.5613,1354.8558,237.3473,585.9998,160.2873,1141.2534,54.7582,571.2215,34.1332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,16.0000,924.8675,1661.1642,1231.9607,1469.0120,778.2635,1387.2380,1589.9426,1195.3529,1120.8821,962.3597,2004.1067,934.5513,1734.2560,718.7240,1171.5059,715.8457,817.0535,569.9432,183.6606,499.2607,725.0391,485.1038,1648.1841,448.9698,1355.1018,316.6587,586.1028,239.0178,1142.1155,133.0827,571.6731,113.0085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,15.0000,1232.2695,1547.4423,778.0703,1465.3004,1590.6525,1275.4410,1121.0310,1041.9945,2004.0582,1013.9492,1734.6363,798.3612,1171.5660,795.6823,817.1504,649.6819,183.5956,578.5915,725.4250,564.6170,1648.7733,528.1697,1355.8859,396.1210,586.1497,318.6633,1143.0157,212.2596,571.4407,192.0058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,16.0000,1232.5262,1626.4512,778.0952,1543.0977,1590.9244,1354.8274,1121.2910,1121.4626,2004.4262,1093.1873,1734.9329,877.7030,1172.1436,874.9779,817.4374,728.7957,183.6431,657.3458,725.4327,643.9685,1649.0189,607.2907,1356.6932,475.4841,586.2314,397.4573,1143.9208,290.7391,571.5055,270.9944,1035.5026,67.5871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,15.0000,777.9674,1621.3336,1590.5745,1433.8708,1121.8558,1200.7052,2004.5591,1172.4095,1735.2709,956.8492,1172.2743,954.3107,817.6717,807.9822,184.0478,736.1196,725.7206,723.5538,1649.6043,686.2047,1357.5250,554.4336,586.6474,476.4794,1144.1890,369.3711,571.5109,349.6353,1035.7082,146.0821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,15.0000,1590.9772,1512.0425,1122.1247,1279.4318,2004.5502,1250.5048,1735.2420,1034.7534,1172.4001,1032.8361,818.0190,886.5499,184.4865,814.2198,725.7851,802.0068,1649.7840,764.6703,1358.2869,633.3147,586.6526,554.5526,1144.5798,447.5157,571.9081,427.6951,1036.0557,224.1519,456.9227,104.1960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,15.0000,1590.9157,1590.1617,1122.6436,1358.3231,2004.3665,1328.4980,1735.2422,1113.4876,1172.8447,1111.6228,818.5162,965.5051,184.9988,892.8234,726.1458,881.2676,1650.0742,843.7323,1359.2634,712.4340,586.7202,633.2234,1144.9868,526.6595,571.8741,506.3712,1036.3281,302.3242,457.1226,182.3387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,16.0000,1590.2936,1667.7953,1123.1884,1435.6607,2004.4818,1404.9181,1735.4457,1190.6267,1173.4176,1189.1724,819.0501,1042.5964,185.1253,969.3278,726.6767,958.0670,1650.7230,921.3532,1359.9355,789.7154,587.5875,710.0545,1144.9116,604.4033,572.0035,583.1292,1036.5554,379.5665,457.5076,259.0590,1361.0140,100.5432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,16.0000,1124.4993,1513.5939,2004.2202,1481.9339,1735.7258,1267.9203,1173.6003,1266.8242,819.3470,1119.9842,185.4106,1046.3493,726.9425,1035.4643,1651.2619,999.3053,1360.8633,867.4309,587.7045,787.3379,1144.7295,682.6573,572.2441,660.3887,1036.8587,456.9778,458.1793,336.6189,1361.7891,177.8212,116.8610,57.0369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,17.0000,1126.4096,1591.5571,2004.4136,1557.8855,1735.3882,1344.4035,1173.7695,1343.7817,819.6143,1196.6786,185.7976,1123.1549,727.6668,1112.2305,1651.2814,1076.4314,1361.1856,944.7987,588.1366,864.3800,1144.7487,760.5593,572.7863,737.5317,1037.2929,533.8639,458.4131,413.5858,1362.2231,254.4238,115.4648,133.9177,1159.8243,37.3450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,18.0000,2004.2284,1634.0245,1734.9721,1422.2284,1173.7812,1421.2578,820.2972,1275.0650,186.0822,1201.1903,728.3662,1190.6122,1651.6366,1154.3019,1361.4023,1022.8134,588.5309,942.9829,1144.9804,839.8222,573.0085,816.0734,1037.4477,612.5450,458.3288,491.9463,1362.6196,332.6279,111.4868,211.9683,1160.3040,115.1304,2074.7244,96.9753,1208.7029,40.4675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,19.0000,1734.6540,1498.7146,1174.4178,1498.0637,820.9576,1352.2811,186.5493,1278.1580,728.9522,1267.8595,1651.7407,1231.2983,1361.0869,1100.3403,588.7047,1020.6831,1144.5572,918.0178,573.4263,893.6514,1037.8452,690.6144,457.8225,569.1892,1362.9855,410.1463,109.1085,290.6866,1160.8900,192.0333,2075.2077,174.1563,1208.9647,117.4778,1438.9721,91.5713,630.3177,67.2941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,19.0000,1733.9501,1576.8111,1175.1642,1575.6649,821.3878,1430.3888,186.9253,1357.1016,729.5175,1346.6692,1651.3691,1309.3652,1360.3665,1179.2842,588.8994,1099.9655,1144.3016,997.9919,573.4978,972.6022,1038.1295,770.2481,457.8672,647.8700,1363.1671,489.3522,108.5004,370.8107,1161.3199,270.9064,2075.7009,253.0394,1209.5064,195.9017,1439.1631,170.3228,630.7437,144.6861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,18.0000,1733.4744,1652.9796,821.9186,1507.5810,187.3958,1434.8147,730.3944,1424.0345,1651.2138,1386.8100,1359.9398,1256.3872,589.4484,1178.1314,1144.2659,1077.0798,574.2235,1051.0271,1038.6616,848.6258,457.4833,725.7459,1363.7786,567.8557,107.9856,450.0494,1161.2603,349.0893,2076.1584,330.9336,1210.0351,274.3316,1439.4982,248.2365,631.4849,221.9808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,17.0000,822.7334,1585.4643,187.7508,1513.9815,730.3392,1502.5823,1651.2333,1466.3202,1358.9257,1335.5651,590.0685,1258.1778,1143.5404,1157.7455,574.5470,1131.0582,1038.8339,929.0219,457.1001,805.3604,1364.3501,647.7921,108.0736,530.0113,1161.4673,428.9181,2076.4154,410.0177,1210.9983,353.8412,1440.2036,327.6812,632.3361,301.8755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,18.0000,823.1914,1662.6361,188.3511,1591.9704,730.3133,1580.6614,1650.8793,1544.9044,1358.0230,1413.8949,590.8605,1336.6948,1143.2313,1237.3740,574.7840,1209.8355,1038.9117,1007.7332,457.0387,884.0482,1364.0647,726.4995,106.2800,610.1050,1161.6681,507.6274,2076.9655,488.7681,1211.7344,433.3319,1440.4275,406.0952,633.0876,381.0184,1159.7636,69.2887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,15.0000,1650.6661,1624.4234,1358.4727,1493.3645,591.4550,1416.4382,1143.2229,1318.0604,575.0180,1289.4693,1039.2397,1088.2385,457.0277,964.0708,1364.4711,806.4456,108.9017,690.3306,1161.8525,587.5028,2077.1861,568.2300,1212.8107,513.0787,1440.5491,485.8496,633.6584,461.0171,1161.8056,146.8945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
