Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,ME weighting
LSTM_1024_16,0.19732275656916212,0.0900347050074368,0.05324739712444224,0.07605354486861676
MLP_16_16_16,0.0900347050074368,0.19157164105106594,0.06931085770946951,0.09568666336142786
KF_CA_sw18E3,0.05324739712444224,0.06931085770946951,0.13961328705999007,0.10867625185919683
ME weighting,0.07605354486861676,0.09568666336142786,0.10867625185919683,0.15468517600396628
