Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,SMAPE Weighting Ensemble
LSTM_1024_16,0.1486753657572163,0.01368368864650471,0.04064847765915382,0.05875840253064452
MLP_16_16_16,0.01368368864650471,0.19157164105106594,0.03202776400594943,0.03648983639067923
KF_CA_sw18E3,0.04064847765915382,0.03202776400594943,0.08343218663503361,0.06540134440490313
SMAPE Weighting Ensemble,0.05875840253064452,0.03648983639067923,0.06540134440490313,0.09315935152234085
