Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,SMAPE Weighting Ensemble
LSTM_1024_16,0.19732275656916212,0.0900347050074368,0.05324739712444224,0.08805156172533465
MLP_16_16_16,0.0900347050074368,0.19157164105106594,0.06931085770946951,0.11363411006445216
KF_CA_sw18E3,0.05324739712444224,0.06931085770946951,0.13961328705999007,0.10114030738720872
SMAPE Weighting Ensemble,0.08805156172533465,0.11363411006445216,0.10114030738720872,0.16737729300941992
