nan,nan,nan,nan,nan,nan,8.143878724953919068e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.771007081620505019e+01,3.126471462790070266e+00,1.753995553088398385e+00,1.554539817740276275e+00,1.603156594497219700e+00,1.508564291002940205e+00,1.467816681099572751e+00,1.311142104108575790e+00,1.194136771956188170e+00,1.413586093792910559e+00,1.609425197391350926e+00,nan,nan,nan,nan
1.008313187575814496e+01,3.197826060669938908e+00,1.672092459673471199e+00,1.384771703230833761e+00,1.489767352952581891e+00,1.479343422519567408e+00,1.537703101514461101e+00,1.510717916632938307e+00,1.494024404713677034e+00,1.555093024779129696e+00,1.634411756077810196e+00,nan,nan,nan,nan
2.255080637235470586e+00,2.009067391024903060e+00,1.440254983815383527e+00,1.336718289571750873e+00,1.347809524381140767e+00,1.346224485543650262e+00,1.305302996432122775e+00,1.239661787902045287e+00,1.184749984789851496e+00,1.412157061438636063e+00,1.529875994421328267e+00,nan,nan,nan,nan
4.150709019401289446e+00,2.281566352286162225e+00,1.300731603446482865e+00,1.440903803729290944e+00,1.547777331412066859e+00,1.500609741613632586e+00,1.374573064216330298e+00,1.190140911410962010e+00,1.031197566036042179e+00,1.123291941879797973e+00,1.475528691919526514e+00,nan,nan,nan,nan
5.510901685009849338e+00,2.147719994978789515e+00,1.356276031654651382e+00,1.349265678273719127e+00,1.418836912363556468e+00,1.361527193036925931e+00,1.210348949902738447e+00,1.060790910403718534e+00,9.593013975728335030e-01,9.657778466238737813e-01,1.096364834042963254e+00,nan,nan,nan,nan
5.121667659367025394e+00,2.041776231341594805e+00,1.092265420407659393e+00,1.300802124978001073e+00,1.300783486025729685e+00,1.239159249794661966e+00,1.043930794330235168e+00,9.262370151941445862e-01,8.897111178326837511e-01,9.183697614505963447e-01,1.270561078386541976e+00,nan,nan,nan,nan
4.449000290913700084e+00,1.981496554683712219e+00,1.199866484316213011e+00,1.303152898196445530e+00,1.364546426640383281e+00,1.314088169543048412e+00,1.228893896753633586e+00,1.096086668851741663e+00,1.030879029944977932e+00,1.123354928023862609e+00,1.127289559010202558e+00,nan,nan,nan,nan
2.719423086453842231e+00,1.590522638853291371e+00,1.065030224375996593e+00,1.351454575226052279e+00,1.312406641210478675e+00,1.213681298747492754e+00,1.081134610802145568e+00,1.009158426900739869e+00,9.065560502457448155e-01,8.428892492814066273e-01,9.842366295235381868e-01,nan,nan,nan,nan
1.229955580571064022e+00,1.746545398921184988e+00,1.179931079091180335e+00,1.396245784798858303e+00,1.405027577634602842e+00,1.214188890129554110e+00,1.180876195810499629e+00,1.098289504158596941e+00,9.689065770736272620e-01,9.504150403300373195e-01,1.151013307213045289e+00,nan,nan,nan,nan
2.558639701987355242e+00,1.817378744408252089e+00,1.109179676669985959e+00,1.229895788782663146e+00,1.205577461858171384e+00,1.111133641309472342e+00,1.065614429079831948e+00,1.046915395457563180e+00,9.077009732560542554e-01,9.161590111965057792e-01,1.212447466494436688e+00,nan,nan,nan,nan
3.761667486336225164e+00,2.376936999800680184e+00,1.192661716769947144e+00,1.376292050112569498e+00,1.263534152215252115e+00,1.298223474464936356e+00,1.200798572188235935e+00,1.123273083229773484e+00,1.081097005540503364e+00,1.030403106436426297e+00,1.236969404981976384e+00,nan,nan,nan,nan
4.220842129881530624e+00,1.805620041811551557e+00,1.198966817426547316e+00,1.194384931508054359e+00,1.224640562749090167e+00,1.209500179408698584e+00,1.218611195088178389e+00,1.139095082262768122e+00,1.078920028720391944e+00,1.099072850304920079e+00,1.245156184638376740e+00,nan,nan,nan,nan
4.113798628754646636e+00,2.087903057899605841e+00,1.312697429859780662e+00,1.368852828562080903e+00,1.344286729602122143e+00,1.346640001655060592e+00,1.319713524542064809e+00,1.324874335457771224e+00,1.338369677969586835e+00,1.295843985964690193e+00,1.268709096968963168e+00,nan,nan,nan,nan
2.910403757685652959e+00,1.899498334557356394e+00,1.445726086608210892e+00,1.476636397691832636e+00,1.320862574740417683e+00,1.443590206292425959e+00,1.404255249997456767e+00,1.512371843482408273e+00,1.535396733744812225e+00,1.510599601407426773e+00,1.879316000587352375e+00,nan,nan,nan,nan
2.244958565259666639e+00,2.066149129982755461e+00,1.632481740178719276e+00,1.755132926381290037e+00,1.560095423376242296e+00,1.482216069807512637e+00,1.440837233679995055e+00,1.553025535741939356e+00,1.555389482074954088e+00,1.701648590701811958e+00,1.848356793848422663e+00,nan,nan,nan,nan
6.199672274916893322e+00,3.705090251567836557e+00,1.992674234605777528e+00,2.133912050902242452e+00,2.361026111530547311e+00,2.558317842446662826e+00,2.404666049348550771e+00,2.419173418096739692e+00,1.934431619060047680e+00,2.118262309977405611e+00,2.123091428737336805e+00,nan,nan,nan,nan
1.236706097308311314e+01,2.178207161285601767e+00,1.948795172689883115e+00,1.735393285738035196e+00,1.637002546516461710e+00,1.918538957535425027e+00,2.046366903487859545e+00,2.024340543540228854e+00,2.075452066527798678e+00,2.002690933950578955e+00,2.503731070127050984e+00,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
