3.457192009341861993e+00,7.957323281328134712e-01,6.500740898513818200e-01,5.500685208431038697e-01,5.177379774232331311e-01,5.485128853278640193e-01,5.258580519837671163e-01,4.565492091550515386e-01,5.196470727898736541e-01,5.261849078068385754e-01,5.614283584730531684e-01,nan,nan,nan,nan
2.471430173261472518e+00,9.015659454153671648e-01,5.701779128048000134e-01,4.850734924420266325e-01,4.211905373450933188e-01,3.947477330145993668e-01,4.551786190990522729e-01,4.413579878687712843e-01,4.448596878261259491e-01,4.623949885753529387e-01,4.275055707078948553e-01,nan,nan,nan,nan
2.360055210722482588e+00,7.338023043645999222e-01,5.531632760387744652e-01,4.630783403558346722e-01,4.285281098206875083e-01,4.688447117673972819e-01,4.367336997649934882e-01,4.670073010317664086e-01,4.254868227382391233e-01,4.833055931781151671e-01,4.578726205391324133e-01,nan,nan,nan,nan
2.454036653860022898e+00,7.258783026172697106e-01,5.170895210705442890e-01,4.511796565237072842e-01,4.023238447134158680e-01,4.314873499757151398e-01,4.501909606018505428e-01,4.576107117559416460e-01,4.495634332573537617e-01,4.853953086970865249e-01,4.312834251958216902e-01,nan,nan,nan,nan
2.345074003044075539e+00,7.591319638485969357e-01,5.447014076787859427e-01,4.679588711147110169e-01,4.344256127959846281e-01,4.214733632231589811e-01,4.675720886624950001e-01,3.998609574521880816e-01,4.436034956907569105e-01,4.595207926680445198e-01,4.317383881661865930e-01,nan,nan,nan,nan
2.605990059889011334e+00,8.248171335396411452e-01,5.243723968727113105e-01,4.166574458426381966e-01,4.129875758088668580e-01,4.614102631522359332e-01,4.205331114394750269e-01,4.285924900046485519e-01,4.554050402773632267e-01,4.761735261682057407e-01,4.601611413998432099e-01,nan,nan,nan,nan
2.457093970525687343e+00,7.343795070267497005e-01,4.975177669787588242e-01,4.350969593993700424e-01,3.706160546197569405e-01,4.228746047736680613e-01,4.600661397748951331e-01,4.506474922605107625e-01,4.446197684877557510e-01,5.065174862674993728e-01,4.381422805515101659e-01,nan,nan,nan,nan
2.896611682543292599e+00,7.861640220283437896e-01,5.344834502214407257e-01,4.962182715293508850e-01,4.568593475686977823e-01,5.018922350058802051e-01,5.138936250805655748e-01,4.279966631500574104e-01,4.993005109600323066e-01,4.605938243970210677e-01,5.316790061072576012e-01,nan,nan,nan,nan
3.036071062230300655e+00,8.299063580241071714e-01,5.238251255604614576e-01,4.727441566121844962e-01,4.390871059416348587e-01,4.791456619788819205e-01,4.945840797644406317e-01,4.763903942132531322e-01,5.600414705593679265e-01,4.837947936096586576e-01,4.933961622264942948e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
