Expert names,LSTM_1024_16,MLP_16_16_16,KF_CA_sw18E3,SMAPE Weighting Ensemble
LSTM_1024_16,0.1486753657572163,0.01368368864650471,0.04064847765915382,0.05954922894424674
MLP_16_16_16,0.01368368864650471,0.19157164105106594,0.03202776400594943,0.036291522062469016
KF_CA_sw18E3,0.04064847765915382,0.03202776400594943,0.08343218663503361,0.06500593119810201
SMAPE Weighting Ensemble,0.05954922894424674,0.036291522062469016,0.06500593119810201,0.09339659944642151
