FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y
26.0000,3.0000,361.9845,1649.9097,1341.2528,1109.4890,1355.9636,79.3153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,2.0000,1338.3379,1201.6909,1358.2336,172.4986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,2.0000,1335.2200,1294.3743,1360.7472,266.6137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,2.0000,1332.1691,1385.5189,1363.1670,359.5093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,2.0000,1328.6657,1478.0346,1365.2854,453.5451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,2.0000,1325.0152,1568.8555,1367.5882,546.5153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,2.0000,1321.0661,1660.7588,1369.8921,640.4045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,1.0000,1372.0216,733.5403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,1.0000,1374.1151,827.4671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,2.0000,1376.1454,920.0216,1535.8722,98.3843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,2.0000,1378.3236,1013.4317,1532.5829,189.5163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,2.0000,1380.5397,1106.1760,1529.2756,279.9939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,3.0000,1382.5457,1199.4952,1525.9244,371.7177,642.2571,89.2157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,3.0000,1384.5260,1291.6907,1522.7968,462.2212,643.4786,181.5865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,3.0000,1386.6760,1384.3310,1519.7098,553.2299,644.7978,274.3154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,4.0000,1388.7785,1476.1305,1516.5173,643.7323,646.2691,366.8894,1574.8214,90.9181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,4.0000,1390.9976,1568.4814,1513.1677,734.9735,647.5089,459.9478,1573.2817,184.1276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,5.0000,1393.0563,1659.8088,1509.8668,825.4865,649.1135,552.3198,1571.9611,276.6507,1589.0327,51.5181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,4.0000,1506.6164,916.0511,650.7284,644.8110,1570.7202,369.6358,1590.7620,143.1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,4.0000,1503.3624,1006.8386,652.2275,737.5903,1569.2739,462.4214,1592.3447,235.3316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,4.0000,1500.1388,1097.4839,653.9811,830.5095,1568.1379,555.4338,1593.8511,327.7605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,4.0000,1496.7202,1187.7228,655.7579,922.9775,1567.1811,648.1087,1595.4411,419.9880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,4.0000,1493.4906,1277.1917,657.6719,1014.8559,1566.3043,740.5856,1596.6981,511.5248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,4.0000,1490.1418,1367.1434,659.7518,1107.0439,1564.8555,833.2159,1598.0004,603.9445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,4.0000,1486.6785,1455.8402,661.7028,1198.3994,1563.6516,925.2187,1599.3134,695.6782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,4.0000,1483.2044,1544.5066,663.5463,1290.3594,1561.9967,1017.7311,1600.7175,787.7447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,4.0000,1479.7579,1632.9954,665.8199,1381.7007,1560.6884,1109.4211,1602.0418,879.1458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,3.0000,667.9954,1473.8660,1558.7712,1202.0861,1603.2018,971.5793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,3.0000,670.2163,1565.3240,1557.0542,1293.8410,1604.5142,1063.2275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,3.0000,672.5490,1657.0926,1555.2129,1386.0922,1605.5446,1155.3038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,2.0000,1553.5226,1477.0249,1606.6160,1246.3298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,2.0000,1551.5083,1569.1600,1607.7544,1338.1765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,2.0000,1549.5234,1659.8474,1608.8813,1428.6958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,1.0000,1609.7398,1519.7983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,2.0000,1610.5131,1609.9498,1272.1052,90.8858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.0000,2.0000,1270.8203,182.1977,796.7616,35.3660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62.0000,2.0000,1269.8768,272.2017,796.3201,127.5195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,2.0000,1268.6699,363.7152,795.8433,220.2634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,2.0000,1267.4897,454.4074,795.4970,312.2684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,3.0000,1266.3792,545.5036,794.8650,404.8547,926.8212,84.4177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,3.0000,1265.3193,635.9244,794.4767,496.9492,924.4609,176.7661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,4.0000,1264.4064,726.7089,793.8898,589.6616,922.3698,269.3875,1283.4596,122.3661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,5.0000,1263.2979,817.0266,793.5231,681.8918,920.2074,361.7001,1281.8610,212.7279,351.2738,67.5720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,5.0000,1262.2110,908.0342,792.9553,774.7993,918.2094,454.1377,1280.2389,303.3411,348.3728,162.4595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,6.0000,1260.9893,998.4408,792.5958,866.9843,916.0846,546.2450,1278.3968,393.4040,345.6291,257.2501,539.6901,78.7407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,7.0000,1259.9159,1088.9946,792.1680,959.3368,914.2926,638.5681,1276.8462,483.7427,342.9394,351.8794,539.6246,169.2813,1163.8750,116.5998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,7.0000,1259.0590,1179.5219,792.0874,1051.4991,912.6217,731.0484,1275.0941,573.9512,340.5614,446.6920,539.4158,259.9576,1167.9618,207.3026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73.0000,8.0000,1258.0135,1269.6763,791.8488,1143.5380,910.9388,823.5708,1273.4284,664.2998,337.7174,541.7182,539.0573,350.6525,1172.2238,298.4105,685.7389,43.2198,NaN,NaN,NaN,NaN,NaN,NaN
74.0000,8.0000,1257.1141,1359.5490,791.4119,1235.3134,909.2795,915.6430,1271.8849,754.4952,335.2848,636.2500,538.5124,441.1461,1175.9731,389.1883,681.5648,134.8459,NaN,NaN,NaN,NaN,NaN,NaN
75.0000,8.0000,1256.5364,1448.9830,791.3569,1326.9483,907.7816,1007.7202,1270.4511,844.7066,332.9851,730.6692,538.4166,531.4264,1179.9400,479.7632,677.1267,225.8773,NaN,NaN,NaN,NaN,NaN,NaN
76.0000,8.0000,1255.6900,1538.7569,791.3128,1418.8923,906.1748,1099.9540,1269.1950,935.1024,330.2845,825.6077,538.0763,622.2315,1183.9315,570.9499,672.9798,317.0998,NaN,NaN,NaN,NaN,NaN,NaN
77.0000,8.0000,1254.9651,1628.0327,791.0449,1509.9069,904.7224,1191.4356,1268.0145,1024.7066,327.4991,920.0818,538.0407,712.2504,1187.9802,661.4543,668.7086,408.0193,NaN,NaN,NaN,NaN,NaN,NaN
78.0000,7.0000,791.1203,1601.1621,903.0891,1282.8451,1266.9756,1114.3904,324.7187,1014.3036,537.8840,802.4677,1192.2001,752.1470,664.1865,499.3105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0000,6.0000,901.6531,1373.8532,1265.9091,1203.8191,322.3441,1108.0526,537.9283,892.4532,1196.4494,842.3861,659.9694,590.0578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.0000,6.0000,899.9169,1465.7301,1264.8094,1294.0311,319.8559,1202.4596,538.0988,983.5876,1200.5198,933.5283,655.4650,682.1037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81.0000,6.0000,897.9118,1556.6622,1263.5068,1382.8016,317.4179,1295.7041,538.3995,1073.4173,1204.6393,1023.2177,651.2931,773.0006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82.0000,6.0000,896.2663,1647.7175,1262.5782,1472.0373,314.9818,1389.2865,538.8389,1163.6469,1208.8016,1113.6975,646.9473,864.2894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.0000,5.0000,1261.2104,1560.4468,312.7586,1482.4483,539.3206,1253.6685,1212.9193,1203.2507,643.0050,954.6904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84.0000,5.0000,1259.5610,1649.9190,310.8018,1576.1261,539.6397,1344.4252,1217.0273,1293.7972,639.1337,1046.2719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85.0000,3.0000,540.0366,1433.8332,1221.0617,1383.1469,635.3303,1136.5538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0000,3.0000,540.1284,1523.7181,1225.0768,1473.1405,631.1668,1227.5731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.0000,4.0000,540.7792,1612.4188,1229.1108,1562.0459,627.2654,1317.8522,589.7236,45.6924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.0000,3.0000,1233.0921,1651.8937,623.4554,1409.0814,585.1306,137.8967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.0000,3.0000,619.5355,1498.7358,580.5101,228.8541,1470.9198,86.6966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.0000,4.0000,615.8055,1588.7570,576.0450,320.6819,1469.6411,180.1698,636.9379,115.4165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.0000,4.0000,571.4667,411.8568,1468.2217,272.6071,635.7014,205.7741,1629.5855,103.1308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.0000,4.0000,566.9248,503.7486,1466.9043,366.2218,634.1766,296.9061,1627.9395,192.9157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.0000,4.0000,562.1906,594.4808,1465.5021,458.5347,632.8968,386.6810,1626.4555,281.5006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.0000,4.0000,557.6026,685.9554,1464.1300,551.7157,631.6260,477.3686,1624.8905,371.0827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95.0000,4.0000,553.1769,777.2906,1462.5966,644.3778,629.9709,567.6676,1623.1800,460.5837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96.0000,4.0000,548.9969,868.9798,1461.3316,737.6088,628.7166,658.5757,1621.3478,550.4380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97.0000,4.0000,544.6944,959.7749,1459.8600,830.2524,627.4717,748.6754,1619.4895,639.6208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98.0000,4.0000,540.6792,1050.6402,1458.5200,923.0092,626.2555,839.0614,1617.5164,728.9538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99.0000,5.0000,536.7247,1141.5628,1457.5801,1015.3888,624.8872,929.7217,1615.5407,818.3009,1482.7478,101.0377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100.0000,5.0000,532.8874,1232.4712,1456.3403,1107.7434,623.6006,1020.2283,1613.5772,907.4072,1482.6866,192.3110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101.0000,6.0000,529.1724,1323.0235,1455.0149,1200.0457,622.2735,1110.5784,1611.5035,996.5504,1482.4907,283.3017,1954.0285,59.7441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102.0000,6.0000,525.7192,1412.9344,1454.1174,1291.5620,621.1792,1200.2707,1609.7212,1085.1006,1482.3858,374.0110,1951.6318,151.3637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103.0000,6.0000,521.7599,1503.1877,1453.0538,1383.6553,620.0934,1290.4181,1607.5363,1173.9355,1481.8373,465.7091,1949.4751,243.8769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104.0000,6.0000,518.3890,1592.8708,1452.0306,1475.0851,619.2982,1379.1785,1605.5897,1262.0522,1481.0353,556.4864,1946.9640,335.5576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105.0000,5.0000,1450.9560,1566.5318,618.4152,1467.8017,1603.7133,1350.3341,1480.2121,647.7313,1944.5939,427.8471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106.0000,5.0000,1449.7580,1656.6399,617.5728,1555.7260,1601.7491,1437.8470,1479.5220,738.6226,1941.9237,519.6500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107.0000,4.0000,617.0813,1645.1094,1600.0931,1526.1213,1478.8848,830.0308,1938.9090,612.5583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108.0000,3.0000,1598.0068,1613.1131,1477.9887,920.4541,1936.1003,704.3886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109.0000,2.0000,1477.2900,1011.7375,1933.1560,797.0814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110.0000,2.0000,1476.7549,1101.6824,1930.2651,888.6040,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
111.0000,2.0000,1475.9290,1192.9467,1927.2881,981.5357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112.0000,3.0000,1475.1851,1282.9418,1923.9270,1072.9795,1286.7975,76.4415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113.0000,3.0000,1474.6823,1373.3181,1920.6301,1165.1493,1287.9228,168.7467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114.0000,3.0000,1474.2835,1462.2971,1917.4769,1256.1181,1288.7927,260.0057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115.0000,3.0000,1473.4171,1552.1380,1913.9955,1348.1480,1289.9437,352.7106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116.0000,3.0000,1472.8139,1640.9314,1910.2923,1438.4269,1290.8605,443.9682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117.0000,2.0000,1906.7015,1529.2173,1291.8133,536.3021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118.0000,2.0000,1902.4006,1618.4549,1292.5412,627.5342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119.0000,2.0000,1293.3890,720.1228,820.5986,96.1407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120.0000,2.0000,1294.0284,811.8981,818.3369,187.3505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121.0000,2.0000,1294.9215,904.4440,816.1003,279.3214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122.0000,2.0000,1295.7567,996.2062,814.1080,370.9404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123.0000,2.0000,1296.4417,1088.6247,811.8091,462.8889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
