FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y
13.0000,2.0000,1193.8429,1644.5022,599.3970,189.2137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,1.0000,598.9195,282.0564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,1.0000,598.4617,374.4745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,3.0000,598.1813,467.8442,1787.5085,61.1096,1371.9434,60.8640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,3.0000,598.0312,560.4360,1786.3263,150.5820,1369.3369,150.0663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,4.0000,597.6571,653.4869,1785.0463,241.1152,1366.6150,240.2295,708.8041,100.7668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,4.0000,597.6353,745.7165,1783.8611,330.7880,1363.9161,329.9075,708.4233,193.7973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,4.0000,597.7319,839.1063,1782.6315,421.6519,1360.9925,421.2378,708.1109,288.4109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,4.0000,597.6324,931.0586,1358.1532,511.2292,1781.3432,511.3632,707.4914,381.6519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,4.0000,597.9718,1023.7094,1779.9872,602.1100,1355.4017,602.1539,707.3166,475.6583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,4.0000,598.1709,1115.2885,1778.7759,691.7129,1352.8781,691.6816,706.7647,568.6246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,4.0000,598.3833,1207.7353,1777.3292,782.7202,1350.1521,782.8304,706.3956,663.0603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,4.0000,598.4964,1298.4990,1775.8956,871.7767,1347.7218,871.8813,706.0052,755.5599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,4.0000,598.6028,1389.7024,1774.2676,961.6364,1345.1624,962.0809,705.2963,848.9672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,4.0000,599.0116,1479.9766,1772.7400,1050.5248,1342.7445,1050.7844,704.8489,941.4604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,5.0000,599.0137,1571.4044,1770.7136,1140.6784,1340.4186,1140.7027,704.4752,1035.2145,1221.6048,35.2418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,5.0000,599.1712,1661.2091,1768.7936,1229.1411,1337.7995,1229.4978,704.2151,1127.1462,1222.9494,126.2362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,4.0000,1766.6186,1318.1494,1335.3268,1318.4576,704.0113,1219.5524,1224.6535,218.2924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,4.0000,1764.6294,1406.5666,1332.9126,1407.3302,703.9519,1311.3006,1226.1989,309.9737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,4.0000,1762.7592,1495.7381,1330.2363,1496.9381,703.8866,1403.9589,1227.7660,402.4868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,4.0000,1327.3469,1585.6617,1761.0746,1583.5253,703.8444,1495.4671,1229.4970,493.9169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,2.0000,703.8142,1588.0992,1231.1021,586.2295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,1.0000,1232.7459,678.3294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,1.0000,1234.5312,770.6648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,1.0000,1236.3268,862.7931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,2.0000,1238.3770,954.4119,698.7782,96.5855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,2.0000,1240.2796,1046.3687,694.5590,187.3042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,2.0000,1242.1889,1137.8751,690.2925,278.0660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,2.0000,1244.2357,1229.1808,686.3353,368.6309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,2.0000,1246.1299,1319.6773,682.4809,458.8654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,2.0000,1247.5441,1411.4647,678.5187,549.8942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,2.0000,1249.0688,1502.1131,674.8068,640.2975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,2.0000,1250.6964,1593.0024,670.6680,731.1039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,1.0000,666.8042,821.2306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,1.0000,663.2403,912.4275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,1.0000,659.3118,1002.2416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,1.0000,655.4019,1093.0622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,1.0000,651.7934,1182.6760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,2.0000,648.1767,1273.2376,1225.7125,62.0776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,2.0000,644.4006,1362.0015,1222.2948,152.7099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,2.0000,640.6888,1451.6289,1219.1514,244.7420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,2.0000,637.1839,1539.7511,1215.6394,335.3791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,2.0000,633.6158,1629.4279,1212.2349,427.5409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,2.0000,1209.0015,517.9979,1736.0346,77.9043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,4.0000,1205.8365,609.7574,1735.0741,169.7215,1873.9413,107.0796,934.5251,70.2743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,4.0000,1202.6149,700.6534,1734.1402,260.4081,1872.5482,199.2567,939.8762,159.7018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,4.0000,1199.5143,792.6273,1732.9979,352.1892,1871.0037,292.6367,945.2396,250.2206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,4.0000,1196.5162,883.5927,1732.0372,442.9863,1869.5584,385.2718,950.2887,340.0009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.0000,4.0000,1193.5974,975.3263,1731.1276,534.4216,1867.6991,478.4706,955.5506,430.2796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62.0000,4.0000,1190.5972,1066.6273,1730.0487,625.5389,1865.8438,571.2244,960.3914,519.8780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,4.0000,1187.6657,1158.4158,1728.4452,717.3863,1863.7785,664.4434,965.2068,609.8211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,4.0000,1184.7158,1249.2157,1727.1733,808.3797,1861.4636,757.1387,970.0063,699.3247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,5.0000,1181.9475,1340.4152,1725.7152,899.5167,1859.0191,849.9041,974.9969,789.1160,681.4414,68.8936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,5.0000,1178.9520,1430.6410,1724.1684,990.5533,1856.5661,942.6374,979.8253,878.7062,679.8777,161.4014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,5.0000,1176.0664,1520.8400,1722.7056,1081.6005,1854.2475,1035.3748,984.7588,968.1351,678.1877,254.1001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,6.0000,1173.2350,1610.4629,1720.9657,1172.0811,1851.6798,1128.0738,989.8569,1057.4892,676.9156,346.5153,1130.9456,43.1927,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,5.0000,1719.3433,1261.9746,1849.1641,1219.6392,995.2703,1146.3586,675.3448,438.6767,1129.7840,137.0617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,5.0000,1717.5747,1351.9969,1846.4998,1311.8041,1000.7486,1235.5540,673.8977,531.3471,1128.3077,231.2646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,5.0000,1715.8294,1441.9047,1843.9108,1403.2458,1006.2431,1324.2439,672.4585,623.5396,1127.0141,325.3053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,5.0000,1714.1542,1531.8218,1841.2207,1495.0913,1011.9925,1412.8705,671.1029,716.3993,1125.7459,419.3608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73.0000,5.0000,1712.0717,1620.7902,1838.3276,1586.1375,1017.9224,1500.7473,670.0306,808.7700,1124.7147,512.7458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.0000,3.0000,1024.2966,1589.6375,668.9825,901.6797,1123.4161,607.0986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75.0000,2.0000,667.9696,993.4222,1122.2327,700.7048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76.0000,2.0000,666.8941,1085.6206,1121.0676,795.2648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77.0000,3.0000,666.0564,1177.0725,1119.9164,888.7202,1278.6548,92.0664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78.0000,3.0000,664.9416,1269.8379,1118.7772,983.2655,1276.9420,184.5883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0000,3.0000,663.9210,1361.1066,1117.9476,1076.0559,1275.4624,275.9467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.0000,3.0000,662.9827,1453.1505,1116.9783,1169.9985,1273.8597,368.1923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81.0000,3.0000,661.9633,1543.8405,1116.0287,1262.5345,1272.4171,459.4571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82.0000,3.0000,661.4638,1635.6260,1115.0278,1356.2961,1270.8917,552.1073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.0000,2.0000,1114.2746,1448.5579,1269.3452,643.3292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84.0000,3.0000,1113.1512,1541.2446,1267.9790,735.1477,1726.1989,38.5951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85.0000,3.0000,1112.1531,1633.2216,1266.5152,826.3359,1725.0422,128.3323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0000,2.0000,1264.9149,918.6279,1723.6887,218.6453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.0000,2.0000,1263.3716,1009.8067,1722.3426,307.8475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.0000,3.0000,1261.8305,1101.3948,1721.1020,398.2138,1421.6705,64.8086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.0000,3.0000,1260.5159,1192.6105,1719.9693,488.5473,1424.0895,157.1755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.0000,4.0000,1258.8177,1283.8064,1718.7646,578.9066,1426.5177,250.1830,1270.2994,106.2168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.0000,4.0000,1257.3670,1374.4153,1716.9844,669.1152,1429.1119,343.0318,1272.9679,195.8111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.0000,5.0000,1255.9567,1465.0810,1714.9767,759.8056,1431.7633,436.1343,1275.8559,285.5402,609.4530,104.2814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.0000,5.0000,1254.3915,1555.9020,1712.9234,850.7709,1434.1936,529.3093,1278.7143,375.3896,608.5576,196.5783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.0000,5.0000,1252.6483,1646.6531,1711.0636,940.8850,1436.6619,622.2009,1281.2320,464.8202,607.5500,288.0066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95.0000,5.0000,1709.5447,1030.9276,1439.0783,715.1367,1283.6642,554.2816,606.8458,379.6969,856.0713,61.0069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96.0000,6.0000,1707.9057,1120.3143,1441.5701,807.7523,1286.3402,643.2379,606.4388,470.7304,855.4633,153.4388,407.8568,75.8525,NaN,NaN,NaN,NaN,NaN,NaN
97.0000,6.0000,1706.8100,1210.2643,1443.7957,900.5641,1288.5786,732.1424,605.8566,562.5130,855.0438,246.6434,402.8732,166.7280,NaN,NaN,NaN,NaN,NaN,NaN
98.0000,6.0000,1704.9464,1300.0797,1445.8311,992.8199,1290.5894,820.5702,604.9610,653.6169,854.6266,339.4824,397.6147,256.9675,NaN,NaN,NaN,NaN,NaN,NaN
99.0000,6.0000,1702.9894,1390.2115,1447.9517,1085.3596,1292.6793,909.4349,604.1414,744.8152,854.2534,432.7342,392.4972,347.5223,NaN,NaN,NaN,NaN,NaN,NaN
100.0000,6.0000,1701.0547,1479.5708,1450.2425,1177.1153,1294.6866,997.6464,603.6114,835.5012,853.9877,525.0437,387.8156,437.6093,NaN,NaN,NaN,NaN,NaN,NaN
101.0000,6.0000,1698.8884,1569.3768,1452.1901,1269.5677,1296.6375,1086.9877,602.9422,927.3938,853.7200,618.4521,383.2514,528.9385,NaN,NaN,NaN,NaN,NaN,NaN
102.0000,6.0000,1696.8943,1657.7830,1454.3476,1360.8183,1298.6180,1174.7889,602.4109,1018.1866,853.3561,710.3610,378.5585,618.9793,NaN,NaN,NaN,NaN,NaN,NaN
103.0000,5.0000,1456.2581,1452.4649,1300.5688,1263.5760,601.8448,1109.4410,853.2407,803.6627,373.8760,709.7504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104.0000,5.0000,1458.1912,1542.9414,1302.6844,1350.9155,601.3977,1199.9316,853.1770,896.1763,369.1242,799.9978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105.0000,6.0000,1460.0961,1634.8843,1304.4002,1439.3289,600.8538,1291.2519,852.9883,989.4991,364.3027,890.8699,1421.5883,54.6350,NaN,NaN,NaN,NaN,NaN,NaN
106.0000,5.0000,1306.2321,1526.4094,600.3704,1380.9473,852.7669,1081.4463,360.0009,980.3137,1425.3841,146.5290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107.0000,5.0000,1307.8804,1614.6450,599.9721,1471.6356,852.5796,1174.6157,355.6432,1070.7464,1429.4836,239.7170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108.0000,4.0000,599.9449,1561.2211,852.6167,1266.0221,351.4081,1159.9762,1433.6769,331.7807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109.0000,4.0000,599.9229,1651.8505,852.5703,1358.7291,346.8523,1250.5150,1437.8526,424.8178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110.0000,3.0000,852.0850,1449.6851,341.9199,1339.6945,1441.7186,516.0763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
111.0000,3.0000,851.8843,1541.5615,337.6875,1429.5328,1445.9746,608.4539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112.0000,3.0000,851.9136,1632.4937,333.2546,1518.0629,1450.1736,700.2521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113.0000,2.0000,329.4288,1607.1417,1454.4580,792.8917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114.0000,1.0000,1458.7405,884.3524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115.0000,2.0000,1463.0621,976.3952,1702.1523,68.7829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116.0000,2.0000,1467.4048,1067.9509,1703.0606,160.4139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117.0000,4.0000,1471.8263,1159.5390,1703.7566,252.3704,1101.5316,118.7013,442.7798,47.9411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118.0000,4.0000,1476.1200,1250.9069,1704.3295,344.6597,1101.2975,210.6837,440.7314,139.6580,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119.0000,4.0000,1479.9843,1342.0060,1704.6856,437.2517,1101.1166,302.9900,438.8958,232.0399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120.0000,4.0000,1483.9382,1433.4655,1705.2099,529.9131,1100.9916,395.2205,437.1027,324.5126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121.0000,4.0000,1487.8346,1524.2720,1705.8005,621.9972,1100.7588,487.0259,435.4592,416.6473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122.0000,4.0000,1491.6527,1615.0123,1706.3456,714.3430,1100.2453,579.4077,433.8805,508.5985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123.0000,3.0000,1706.8288,806.5240,1099.9263,671.9371,432.4728,600.4626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
124.0000,3.0000,1707.3853,898.7827,1099.8334,764.4013,431.1860,692.6936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
125.0000,3.0000,1707.9426,990.3508,1099.3972,856.1033,430.0552,784.1220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
126.0000,3.0000,1708.3257,1082.5420,1099.0251,948.1063,429.0271,876.2079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127.0000,3.0000,1708.7641,1173.8261,1098.9125,1039.3845,428.2411,967.3593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
128.0000,3.0000,1709.1555,1266.0313,1098.6653,1131.4746,427.1412,1059.2104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129.0000,4.0000,1709.3769,1356.9141,1098.6372,1222.5646,426.2269,1150.0504,1369.3897,124.1035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130.0000,5.0000,1709.4404,1447.7345,1098.4731,1313.9688,425.0476,1241.1765,1367.6816,215.6659,700.6459,42.2448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131.0000,5.0000,1709.2207,1537.3067,1098.3835,1404.3683,424.2301,1331.5098,1366.0725,306.5662,699.9904,131.1805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132.0000,5.0000,1709.1096,1628.2548,1098.3899,1496.3339,423.1467,1423.1934,1364.3406,398.8131,699.0060,221.7371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133.0000,4.0000,1098.4369,1586.5525,422.2536,1513.1505,1362.5199,489.6337,698.4907,311.0760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
134.0000,3.0000,421.4947,1603.4314,1360.8771,581.4755,697.8636,401.8110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135.0000,2.0000,1359.0428,672.6021,697.3989,491.7123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136.0000,2.0000,1357.2233,764.6894,696.7548,582.0612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137.0000,2.0000,1355.5361,855.2940,696.3049,671.5590,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138.0000,2.0000,1353.8054,946.9453,695.9891,761.6785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
139.0000,2.0000,1352.1796,1037.7209,695.7303,851.4349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140.0000,2.0000,1350.3980,1129.0330,694.9316,941.8194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141.0000,2.0000,1348.5879,1219.3861,694.2851,1031.1840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142.0000,2.0000,1346.7418,1310.0552,693.8753,1121.1191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143.0000,3.0000,1345.1494,1400.0176,693.4342,1210.6779,1107.9977,35.9047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144.0000,3.0000,1343.3695,1490.4202,692.7461,1300.1960,1110.9257,127.5913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
145.0000,4.0000,1341.4229,1580.0142,692.0000,1389.2537,1113.6412,218.9507,478.8750,89.4961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
146.0000,5.0000,691.6283,1477.6356,1116.6055,310.2714,477.5769,181.2459,1519.7191,101.6104,1284.2366,37.4484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
