FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y
0.0000,1.0000,1301.9108,946.1262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0000,1.0000,1302.4867,1038.7082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0000,1.0000,1302.9518,1131.1537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0000,1.0000,1303.3059,1223.5069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0000,1.0000,1303.6306,1315.4106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.0000,1.0000,1304.2899,1406.6960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.0000,1.0000,1304.7966,1498.5466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0000,2.0000,1305.0874,1589.5228,881.4353,95.1593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0000,1.0000,882.8664,186.4692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0000,1.0000,884.5910,277.4639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0000,1.0000,886.0046,369.2226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,1.0000,887.6021,459.8785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,2.0000,889.1668,551.0336,837.6951,53.8666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,2.0000,890.9172,641.0083,832.9845,144.8513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,2.0000,892.5956,732.5179,828.0820,237.5079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,2.0000,894.0832,822.4440,823.0959,328.4196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,2.0000,895.6803,913.2636,818.2309,419.9412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,2.0000,897.2100,1002.9405,813.3812,511.5497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,2.0000,898.6192,1094.0602,808.4965,604.4615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,2.0000,900.1423,1183.0880,803.7464,695.8104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,2.0000,901.6183,1273.6918,799.1067,788.0421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,2.0000,903.1892,1363.2180,794.8116,878.9480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,2.0000,904.3927,1453.2251,790.4935,970.8862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,2.0000,905.6799,1541.8749,786.0715,1061.9828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,2.0000,907.0903,1631.1538,781.6921,1153.8366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,2.0000,777.4657,1244.8595,1020.2370,87.7923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,2.0000,773.4989,1336.0172,1022.9889,180.6367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,2.0000,769.5396,1426.5109,1025.9557,272.6233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,2.0000,765.9292,1516.6989,1029.0703,364.9245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,2.0000,762.3855,1606.7363,1032.3709,457.1841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,1.0000,1035.6337,549.6865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,1.0000,1038.6616,641.6922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,1.0000,1041.8828,733.7229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,1.0000,1045.1103,826.2208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,1.0000,1048.1338,918.1262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,1.0000,1051.2728,1010.4710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,2.0000,1054.5306,1102.2345,561.9938,91.8468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,2.0000,1057.8286,1194.6770,559.7762,185.2405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,2.0000,1061.2235,1285.7509,557.4933,277.6414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,2.0000,1064.5771,1377.7171,555.3753,371.1934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,2.0000,1068.1080,1468.5105,553.4510,463.8150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,2.0000,1071.6501,1559.9984,551.5581,557.3705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,2.0000,1075.2361,1649.9093,549.7277,649.9857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,1.0000,548.2277,743.9459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,2.0000,546.8927,836.7321,1445.1055,101.4273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,3.0000,545.3789,930.6073,1441.6483,192.7382,1590.8505,42.5132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,3.0000,543.9162,1023.0603,1438.4311,282.6838,1592.8295,135.6045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,3.0000,542.4298,1116.1756,1435.1166,373.8545,1594.8020,229.5278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,3.0000,541.1344,1207.9162,1431.8811,463.9497,1596.8305,322.4501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,3.0000,539.6521,1300.3939,1428.1366,555.1071,1598.6511,416.4004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,3.0000,538.1424,1391.5380,1424.6109,644.8804,1600.6367,509.2218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,3.0000,536.5519,1483.1563,1421.1034,735.5202,1602.5716,603.0342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,3.0000,535.1955,1574.1362,1417.7028,825.6807,1604.6858,696.0678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,3.0000,534.1884,1665.0257,1414.3444,915.9441,1606.5900,789.3433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,3.0000,1411.2385,1005.6958,1608.5499,881.8906,908.3571,66.1166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,3.0000,1408.1468,1095.9136,1610.4533,975.0340,909.8828,157.0185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,3.0000,1404.9257,1185.7212,1612.5401,1068.1644,911.3127,248.1647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,3.0000,1401.9519,1275.3928,1614.5517,1161.3357,912.8356,339.5393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,4.0000,1399.2149,1365.2782,1616.3938,1254.2509,914.2228,430.7008,1241.3449,76.6430,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,4.0000,1396.4572,1454.4766,1618.3476,1346.7289,915.4315,521.9051,1243.6644,167.8228,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,5.0000,1393.6336,1544.1114,1620.2799,1439.3554,916.6999,613.4308,1245.8676,259.6564,537.9311,75.8163,NaN,NaN,NaN,NaN
61.0000,5.0000,1390.8700,1633.0806,1622.2607,1531.0254,918.1325,704.0135,1247.9284,350.8384,534.5265,161.1463,NaN,NaN,NaN,NaN
62.0000,4.0000,1624.0971,1622.9784,919.6448,794.3709,1250.1747,442.9464,530.8975,246.6968,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,3.0000,921.3876,884.2494,1252.4816,533.9766,527.5373,331.8863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,3.0000,923.0766,974.9103,1254.7567,625.7988,524.4455,417.3332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,3.0000,924.7456,1064.7150,1257.1157,716.7164,520.9716,502.2077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,4.0000,926.4053,1155.1367,1259.3204,808.5330,517.6795,588.2015,842.5687,107.1406,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,4.0000,928.3008,1244.7133,1262.1081,898.8920,514.6675,673.7821,840.5857,199.1373,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,4.0000,929.9489,1335.1720,1264.4108,990.7392,511.6845,760.0587,838.4811,292.5101,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,4.0000,931.4258,1424.2446,1266.7874,1081.0406,508.8151,844.4418,836.2653,384.6694,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,4.0000,933.1759,1514.1370,1269.4899,1172.1863,506.5009,929.7846,834.4812,477.7123,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,4.0000,935.1142,1602.9580,1272.2456,1262.1471,503.8339,1014.4800,832.6475,569.8589,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,3.0000,1274.6793,1353.0639,501.0639,1100.1594,830.7354,663.3903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73.0000,3.0000,1277.4033,1442.3320,498.4725,1184.8267,828.8208,755.6399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.0000,3.0000,1280.0232,1531.9445,495.7655,1270.2030,827.0686,848.6123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75.0000,3.0000,1282.6367,1620.7806,493.1919,1354.7742,825.4094,940.6931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76.0000,2.0000,491.0925,1440.3174,823.7917,1033.5070,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77.0000,2.0000,489.0739,1524.1603,822.0261,1125.2192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78.0000,2.0000,487.3952,1608.7541,820.4934,1217.5717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0000,1.0000,819.1659,1309.1109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.0000,1.0000,817.5341,1400.9058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81.0000,1.0000,816.0055,1491.9711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82.0000,1.0000,814.9026,1583.1388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.0000,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.0000,1.0000,790.0660,91.7991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.0000,1.0000,787.5874,182.5561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95.0000,1.0000,785.1609,274.8610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96.0000,1.0000,783.1903,365.6919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97.0000,1.0000,781.0784,457.2876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98.0000,1.0000,778.8828,548.2321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99.0000,1.0000,776.8378,640.7280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100.0000,1.0000,774.9840,731.6603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101.0000,1.0000,772.9602,823.7781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102.0000,1.0000,771.1732,914.5501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103.0000,1.0000,769.4234,1006.5666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104.0000,1.0000,767.5462,1096.9061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105.0000,1.0000,765.9003,1188.0616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106.0000,1.0000,764.2154,1278.4373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107.0000,1.0000,762.5428,1369.1796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108.0000,1.0000,760.6638,1459.2259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109.0000,1.0000,759.1203,1549.3917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110.0000,1.0000,757.5603,1639.1188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
111.0000,1.0000,1591.4356,40.8664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112.0000,1.0000,1592.2444,132.0418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
