Expert names,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3,ME weighting
MLP_16_16_16,0.0,0.23243909375296237,0.21082567067968527,0.14314153000284388
LSTM_1024_16,0.23243909375296237,0.0,0.20058773343444877,0.20741302493127312
KF_CA_sw18E3,0.21082567067968527,0.20058773343444877,0.0,0.12456156981704428
ME weighting,0.14314153000284388,0.20741302493127312,0.12456156981704428,0.0
