Expert names,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3,ME weighting
MLP_16_16_16,0.0,0.21850412361361266,0.20257844345435586,0.1397288842544317
LSTM_1024_16,0.21850412361361266,0.0,0.1762652705061082,0.16487991357101306
KF_CA_sw18E3,0.20257844345435586,0.1762652705061082,0.0,0.09133216986620128
ME weighting,0.1397288842544317,0.16487991357101306,0.09133216986620128,0.0
