Expert names,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3,SMAPE Weighting Ensemble
MLP_16_16_16,0.22295952222959523,0.05346478339179069,0.10408569532657123,0.1361266470755522
LSTM_1024_16,0.05346478339179069,0.11640913830694853,0.05592947198786615,0.0756469807564698
KF_CA_sw18E3,0.10408569532657123,0.05592947198786615,0.19603753910323254,0.12588870983031566
SMAPE Weighting Ensemble,0.1361266470755522,0.0756469807564698,0.12588870983031566,0.19234050620911936
