Expert names,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3,SMAPE Weighting Ensemble
MLP_16_16_16,0.0,0.23243909375296237,0.21082567067968527,0.1430467342876102
LSTM_1024_16,0.23243909375296237,0.0,0.20058773343444877,0.15745568300312826
KF_CA_sw18E3,0.21082567067968527,0.20058773343444877,0.0,0.13660062565172054
SMAPE Weighting Ensemble,0.1430467342876102,0.15745568300312826,0.13660062565172054,0.0
