nan,nan,nan,nan,nan,nan,nan,2.604018945824778677e-04,1.783935293541029756e-04,1.133097843414395978e-04,1.062689608389943123e-04,9.741389862564257742e-05,9.444096481570902590e-05,9.725214686098460580e-05,9.532142305776288471e-05
nan,nan,nan,nan,nan,nan,nan,2.488856796688625455e-04,1.678029209553014579e-04,1.091319979820745662e-04,1.011662990480632224e-04,9.343152899963163638e-05,9.694933518709575380e-05,9.817595027554922298e-05,9.464790771746059417e-05
nan,nan,nan,nan,nan,nan,nan,nan,4.450621035590176188e-04,1.718886685991825338e-04,1.421752814425066155e-04,1.125709046261126405e-04,8.810585622937322124e-05,1.092984672706257530e-04,1.166377715103627182e-04
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
