x,y
-3.0,13.5
-2.99,13.232689015000005
-2.9800000000000004,12.970712239999997
-2.9700000000000006,12.714004215000017
-2.960000000000001,12.462499840000035
-2.950000000000001,12.216134374999996
-2.9400000000000013,11.97484344000003
-2.9300000000000015,11.73856301500004
-2.9200000000000017,11.50722944000006
-2.910000000000002,11.280779415000055
-2.900000000000002,11.059150000000074
-2.8900000000000023,10.842278615000055
-2.8800000000000026,10.63010304000008
-2.8700000000000028,10.422561415000075
-2.860000000000003,10.219592240000068
-2.850000000000003,10.021134375000045
-2.8400000000000034,9.827127040000065
-2.8300000000000036,9.637509815000072
-2.820000000000004,9.452222640000073
-2.810000000000004,9.271205815000073
-2.8000000000000043,9.094400000000078
-2.7900000000000045,8.921746215000084
-2.7800000000000047,8.753185840000071
-2.770000000000005,8.588660615000066
-2.760000000000005,8.428112640000066
-2.7500000000000053,8.271484375000071
-2.7400000000000055,8.118718640000068
-2.7300000000000058,7.969758615000089
-2.720000000000006,7.824547840000093
-2.710000000000006,7.683030215000102
-2.7000000000000064,7.545150000000106
-2.6900000000000066,7.4108518150001
-2.680000000000007,7.2800806400000795
-2.670000000000007,7.152781815000111
-2.6600000000000072,7.028901040000093
-2.6500000000000075,6.908384375000082
-2.6400000000000077,6.791178240000093
-2.630000000000008,6.677229415000092
-2.620000000000008,6.566485040000089
-2.6100000000000083,6.458892615000096
-2.6000000000000085,6.3544000000000835
-2.5900000000000087,6.252955415000095
-2.580000000000009,6.1545074400000885
-2.570000000000009,6.059005015000096
-2.5600000000000094,5.966397440000087
-2.5500000000000096,5.876634375000087
-2.54000000000001,5.789665840000083
-2.53000000000001,5.705442215000097
-2.5200000000000102,5.623914240000076
-2.5100000000000104,5.545033015000065
-2.5000000000000107,5.468750000000078
-2.490000000000011,5.395017015000079
-2.480000000000011,5.323786240000075
-2.4700000000000113,5.255010215000077
-2.4600000000000115,5.188641840000074
-2.4500000000000117,5.124634375000063
-2.440000000000012,5.062941440000081
-2.430000000000012,5.003517015000064
-2.4200000000000124,4.946315440000063
-2.4100000000000126,4.891291415000069
-2.400000000000013,4.838400000000064
-2.390000000000013,4.787596615000062
-2.380000000000013,4.738837040000057
-2.3700000000000134,4.692077415000057
-2.3600000000000136,4.647274240000058
-2.350000000000014,4.604384375000052
-2.340000000000014,4.563365040000058
-2.3300000000000143,4.524173815000061
-2.3200000000000145,4.486768640000065
-2.3100000000000147,4.451107815000036
-2.300000000000015,4.417150000000049
-2.290000000000015,4.384854215000054
-2.2800000000000153,4.354179840000043
-2.2700000000000156,4.325086615000053
-2.2600000000000158,4.297534640000038
-2.250000000000016,4.2714843750000355
-2.240000000000016,4.246896640000045
-2.2300000000000164,4.223732615000024
-2.2200000000000166,4.201953840000044
-2.210000000000017,4.181522215000037
-2.200000000000017,4.162400000000034
-2.1900000000000173,4.144549815000026
-2.1800000000000175,4.127934640000042
-2.1700000000000177,4.112517815000025
-2.160000000000018,4.0982630400000275
-2.150000000000018,4.085134375000024
-2.1400000000000183,4.0730962400000195
-2.1300000000000185,4.062113415000034
-2.1200000000000188,4.0521510400000125
-2.110000000000019,4.043174615000005
-2.100000000000019,4.035150000000023
-2.0900000000000194,4.028043415000013
-2.0800000000000196,4.021821440000004
-2.07000000000002,4.016451015000001
-2.06000000000002,4.011899440000008
-2.0500000000000203,4.008134375000012
-2.0400000000000205,4.00512384000001
-2.0300000000000207,4.002836214999995
-2.020000000000021,4.001240240000001
-2.010000000000021,4.000305015000002
-2.0000000000000213,4.0
-1.9900000000000215,4.000295014999999
-1.9800000000000217,4.001160239999994
-1.970000000000022,4.0025662149999945
-1.9600000000000222,4.004483839999995
-1.9500000000000224,4.0068843749999985
-1.9400000000000226,4.00973943999999
-1.9300000000000228,4.0130210149999925
-1.920000000000023,4.016701439999991
-1.9100000000000232,4.020753414999991
-1.9000000000000234,4.025149999999989
-1.8900000000000237,4.029864614999994
-1.8800000000000239,4.034871039999995
-1.870000000000024,4.040143414999992
-1.8600000000000243,4.045656239999989
