LSTM_1024_16,LSTM_16_16,MLP_16_16_16,KF_CV_sw18,KF_CA_sw18E3
0.00025465647384809165,0.00042563281131535735,--,0.00014540802130469377,0.00014081977704608756
0.00047899688227485623,0.000820559376876185,0.00027917415513686525,0.0002501093145959206,0.00025669162111872056
0.0,0.0,0.0,0.0,0.0
0.0011917984182835406,0.002048903043148989,0.0006827977321315348,0.0005894413468260362,0.0006292209203249896
3.801540253117741e-06,7.52909943979585e-06,1.2067985208086274e-05,7.146932379353821e-06,2.876619094260846e-06
