nan,nan,nan,nan,nan,nan,nan,2.187879370147995366e-04,1.728969440761733765e-04,1.400829994250771260e-04,1.057294747579348460e-04,1.066800579037049718e-04,1.019236693554775863e-04,1.011592383896421448e-04,1.033486831257489754e-04
nan,nan,nan,nan,nan,nan,nan,2.260800521621745944e-04,1.870272973035299767e-04,1.434680935991205900e-04,1.029903345660669096e-04,9.953019250323372181e-05,1.005602181124736654e-04,9.964014618342661187e-05,1.047775037690175121e-04
nan,nan,nan,nan,nan,nan,nan,2.061849688507048396e-04,1.975595268317516555e-04,1.378008946909404630e-04,8.842076558878659101e-05,8.403827645977671309e-05,9.170547809379522906e-05,1.104026262496908626e-04,8.330673832100736432e-05
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
