Expert names,MLP_16_16_16,LSTM_1024_16,KF_CA_sw18E3,ME weighting
MLP_16_16_16,0.9999999999999999,0.44506976773934476,0.41015748181186684,0.5960952110295802
LSTM_1024_16,0.44506976773934476,1.0,0.26500991525248124,0.557209678455866
KF_CA_sw18E3,0.41015748181186684,0.26500991525248124,1.0,0.877075201854488
ME weighting,0.5960952110295802,0.557209678455866,0.877075201854488,1.0
