FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y
935.0000,10.0000,713.3883,1623.5321,1639.4938,1613.9449,305.1606,1469.8805,1531.9666,1393.4667,703.0665,1274.2892,1281.1019,1114.8576,1329.0292,882.1969,929.8987,875.9607,1788.1762,318.2114,223.0382,189.5701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
936.0000,8.0000,307.6357,1549.0358,1532.0111,1471.2169,703.3918,1354.7852,1281.7301,1195.1120,1331.6547,962.4660,930.2364,956.3888,1788.7944,397.5088,221.7742,267.9959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
937.0000,8.0000,316.7933,1612.5694,1533.0764,1548.0788,704.2664,1432.8343,1281.6569,1273.5101,1334.4826,1040.1459,930.5015,1035.3530,1788.8593,476.0507,219.6544,345.9004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
938.0000,8.0000,1532.8519,1625.1030,705.3613,1511.5454,1281.7747,1352.8808,1337.5741,1119.3215,930.7716,1114.9865,1789.7603,555.4867,218.8409,424.9694,1221.7931,103.8028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
939.0000,7.0000,706.1756,1590.4203,1282.1032,1431.4692,1340.5358,1198.0783,931.0484,1194.3402,1789.6563,634.8953,217.7346,503.3865,1225.9671,176.8166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
940.0000,6.0000,1281.6732,1510.5360,1343.8507,1276.9438,931.6722,1274.0403,1790.4889,715.0601,215.9533,582.1118,1230.6336,250.6681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
941.0000,6.0000,1282.3656,1588.5749,1347.5495,1355.2482,932.2484,1353.0206,1790.5158,794.1054,214.9717,661.0797,1235.5849,324.3291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
942.0000,8.0000,1282.6961,1666.1476,1350.8100,1434.5514,932.9678,1432.5917,1790.9978,873.9722,214.3713,740.3470,1239.9774,399.0750,483.6693,130.6174,239.1784,56.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
943.0000,8.0000,933.9341,1510.8061,1353.5099,1512.0523,1791.3858,953.0511,213.9488,818.9779,1243.9505,472.7773,482.3700,209.7015,234.8429,131.7317,1152.4167,152.7229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
944.0000,9.0000,934.1225,1590.8823,1356.5812,1591.4742,1791.3133,1032.3806,213.4272,898.2269,1248.7008,547.4148,480.8591,288.8671,231.1456,207.2715,1153.9657,231.2099,1641.1160,88.8156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
945.0000,7.0000,1791.4302,1110.6807,213.4484,976.7372,1252.4337,621.4762,479.3242,367.9026,227.9523,282.1626,1154.7230,309.6051,1641.4802,167.7554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
946.0000,7.0000,1791.0043,1189.2691,213.8072,1054.9216,1256.4100,695.9572,477.6642,447.2645,224.2822,357.4328,1155.7766,388.7799,1641.8742,246.8638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
947.0000,7.0000,1790.7347,1267.7282,213.4988,1133.7496,1260.4676,770.8535,475.9911,527.0416,1156.4235,467.5184,220.6789,433.0078,1642.5054,325.6851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
948.0000,7.0000,1790.9347,1346.1353,213.2062,1212.4112,1264.6697,845.9724,473.6907,606.0442,1157.1032,547.3045,217.3924,508.5737,1643.1529,404.4782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
949.0000,8.0000,1791.4216,1424.5589,212.9376,1290.7176,1268.2926,920.2864,472.4562,685.6951,1157.4090,626.1019,213.8256,583.9969,1643.8904,482.3321,1135.6203,118.8251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
950.0000,8.0000,1789.5652,1502.1387,212.2947,1368.3954,1272.1944,995.5896,470.7723,764.3719,1157.7493,705.6362,210.6666,659.5965,1645.3201,560.5842,1136.4244,195.0510,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
951.0000,9.0000,1789.5468,1580.2411,211.8835,1447.1858,1275.4014,1071.7202,469.1510,844.5780,1157.8054,785.9446,207.1588,736.4761,1646.2079,640.1427,1138.2261,272.5994,1049.2882,139.2831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
952.0000,9.0000,1789.5193,1657.1437,210.6136,1526.3423,1279.4997,1146.9242,468.0473,924.4536,1158.1070,865.8330,204.8052,812.7919,1647.2873,719.2504,1139.8994,349.7592,1049.0113,218.6910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
953.0000,8.0000,209.9689,1604.0815,1283.1856,1222.6076,466.8872,1004.6631,1158.4420,946.5029,201.7090,889.1933,1647.8702,799.1210,1141.5648,427.6468,1049.2044,298.6472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
954.0000,7.0000,1286.9918,1297.2978,465.9839,1084.3245,1158.6060,1025.3975,199.2460,965.1570,1648.1807,878.6414,1143.3543,504.6140,1049.4980,378.0777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
955.0000,7.0000,1290.4349,1373.0281,464.1535,1164.7752,1158.9035,1106.1266,196.6123,1042.7992,1648.0986,959.2921,1145.4355,582.6891,1049.9246,457.8019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
956.0000,7.0000,1293.7562,1447.8970,462.8404,1244.7824,1159.1213,1186.1915,193.4843,1119.8778,1647.8766,1039.8986,1146.9457,659.9884,1050.3108,538.8240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
957.0000,7.0000,1297.5962,1523.4312,461.3953,1324.7578,1159.4223,1266.9764,191.5339,1197.0879,1647.2798,1120.9965,1149.6308,737.9457,1050.7329,619.0469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
958.0000,8.0000,1301.6151,1597.4031,460.2507,1403.7484,1159.8277,1346.4690,189.0670,1273.7236,1647.1076,1201.1442,1151.3469,814.4714,1051.5234,697.8816,260.6692,64.9814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
959.0000,8.0000,459.1698,1483.7642,1160.0225,1426.3595,186.5315,1350.6182,1646.5020,1281.4184,1152.9649,892.4122,1052.3146,778.0973,257.9984,144.4016,1590.8065,49.8779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
960.0000,8.0000,459.4503,1560.0468,1160.3476,1504.6257,184.4476,1425.7103,1646.0295,1360.2837,1154.6141,969.0612,1053.1810,856.9541,255.3942,222.7519,1591.0015,128.5052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
961.0000,7.0000,1160.7754,1584.3539,183.4702,1498.2994,1645.9817,1439.9762,1155.9122,1047.5979,1053.9016,937.2398,252.7883,302.4744,1591.0203,207.5988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
962.0000,6.0000,180.3044,1570.5889,1645.6093,1517.4842,1156.8776,1125.0684,1055.0235,1015.4998,250.6656,380.5619,1591.8843,285.5481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
963.0000,6.0000,1646.3277,1596.7918,1157.4595,1204.2638,1055.7518,1095.7641,249.0056,460.3729,1592.3299,364.4888,2122.6683,86.5104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
964.0000,5.0000,1157.5679,1282.5358,1056.5724,1174.1788,247.5563,538.8017,1593.1630,442.4403,2119.0159,165.0209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
965.0000,5.0000,1158.4029,1362.3340,1057.7295,1254.6848,246.5843,618.6460,1594.0255,521.3135,2114.9310,244.1114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
966.0000,6.0000,1158.5886,1440.3204,1059.6162,1332.9853,245.9779,698.0339,1594.4007,599.7399,2109.9538,322.6751,380.2877,121.6490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
967.0000,8.0000,1158.6817,1520.1716,1061.1903,1412.3316,245.8371,778.0593,1595.0558,679.9691,2104.8117,402.6012,375.9498,203.4967,947.4281,120.4235,1713.9368,94.3589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
968.0000,8.0000,1158.5185,1598.8930,1062.7893,1491.3080,245.7731,856.7259,1595.2512,758.9667,2098.9420,481.5512,371.5933,284.6722,947.7901,198.1686,1711.4406,172.1789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
969.0000,7.0000,1064.4718,1571.0727,245.8396,936.4363,1595.6370,839.6179,2093.3885,561.3707,367.6323,366.0233,948.3148,276.8682,1708.9547,251.5924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
970.0000,6.0000,245.5132,1015.3839,1595.4429,919.4972,2087.5315,640.7429,363.9903,447.5053,949.3539,355.6610,1706.2941,330.2831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
971.0000,6.0000,245.6546,1094.6600,1595.4958,1000.0918,2080.9723,721.2319,360.4882,528.6351,949.3623,434.0027,1703.9121,408.7409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
972.0000,6.0000,245.6508,1172.9842,1595.4887,1079.8801,2074.6616,799.4989,356.8759,608.9842,949.7663,512.6483,1701.2807,486.8220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
973.0000,6.0000,246.1162,1250.8949,1595.3045,1159.4850,2067.6419,878.4917,353.6967,689.3081,950.1347,591.1968,1698.7740,564.9166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
974.0000,6.0000,247.2027,1329.2566,1595.3362,1238.3476,2060.7128,957.0879,350.5335,769.4477,950.7992,669.8607,1696.4421,643.3264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
975.0000,7.0000,248.3153,1408.2027,1595.3344,1317.1601,2053.9417,1036.9540,347.6576,850.7937,951.0025,749.0076,1694.5730,722.0747,653.2463,95.1752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
976.0000,7.0000,250.0987,1484.1937,1595.7198,1395.0664,2047.2514,1115.4606,345.1597,931.3471,951.5141,827.6628,1692.8379,800.3569,652.1306,174.4689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
977.0000,7.0000,253.4683,1559.8020,1595.7491,1471.9883,2040.4497,1193.8005,342.8128,1011.1599,951.7271,905.8193,1691.1335,878.0834,650.8279,252.9345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
978.0000,6.0000,1595.9805,1549.2816,2033.1147,1272.8623,340.3860,1092.1277,952.1058,985.0506,1689.5234,957.2953,649.7555,332.9721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
979.0000,8.0000,1596.6670,1626.0142,2026.3147,1351.5923,337.9460,1171.7823,952.4663,1063.5946,1687.9436,1036.3263,648.4190,411.5215,1121.1139,133.3702,571.1500,34.6050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
980.0000,7.0000,2019.0420,1430.0589,335.1127,1250.4399,952.2341,1141.3535,1686.3568,1113.6006,647.5218,490.3674,1120.3371,208.2286,571.0828,111.0242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
981.0000,7.0000,2012.1581,1505.8098,332.6342,1329.2411,952.8076,1219.7297,1684.6394,1191.0588,646.3099,569.5672,1118.7327,284.6737,571.4634,187.9117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
982.0000,7.0000,2002.0948,1582.1596,330.0249,1409.2843,953.4340,1298.6574,1682.5982,1269.0746,644.9067,649.4802,1117.0609,361.9751,571.7868,265.6218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
983.0000,7.0000,1993.7161,1634.7703,327.9167,1486.6002,953.7912,1376.4624,1680.8031,1346.8980,643.8934,728.8875,1115.3330,438.5172,571.7170,341.8252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
984.0000,6.0000,326.7184,1565.9867,954.2600,1455.0118,1678.4557,1424.5456,643.2885,809.1975,1113.7475,516.1182,572.4192,419.2667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
985.0000,6.0000,955.5042,1532.8934,1676.5927,1502.4271,643.0772,888.9086,1112.4521,593.4350,572.1893,496.1654,801.9357,134.1920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
986.0000,6.0000,956.2265,1611.8035,1674.3646,1581.9424,642.2408,968.8475,1111.3568,671.8717,572.7722,573.5381,802.4739,213.4284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
987.0000,4.0000,642.1935,1048.6544,1110.0560,749.1683,573.0917,649.9173,802.8332,291.5606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
988.0000,4.0000,641.8830,1129.2634,1108.2593,828.0729,573.5579,727.0132,803.5109,371.3477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
989.0000,6.0000,642.0897,1208.2994,1107.4749,904.8344,574.0483,803.2454,803.9370,450.3016,1564.6651,101.3775,1849.1275,76.9956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
990.0000,6.0000,642.2140,1288.5266,1106.1446,983.5110,574.4928,880.6034,804.6308,529.8777,1567.5245,181.2027,1850.2663,156.2562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
991.0000,7.0000,641.7472,1366.5445,1105.1622,1061.2418,575.7297,956.8380,805.5458,608.5325,1570.2351,259.8697,1851.1753,234.4034,1280.0280,74.1998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
992.0000,7.0000,642.0506,1446.2451,1104.2209,1139.2612,575.9333,1034.1106,806.9972,687.1157,1572.4647,339.7114,1851.4587,313.3662,1280.1737,154.5956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
993.0000,7.0000,642.4162,1524.3989,1102.8885,1216.5208,576.2032,1110.7203,808.2308,765.7469,1574.5291,418.4741,1852.4262,391.0945,1281.9255,233.3987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
994.0000,7.0000,643.4011,1603.4382,1101.9407,1295.2307,577.3348,1188.4877,809.5264,846.2708,1576.7131,499.0075,1852.6554,470.5118,1282.6202,314.1302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
995.0000,6.0000,1100.7675,1371.6157,577.5619,1264.5265,810.9588,924.9442,1578.8308,577.5444,1852.3534,548.7314,1283.1058,393.6854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
996.0000,6.0000,1099.9049,1448.3094,578.7675,1341.2458,812.6124,1004.2055,1580.9092,657.2777,1852.9679,626.9006,1283.9396,473.6842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
997.0000,6.0000,1097.9464,1525.2772,579.7761,1417.6673,813.8473,1083.4013,1583.3294,737.5658,1852.6229,705.9440,1284.8063,553.6313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
998.0000,6.0000,1095.1926,1603.3443,579.7652,1495.0317,815.1535,1163.6197,1585.3966,818.5533,1852.0147,785.3719,1284.7669,634.8217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999.0000,5.0000,581.4841,1569.8274,816.7390,1243.0207,1587.2024,898.4352,1851.3503,863.3423,1285.6005,714.7507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1000.0000,5.0000,582.6996,1645.4407,817.6803,1323.9853,1588.4788,979.7836,1850.0878,942.3375,1285.7466,795.9504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001.0000,4.0000,818.6506,1404.8599,1589.8688,1060.6045,1848.5692,1020.3600,1286.0447,876.7576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1002.0000,4.0000,819.1166,1484.6134,1590.9908,1141.2932,1846.9823,1098.2744,1286.6398,957.4910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1003.0000,6.0000,819.5271,1564.5207,1592.1095,1221.5030,1844.8698,1175.5960,1286.9618,1038.1657,713.3015,120.0528,1297.8373,68.8747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1004.0000,5.0000,1593.6979,1300.8076,1843.7715,1252.0932,1288.3088,1118.0784,712.9076,198.1837,1293.0308,144.6771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1005.0000,5.0000,1594.8053,1379.8944,1842.4885,1328.9776,1288.8736,1198.6329,712.0756,276.3313,1288.7652,220.3378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1006.0000,5.0000,1595.6269,1458.1034,1841.0057,1405.9291,1289.0827,1278.9728,711.3292,354.3551,1284.2899,296.9830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1007.0000,5.0000,1596.0974,1536.5679,1839.7725,1482.1608,1289.5705,1358.3784,710.7602,432.0316,1280.3843,373.2060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.0000,5.0000,1596.1876,1616.0620,1837.0326,1557.3230,1290.3716,1436.4933,710.5138,509.2290,1276.4466,449.0327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
