FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y,MidPoint_20_x,MidPoint_20_y,MidPoint_21_x,MidPoint_21_y,MidPoint_22_x,MidPoint_22_y,MidPoint_23_x,MidPoint_23_y,MidPoint_24_x,MidPoint_24_y,MidPoint_25_x,MidPoint_25_y
596.0000,14.0000,1610.0296,1537.9477,1858.7851,1381.5222,1678.2722,1316.7931,1019.6102,1221.4874,1704.7834,1092.5991,1067.9106,1030.5617,1064.7715,880.9990,1798.3684,733.7711,2078.5277,538.3779,1350.1495,564.4899,1025.9413,486.9366,1853.9443,442.5698,996.9283,331.9946,529.6183,139.1572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597.0000,15.0000,1609.6896,1617.5022,1858.9153,1459.7745,1677.5797,1395.9419,1020.6158,1300.8014,1705.2640,1171.6458,1068.2149,1109.6142,1063.8894,961.2258,1800.2061,809.9809,2079.0384,615.2158,1352.9634,643.4712,1025.8772,565.6340,1854.2951,521.6704,999.0895,410.0393,532.7608,215.0025,1230.0201,87.4869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598.0000,17.0000,1859.1873,1538.2293,1677.8247,1474.9401,1021.3931,1380.1519,1706.0325,1250.7437,1069.1085,1189.1866,1063.0211,1042.3024,1802.2353,886.4338,1355.7041,723.6018,2080.1388,692.0092,1026.2692,644.7165,1855.0518,600.7983,1001.1750,487.9956,536.1312,291.7011,1231.5087,163.6334,159.9413,88.4232,1351.6817,87.4770,112.2039,87.4537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
599.0000,17.0000,1858.9765,1612.7986,1677.6921,1553.3187,1022.1208,1458.0893,1707.2161,1329.2611,1069.4644,1267.5226,1062.0529,1122.4309,1804.2589,962.3056,1358.0886,802.6581,2081.2736,768.4962,1026.7913,723.1663,1855.5622,679.2474,1003.7802,565.2547,538.8453,367.2225,1231.9741,239.2025,1352.1260,165.5907,139.7686,166.1374,1740.2724,40.6819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600.0000,17.0000,1634.4135,1638.0605,1719.8937,1626.1431,1022.9591,1536.6927,1708.4894,1409.4620,1070.1320,1347.3592,1060.4487,1203.1984,1806.2857,1039.3919,1359.7952,882.2610,2082.2606,845.5268,1027.1048,802.2257,1855.8877,758.5294,1006.1322,643.7667,541.9919,444.8812,1232.4937,316.0977,1352.3254,244.2118,139.2793,244.5474,1740.6613,117.2004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601.0000,16.0000,1024.1133,1616.9318,1710.0260,1488.1033,1070.1822,1425.8824,1059.7680,1284.1111,1808.3229,1115.6220,1361.6456,961.8780,2083.2391,921.6286,1026.8666,880.8030,1855.9377,838.5283,1008.4552,721.9400,544.3326,521.5588,1233.2087,392.6018,1352.8222,324.1865,139.4342,323.9574,1741.2057,193.6616,1554.1751,76.2085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
602.0000,16.0000,1711.9385,1568.7526,1071.1460,1505.4120,1058.7291,1365.6458,1810.0553,1192.2643,1363.4457,1042.7001,2084.0689,998.2388,1027.3201,959.7057,1856.3111,918.5948,1010.8571,800.6931,547.6830,599.5654,1234.3438,469.2039,162.7297,405.0123,1353.1950,404.0427,110.5223,402.5303,1741.5502,270.5908,1554.8921,155.8717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603.0000,17.0000,1071.5697,1583.5213,1057.8607,1445.9618,1812.0009,1267.5078,1365.2918,1121.5287,2085.4030,1073.9279,1027.5563,1038.0624,1856.5835,997.3421,1012.9698,878.3694,551.1820,676.2948,1234.7363,545.0562,162.9976,483.8682,1353.5891,483.3578,110.0924,481.5587,1741.9595,346.6890,1555.7886,234.2674,1609.1496,102.9141,1701.4950,66.7327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
604.0000,16.0000,1057.1217,1526.9981,1814.3707,1344.3329,1366.7533,1201.6037,2086.1115,1150.6293,1027.6731,1117.6630,1856.9020,1077.4776,1014.8981,958.1611,554.7962,754.5124,1235.3245,622.0674,162.8179,563.7598,1353.6678,563.8768,109.9231,561.3548,1742.3499,423.8089,1555.9870,314.2985,1612.0545,180.9452,1701.2372,147.9627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
605.0000,18.0000,1056.3151,1607.2192,1816.3235,1419.8161,1367.6070,1281.2437,2087.0896,1226.5867,1027.8337,1196.5845,1856.5071,1157.5153,1016.1952,1038.0366,558.4299,831.8501,1235.8510,698.4959,1353.9034,643.4215,162.6422,643.4890,110.0737,641.2601,1742.1520,500.5255,1555.6184,394.0110,1615.0144,259.5311,1701.2426,228.0008,2131.5457,73.6010,508.3262,92.1575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
606.0000,18.0000,1818.7844,1496.1222,1368.0090,1361.7824,2088.1649,1303.0505,1028.1819,1276.0458,1856.3984,1237.6978,1017.0667,1118.2920,561.4225,909.3274,1236.7352,775.8095,1354.1123,724.4257,162.0420,723.2885,110.6545,721.7073,1742.8745,577.7675,1556.2758,474.2832,1618.1996,337.7288,1701.4515,308.3470,2133.0714,150.2479,507.0465,171.4353,1230.9866,88.8569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
607.0000,18.0000,1821.8727,1571.8251,1368.1365,1441.0161,2089.6975,1378.1948,1028.6635,1354.9822,1856.5744,1315.9947,1017.5602,1197.3912,564.9211,986.7464,1237.1033,852.3096,1354.7708,803.8724,161.5589,801.9660,110.6667,799.8276,1743.0022,654.5892,1556.7694,553.5218,1621.0467,415.7024,1701.6605,387.4377,506.4580,250.2379,2135.4427,225.7659,1229.2314,167.0348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
608.0000,17.0000,1823.0457,1645.0375,1367.9169,1521.0087,2089.7008,1451.0722,1029.4587,1435.1817,1856.2940,1396.1089,1017.9834,1276.9813,568.0136,1065.0015,1237.8156,930.1841,1355.1763,884.0696,138.8717,880.9700,1743.3887,732.2189,1557.4646,633.9860,1623.6762,493.7402,1701.7955,467.6755,506.3558,329.4079,2136.5376,302.5356,1227.7683,245.1167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
609.0000,20.0000,1367.3515,1600.0319,2091.3391,1525.4754,1030.3372,1514.5290,1855.9866,1473.9574,1017.8046,1355.9574,570.5908,1141.3578,1238.4585,1007.6194,1355.4115,963.2066,160.6689,959.8473,111.0208,958.6570,1743.4359,809.2481,1557.8408,713.4298,1626.0334,571.5708,1702.1372,546.9490,506.3418,408.8602,2137.8377,378.0827,1225.6339,323.7172,638.4699,122.3907,1958.0251,103.6473,1502.9925,93.3601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
610.0000,19.0000,2092.7887,1600.3974,1031.0591,1594.3012,1854.8253,1552.7955,1017.6197,1436.0951,574.4078,1219.2759,1238.9447,1085.4588,1355.9959,1042.7004,161.0576,1039.7073,111.3133,1037.9052,1743.5609,886.8638,1558.1564,793.0779,1629.1837,649.8112,1702.2711,626.1441,506.4698,488.4070,2136.8602,454.0062,1223.8625,402.2232,638.6729,201.8775,1958.0991,182.0944,1501.7728,171.3485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
611.0000,18.0000,2092.3561,1672.1668,1031.9296,1671.6450,1017.3605,1515.0662,577.7321,1294.8180,1239.5557,1162.3530,1356.3788,1122.1820,160.9002,1118.5876,111.3246,1116.3983,1743.4711,963.5231,1558.3063,872.2934,1632.1572,726.4088,1702.9142,705.2295,507.6919,567.0804,2136.5841,529.2632,1222.0749,480.1605,638.7227,280.0038,1957.9514,260.0347,1500.5819,248.2294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612.0000,16.0000,1017.0872,1595.2176,582.0150,1372.4880,1240.3035,1239.9470,1356.5509,1202.2525,160.9130,1198.3260,111.5026,1196.0376,1743.1837,1041.0850,1558.4320,952.1775,1668.6991,794.5806,508.4183,647.6016,2136.1527,605.7163,1219.8343,559.6212,638.6524,359.9709,1957.1746,339.6559,1498.7780,326.6663,1056.5215,69.5287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
613.0000,14.0000,585.8392,1448.8895,1240.5239,1316.3024,1356.5623,1281.0951,138.7998,1275.6177,1743.4938,1117.7835,1558.5133,1030.8511,1670.5089,872.7608,509.7160,726.7013,2136.6754,681.6282,1218.1042,637.4555,638.4814,438.3578,1957.2938,417.6757,1497.8716,403.7913,1055.7528,148.7913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
614.0000,16.0000,589.2818,1526.1905,1241.4278,1393.2584,1356.3915,1360.6172,161.1605,1355.9349,112.6077,1352.8165,1743.2021,1194.7789,1558.6267,1110.2413,1671.7447,951.3958,510.9483,806.6927,2137.4873,757.7191,1216.0233,716.5959,638.8301,518.2128,1956.9892,496.5196,1496.3729,481.5051,1055.7591,228.7000,1697.5182,131.6566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
615.0000,15.0000,592.7254,1602.8031,1241.3742,1469.5750,1356.6063,1439.1905,140.5037,1432.9863,1743.3600,1271.2674,1558.8461,1189.4264,1673.3683,1029.3612,512.1973,886.4910,2138.0098,833.6079,1214.3051,795.4332,638.7117,597.9060,1956.4679,575.3552,1494.1371,559.6698,1055.5235,308.2624,1697.6544,210.7188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
616.0000,18.0000,1243.2294,1546.6637,1356.6557,1518.7877,162.3517,1513.4170,111.4116,1506.1066,1742.9976,1348.3603,1558.9016,1269.2562,1674.9639,1107.6684,514.1080,966.3283,2138.0578,909.8918,1212.4016,874.0000,638.8281,677.4688,1956.0321,653.6855,1492.7449,637.6448,1055.4133,388.0238,1698.4961,289.7055,1769.8545,92.1058,2033.6106,87.8146,679.9526,76.2222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
617.0000,20.0000,1243.9147,1623.2659,1356.2810,1597.7912,164.0119,1591.6746,112.3006,1577.2815,1742.9629,1425.4901,1558.9149,1349.0746,1676.8918,1185.3020,515.0587,1045.6284,2138.5844,986.4858,1210.4627,952.0583,638.8665,756.9757,1955.2468,732.4289,1491.0293,715.4597,1055.3251,467.7034,1698.9810,368.5759,1770.5206,171.3391,2029.5916,167.4438,678.7640,155.6845,148.8252,139.5978,1367.3203,86.9905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
618.0000,17.0000,1743.0996,1502.4753,1559.5263,1428.4440,1679.1383,1263.4571,516.3098,1125.7297,2138.7664,1063.2869,1208.1020,1031.3280,639.1728,836.9465,1953.5483,812.0692,1489.2468,793.9771,1055.9017,547.9681,1698.8821,448.1751,1771.1873,250.1939,2025.1210,246.9156,677.4578,235.1443,145.8291,219.9656,1368.0941,159.8580,808.3941,128.2489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
619.0000,19.0000,1743.4802,1579.2823,1559.2164,1507.6568,1680.3591,1340.8899,517.1701,1205.1110,2138.3149,1139.9182,1205.7970,1110.0905,639.4399,917.0870,1952.6003,890.7787,1487.8597,872.0019,1056.2148,627.8161,1699.7416,526.9581,1771.7917,329.6108,2021.3671,327.8569,676.5993,314.9625,142.8853,299.3287,1368.8564,233.0225,808.6549,206.9536,646.8180,94.6472,1088.8433,62.3200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620.0000,20.0000,1742.4651,1654.3813,1558.5726,1586.8638,1681.6881,1418.1102,518.0719,1283.7277,2137.6492,1216.2836,1203.6284,1187.7596,640.2268,995.8060,1951.5660,968.6834,1486.1012,950.1225,1056.2849,707.2737,1700.3860,605.5414,1772.3157,408.1990,2016.5327,407.3605,675.9940,393.6231,139.9335,378.9459,802.0154,318.0634,1369.3483,305.9775,816.8540,242.3065,647.5938,174.0066,1089.3382,141.9450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
621.0000,19.0000,1682.5581,1494.6892,518.7469,1362.2061,2138.1115,1292.4696,1201.5366,1265.7616,640.7266,1074.8630,1950.6665,1047.1396,1484.9743,1028.1059,1056.1891,786.4258,1700.6683,684.3239,1772.4317,487.1771,2010.9622,486.0134,675.6341,472.6533,136.5341,457.9461,1370.5018,378.5056,808.6395,363.9414,647.8480,253.0159,1090.2388,221.4379,387.8671,102.6008,2133.8111,80.3026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
622.0000,20.0000,1683.7877,1571.0120,519.7531,1439.7267,2137.0000,1367.5293,1198.8578,1342.7146,641.6841,1152.8752,1949.0635,1124.2140,1484.8938,1104.9668,1056.0540,864.7683,1700.9097,762.7514,1772.6292,565.6457,2006.0033,564.9373,675.6434,550.5255,133.3494,536.7427,801.8305,475.8127,1370.6840,451.3932,817.1437,398.0116,648.4771,331.5061,1090.2742,300.8096,387.6652,179.1063,2133.9978,157.6293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
623.0000,20.0000,1714.9359,1632.6018,520.4482,1518.0712,2134.5317,1442.6259,1196.4885,1419.7988,642.5794,1231.1129,1948.0545,1201.2419,1484.1147,1182.9226,1056.3088,943.8046,1701.3047,841.0885,1772.7095,644.1594,2000.5794,644.1831,675.8107,628.9998,130.9753,616.1202,802.2862,554.6210,1371.6256,524.9000,817.2829,476.2658,648.3935,410.1104,1090.5976,380.2645,388.1670,256.1456,2134.7286,235.6682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
624.0000,19.0000,522.3985,1594.4682,2133.8093,1514.5293,1194.6025,1495.4832,643.0338,1308.8017,1947.0811,1276.9769,1483.2749,1260.3195,1056.0547,1021.9395,1701.7464,918.6713,1772.4699,722.5140,1995.2053,723.4609,675.9011,706.2311,128.9500,695.1434,801.7785,633.5508,1371.8889,598.0346,817.5185,553.6851,648.7196,487.5578,1091.2467,459.1297,388.2513,332.0606,2135.0679,312.5840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
625.0000,19.0000,2130.9641,1588.2562,1192.5956,1572.6233,643.9776,1385.9339,1945.3402,1353.4635,1483.0310,1337.0541,1055.3374,1101.0602,1701.7548,996.4672,1772.3091,801.0963,1989.6899,801.9986,676.3448,784.5848,127.2018,773.8150,801.8536,712.5886,1372.6782,672.0100,817.9187,631.3833,648.8434,565.4912,1091.0812,538.7010,388.7836,408.2515,2135.7405,389.7185,748.1754,111.8653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
626.0000,18.0000,2123.7065,1659.4886,645.0981,1463.5438,1943.8782,1430.4085,1482.6477,1413.7361,1055.3099,1179.8972,1701.9019,1073.7092,1771.8972,879.2964,1984.4994,880.8070,677.1304,862.5430,125.8205,852.6577,802.2159,791.1385,1373.1042,745.8031,818.3691,709.3699,648.7909,642.6892,1091.6434,617.6252,390.1465,483.7351,2137.3933,467.1446,748.1778,189.1505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
627.0000,17.0000,645.8791,1541.8734,1941.9428,1505.8931,1481.9490,1491.7228,1055.0507,1259.3754,1701.9544,1151.7830,1771.8141,958.6488,1979.4129,960.7139,678.4409,941.8233,124.3903,932.4710,802.5660,870.4623,1373.6726,820.6571,819.1576,788.6891,648.3913,720.8345,1091.9974,697.9715,390.9003,560.4209,2138.3456,545.4134,748.1522,268.6854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
628.0000,18.0000,646.9851,1619.9190,1938.3559,1581.7943,1481.1458,1567.5000,1055.1302,1338.2314,1701.6857,1228.8694,1772.5167,1037.4306,1973.8169,1040.0953,679.8026,1020.5504,123.2662,1010.6701,802.6664,948.9034,1374.2077,894.9832,820.0617,866.7744,647.6963,798.1330,1092.3489,777.5239,392.1501,636.5795,2139.4018,623.5462,748.3938,346.9427,1506.9064,114.6060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629.0000,17.0000,1055.2735,1417.3012,1701.8210,1307.3014,1772.9334,1117.3158,1968.3093,1121.5157,680.9859,1099.8222,123.0241,1090.4769,803.1587,1028.0096,1374.6098,970.2823,820.3991,946.8494,647.1680,876.3496,1092.9428,857.9492,393.0584,713.6712,2140.3497,702.8476,748.5566,426.5556,1509.5369,194.3508,1306.5336,99.0399,1873.5074,126.0021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
630.0000,17.0000,1055.9184,1495.3558,1701.7402,1385.6577,1773.3208,1195.6963,1962.8186,1200.5226,682.6406,1179.0923,122.5581,1168.9749,803.6986,1105.6787,1374.9448,1044.9839,820.9120,1025.8435,647.4105,954.1602,1093.3818,937.6937,394.4335,789.9519,2140.5936,781.4075,748.6341,505.5241,1512.2595,273.3377,1871.1731,205.4787,1307.4439,173.9565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
631.0000,20.0000,1056.2643,1574.2054,1701.1134,1463.8527,1773.3776,1275.2953,1957.0637,1280.1745,684.0122,1257.9951,123.4296,1248.9083,804.5037,1184.6950,1375.8917,1120.4074,820.9538,1105.6704,647.0415,1033.5473,1093.9138,1018.8362,395.7860,867.1491,2140.0355,861.1205,748.6277,585.1851,1514.7783,353.5295,1869.3735,287.3205,1307.7555,249.7819,121.0510,79.2452,634.3038,50.1558,1174.7627,64.8333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
632.0000,20.0000,1701.8290,1539.8543,1773.4045,1353.0062,1951.8007,1359.5455,685.1547,1337.7696,124.5531,1328.0716,805.8345,1262.8236,1376.3125,1194.4292,821.1161,1185.0609,1094.4019,1099.3461,647.4633,1112.0317,397.6529,943.9120,2139.8381,940.8677,748.9198,663.7599,1517.3686,433.2799,1867.4016,368.3356,1308.3340,324.5335,120.4039,158.2327,633.7061,127.4974,1173.4394,143.4376,1095.1299,93.5062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
633.0000,20.0000,1701.1565,1617.8586,1773.5504,1432.2526,1946.5342,1439.1319,685.9995,1417.3369,126.3430,1407.0680,806.1923,1341.4380,1376.9083,1269.2728,821.3136,1264.6894,1095.0021,1180.7407,648.0421,1191.8720,398.4506,1020.8618,2138.7787,1021.0155,749.2938,743.9953,1519.8997,513.8296,1865.1480,449.7354,1309.1070,400.3950,118.7095,238.5179,633.0434,205.7165,1172.5845,222.6754,1094.0692,171.0855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
634.0000,20.0000,1773.3930,1509.7736,1940.8828,1518.3859,686.2215,1495.0964,128.3487,1483.0501,806.4363,1419.3649,1377.3144,1342.7221,822.0383,1343.6062,1095.3438,1261.1407,649.1286,1270.3796,400.1164,1096.9344,2138.1412,1100.0826,749.7559,823.1304,1522.2849,593.3390,1862.6422,530.1635,1309.6452,475.2630,118.9870,316.2623,632.9982,283.3072,1171.7474,300.5928,1092.2895,247.2530,1691.1464,73.8920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
635.0000,22.0000,1932.8094,1596.2434,1774.0253,1589.0216,686.6269,1574.5231,130.5456,1560.6788,806.4969,1497.9608,1376.7148,1417.3311,822.3784,1423.3476,1096.1058,1341.5958,649.8021,1350.4505,401.1273,1173.6837,2137.4468,1180.4511,749.9115,902.4391,1524.6338,673.0297,1860.3837,611.4411,1309.8961,551.0096,118.7435,395.7606,632.9820,362.1868,1171.0814,379.5742,1090.8933,324.1324,1694.8603,153.6141,219.2752,41.8007,1796.9175,59.1380,NaN,NaN,NaN,NaN,NaN,NaN
636.0000,18.0000,806.6602,1575.2244,1376.9558,1490.7441,823.1817,1501.2268,1096.6273,1421.0217,651.3702,1429.0744,402.6073,1249.0727,2136.7787,1258.5370,750.3898,980.6976,1526.9308,751.6501,1858.3334,691.7196,1310.5519,626.4716,118.8657,473.1782,632.9995,440.1742,1170.5333,457.4926,1089.4951,400.0940,1698.3638,232.1643,218.9437,119.0221,1797.1806,137.7730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
637.0000,18.0000,807.1935,1653.5668,1376.8239,1564.5807,823.7156,1579.9356,1097.5174,1500.7903,652.4680,1508.8449,404.0849,1325.7834,2136.3651,1337.8135,750.8166,1059.9362,1529.0127,831.6263,1855.7678,772.9985,1310.5298,703.0705,118.5297,552.3038,633.0219,519.8129,1170.1524,536.9583,1088.1623,477.5480,1701.6203,312.1315,1797.5061,217.5942,219.1444,197.0843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
638.0000,16.0000,1376.7038,1637.1539,1098.0667,1579.9400,653.6134,1588.6292,405.9187,1400.9230,2136.1980,1416.5485,751.5809,1138.9440,1530.7651,910.9108,1853.8014,853.4239,1310.9890,778.7178,118.3571,630.4033,633.6097,598.7002,1169.8143,615.7840,1087.2531,554.5324,1704.0047,391.3330,1797.3690,296.5260,218.3750,274.1211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
639.0000,14.0000,1099.4290,1659.6215,408.0645,1477.2749,2135.3849,1494.8365,752.3070,1218.3455,1532.7169,991.6598,1852.3033,935.1808,1311.6963,855.7930,118.0335,710.3122,633.7324,679.2773,1169.3559,696.0827,1085.8681,633.1786,1706.6303,471.8545,1797.8156,376.6487,218.6175,353.0970,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
640.0000,14.0000,2134.8387,1567.4012,410.1811,1552.8093,752.9057,1297.8815,1547.3006,1119.9962,1521.4526,1023.1269,1850.6509,1015.9062,1312.2194,931.5765,118.6131,789.4912,634.1359,758.7146,1169.2666,775.5381,1084.8962,710.6035,1708.9935,551.4215,1797.4012,456.0881,218.9771,431.2964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
641.0000,14.0000,2129.4772,1634.2945,414.1003,1626.9685,753.4747,1378.1407,1549.9201,1200.8830,1521.8033,1102.9179,1848.7612,1096.7656,1312.6819,1008.3142,118.7793,869.8568,634.4510,839.7095,1168.9111,855.9772,1083.6281,788.9681,1711.3205,632.2805,1798.2169,536.8293,219.6823,510.3397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
642.0000,15.0000,754.2361,1457.4354,1552.8578,1280.8287,1521.7336,1182.6802,1847.9426,1177.9831,1313.1811,1084.2375,119.5862,949.2798,635.0183,919.8694,1168.5004,936.0059,1082.2439,867.0702,1713.3386,712.9487,1798.3498,616.9939,219.1984,589.1063,1139.0071,137.9547,1525.9447,135.0536,881.8752,117.8858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
643.0000,15.0000,754.5975,1536.9823,1555.8107,1362.2022,1846.8752,1258.9516,1521.1257,1263.1912,1313.7243,1161.3259,120.1489,1030.1048,635.6379,1000.6471,1168.1348,1016.8322,1081.1088,945.9286,1715.4802,794.2548,1798.8158,698.0928,219.8451,668.4932,1140.0802,218.5507,1526.2017,215.3863,883.1737,197.6702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
644.0000,16.0000,755.2579,1617.1110,1558.7438,1442.7508,1846.1966,1339.8593,1520.2668,1342.7593,1313.9223,1237.7830,120.7488,1109.9440,636.1297,1081.0806,1167.3614,1097.2548,1080.1529,1024.7129,1717.5206,875.0409,1799.0518,778.2880,219.8170,747.1176,1140.9862,299.1065,1526.5414,295.1854,884.3054,276.5274,816.1177,122.0305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
645.0000,16.0000,1561.8275,1522.5564,1845.2410,1419.6561,1519.4469,1422.5202,1313.9735,1314.0614,121.5964,1190.0935,636.3610,1161.5969,1166.6839,1177.4074,1078.8290,1104.4390,1719.5985,955.8456,1799.0468,858.6545,220.7193,826.1076,1142.3245,379.8907,1527.1564,375.2164,885.7058,355.4299,816.4083,201.5665,480.0028,81.9172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
646.0000,18.0000,1564.1974,1603.4825,1844.6676,1499.5501,1518.2740,1501.9099,1314.0551,1389.8082,122.5021,1269.5508,637.1689,1241.7385,1165.9633,1257.4398,1078.1260,1183.4014,1721.4886,1036.8222,1799.1932,939.0786,220.5985,905.1568,1143.9987,460.8081,1528.0181,455.3538,887.7998,434.9863,816.3777,280.8148,478.7132,156.3018,629.9505,166.9671,165.7645,78.4731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
