FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y
1486.0000,3.0000,600.2671,1514.0132,2135.6628,666.1334,167.7420,629.6453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1487.0000,3.0000,601.6118,1591.3648,2136.0498,745.9340,163.6452,705.7798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1488.0000,3.0000,2136.2253,825.5838,158.8268,782.8249,181.6765,137.8531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1489.0000,3.0000,2135.9574,903.7046,155.5616,857.7589,181.3916,216.0158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1490.0000,3.0000,2135.2978,983.0354,151.4965,934.6183,180.8402,294.7787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1491.0000,3.0000,2134.7310,1062.5161,148.2368,1010.7233,180.0679,374.0716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1492.0000,3.0000,2133.9380,1141.1709,144.7314,1087.4321,179.2641,453.8570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1493.0000,3.0000,2133.3483,1220.8928,141.1328,1163.8116,178.4639,533.1723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1494.0000,3.0000,2132.6834,1299.8261,138.8729,1239.3992,177.2443,612.7186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1495.0000,3.0000,2131.0161,1380.4879,137.4934,1315.8732,175.7207,693.7924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1496.0000,5.0000,2129.9665,1460.4563,138.4336,1391.8867,174.1843,774.2025,299.7586,145.5010,1141.2386,61.1487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1497.0000,5.0000,2128.5020,1539.1063,139.0191,1466.3863,172.6823,855.3325,299.4010,225.5450,1141.7148,141.1592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1498.0000,5.0000,2124.5695,1617.7212,137.3883,1538.8419,171.0150,934.7195,299.0283,304.7467,1142.1909,219.6538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1499.0000,4.0000,138.4482,1607.3163,169.4596,1015.3569,298.3083,385.1358,1142.2023,299.4147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1500.0000,3.0000,168.4418,1094.5360,298.0935,464.4989,1142.3491,378.2364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501.0000,3.0000,166.9364,1173.3371,297.2679,543.9443,1142.7188,457.1321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1502.0000,3.0000,165.7063,1250.8761,296.9080,622.2390,1143.2116,534.6140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1503.0000,3.0000,164.4085,1329.4970,296.1105,702.0485,1143.0238,613.9989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1504.0000,3.0000,163.3087,1406.8460,296.2172,780.6924,1143.3590,691.6370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1505.0000,4.0000,162.7522,1484.3881,346.1724,876.8378,247.1189,844.1015,1143.2472,771.0730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1506.0000,4.0000,163.5126,1562.3192,347.1094,954.4783,246.4599,923.0144,1143.1553,849.1643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1507.0000,4.0000,164.0153,1629.7275,348.2010,1033.8428,245.5704,1003.3182,1143.1486,928.5245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1508.0000,3.0000,349.4071,1111.9453,245.5338,1082.4970,1142.3247,1007.8164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1509.0000,4.0000,350.6454,1191.7055,245.6745,1162.7802,1141.8916,1088.5487,1891.4831,73.8177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1510.0000,5.0000,351.2388,1269.2047,246.2032,1241.5181,1142.3312,1167.1876,1893.3056,149.5673,1883.6624,69.4916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1511.0000,5.0000,352.8837,1348.5240,246.8941,1321.2802,1142.6814,1246.9793,1895.5167,227.8538,1885.1610,146.3776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1512.0000,5.0000,354.5060,1427.1604,248.5458,1400.2142,1143.1544,1326.1534,1897.6711,304.8429,1886.7550,222.7287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1513.0000,5.0000,356.1468,1506.0714,250.7262,1477.8048,1143.5320,1405.7670,1900.1422,382.4490,1888.2928,299.5134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1514.0000,5.0000,358.5275,1583.1844,253.5994,1555.7138,1143.9812,1484.9116,1902.1649,459.1071,1889.8210,375.5016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1515.0000,5.0000,256.7981,1633.2168,1144.7996,1563.8670,1904.7645,536.7091,1890.9754,452.1951,1775.7037,118.0498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1516.0000,3.0000,1906.4383,613.1593,1892.4001,528.4190,1772.4572,195.4112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1517.0000,4.0000,1908.2828,691.0846,1893.0587,605.1932,1769.7438,273.5562,707.7459,111.4047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1518.0000,4.0000,1909.5625,768.0465,1894.1772,681.9895,1766.4869,352.1676,709.2209,189.3316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1519.0000,4.0000,1911.2900,845.0685,1895.0351,758.2574,1763.5414,430.2783,710.0013,266.2214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1520.0000,4.0000,1912.5430,921.2748,1895.8700,834.5909,1760.3965,507.4570,710.3684,343.3296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1521.0000,4.0000,1914.2257,998.5912,1896.9380,910.9838,1757.4271,586.2614,711.5218,421.6806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1522.0000,4.0000,1915.4205,1076.2258,1897.6755,987.5789,1753.7942,665.0442,712.3544,500.3242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1523.0000,4.0000,1917.3430,1153.6623,1899.0296,1063.3859,1750.4509,742.9833,713.1728,578.2302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1524.0000,4.0000,1917.8692,1230.9539,1899.2595,1139.8310,1746.6620,821.9435,714.1414,656.6304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1525.0000,4.0000,1918.9956,1308.3724,1900.5749,1216.2155,1743.2489,900.2923,715.4571,734.8739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1526.0000,4.0000,1919.8777,1386.6833,1900.9037,1293.7778,1739.5592,979.9282,716.6847,813.7342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1527.0000,4.0000,1921.3483,1463.9409,1901.8928,1370.2385,1736.0745,1057.6822,718.5478,891.4360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1528.0000,4.0000,1921.8295,1540.9170,1902.6669,1447.8551,1732.3261,1136.8974,720.4380,970.0324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1529.0000,4.0000,1922.5910,1612.9662,1901.9833,1523.3383,1728.5691,1215.4378,721.8805,1047.9391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1530.0000,3.0000,1903.3890,1599.3417,1725.3197,1294.7735,723.9608,1127.4092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1531.0000,2.0000,1722.4906,1372.9182,725.5511,1203.8342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532.0000,2.0000,1719.2882,1451.1394,727.5306,1281.8784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1533.0000,3.0000,1716.0580,1529.0967,729.5977,1358.3668,950.8926,104.1123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1534.0000,3.0000,1712.6656,1608.0429,732.3589,1436.8719,950.1901,185.3906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1535.0000,3.0000,735.0968,1512.9059,949.6348,265.0389,171.4805,102.1540,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1536.0000,3.0000,737.6139,1590.7557,949.2118,346.7853,163.0184,183.0433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1537.0000,3.0000,948.4232,427.4109,153.8811,260.8361,832.9321,128.5465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1538.0000,3.0000,947.7749,509.7845,145.3974,340.7910,829.7692,206.4506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539.0000,3.0000,947.6293,590.8367,138.1482,420.5545,826.7853,282.9055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1540.0000,5.0000,947.4701,672.7052,129.9392,501.3754,823.9551,361.1131,1951.4159,134.2734,589.7932,127.0753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1541.0000,5.0000,947.1337,753.7031,121.8219,580.1644,821.1574,438.2528,1951.9837,212.9231,589.8638,205.2619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1542.0000,5.0000,946.9106,835.4333,116.2643,661.7991,818.1483,516.1793,1952.2780,292.1741,589.7342,284.9586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1543.0000,5.0000,947.1236,915.8772,112.7513,741.1176,815.3687,593.0716,1952.9677,370.9560,589.8477,363.3285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1544.0000,5.0000,946.9538,996.9858,110.6809,818.7463,813.0734,670.7180,1953.6899,450.0518,589.8890,441.9808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1545.0000,7.0000,946.5173,1077.4297,112.1032,896.9911,810.4515,748.2075,1954.0178,528.8866,590.0268,520.4512,327.7772,85.5692,1954.3475,83.7213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1546.0000,7.0000,946.8529,1157.9067,114.6565,975.7582,808.5134,825.7802,1954.8167,607.6870,590.2030,599.3801,327.9728,164.2594,1954.4463,162.1079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1547.0000,7.0000,947.1370,1237.1853,116.1186,1052.6805,806.7435,903.2964,1955.5107,686.6765,590.9127,678.7103,328.0539,242.5246,1954.1674,240.8596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1548.0000,8.0000,947.2936,1316.4270,117.9380,1130.1241,804.3972,980.6699,1955.9912,765.2036,590.7051,757.6605,328.1753,321.1979,1954.0809,319.1208,1571.9341,70.3901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1549.0000,8.0000,947.7121,1395.3779,119.9106,1208.1543,802.0724,1058.1860,1956.0564,843.6326,590.9325,837.0744,328.3845,399.2756,1953.9213,397.8698,1572.0081,153.5350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1550.0000,8.0000,948.2717,1473.3319,122.6630,1285.9540,800.0563,1134.7606,1956.6377,922.2361,591.3258,915.4420,328.3700,477.6984,1953.8800,475.6842,1572.7704,235.5963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1551.0000,8.0000,949.1127,1551.4052,125.8356,1364.2876,797.4845,1212.5343,1956.8787,1001.5042,591.7228,994.8905,328.7624,556.7005,1953.5168,555.4963,1573.0873,318.7220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1552.0000,9.0000,949.6040,1628.1281,128.8346,1441.7476,795.0259,1288.8490,1956.8189,1079.1901,592.2616,1073.1730,328.7143,634.4355,1952.8726,633.4498,1572.8827,400.8325,1033.6501,124.7466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1553.0000,8.0000,131.0417,1519.9058,793.0768,1366.6271,1957.0763,1158.0535,592.1811,1152.1170,328.4990,712.7992,1952.0117,711.9344,1573.8528,484.1160,1033.8864,203.7116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1554.0000,8.0000,135.3938,1595.5851,791.3388,1443.5311,1957.3214,1236.5022,593.5290,1229.8780,1950.7244,790.5800,329.0638,791.9121,1573.5001,566.5201,1034.4102,282.1640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1555.0000,8.0000,789.4795,1521.9437,1957.6605,1315.8610,593.9302,1309.8222,1949.2638,871.1046,329.6623,871.3206,1573.7637,650.1810,1035.1882,361.5785,1929.9765,73.0952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1556.0000,8.0000,787.8309,1598.4688,1958.1662,1394.4323,595.4117,1388.1482,1947.1319,950.4416,329.8408,950.2696,1573.6865,732.4114,1035.7762,439.6113,1930.0581,151.4446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1557.0000,8.0000,1958.4752,1474.6634,595.6205,1468.7271,330.6095,1030.8014,1944.6760,1030.8689,1573.8757,815.8219,1036.6580,519.5970,1929.8109,231.6559,1628.7247,111.7991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1558.0000,9.0000,1959.1912,1553.6278,597.4817,1546.5427,330.8326,1109.9337,1941.7587,1109.1111,1574.4060,897.9489,1037.6392,597.6892,1930.2535,310.0448,1630.2911,189.3637,1178.7356,112.4407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1559.0000,9.0000,1957.9473,1629.1416,599.4127,1625.0988,1938.8563,1189.0713,331.2894,1189.3840,1574.3025,981.4486,1038.6686,677.3719,1930.6488,390.1054,1631.5819,267.8698,1178.7809,191.4052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1560.0000,7.0000,331.8847,1267.9910,1936.0740,1267.9025,1574.2435,1063.5190,1039.6882,755.9122,1931.2395,468.5939,1632.2290,345.5436,1178.7077,268.9611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1561.0000,7.0000,1932.9695,1347.2741,332.8379,1347.4274,1574.2338,1146.6837,1040.3787,835.4812,1932.4287,548.3240,1633.7520,423.9765,1179.5033,347.6057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1562.0000,7.0000,1930.3822,1425.7133,333.6600,1424.9644,1574.0370,1228.5446,1041.2827,913.6074,1933.5653,626.3447,1633.9961,501.1178,1179.4035,425.2136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1563.0000,7.0000,1927.6080,1504.3845,335.0400,1502.1186,1574.5536,1311.6311,1041.3946,992.9658,1934.7343,706.3006,1634.9406,580.0295,1178.7565,504.1680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1564.0000,8.0000,337.2854,1579.5205,1923.8530,1580.5500,1573.8744,1392.9112,1042.1069,1072.1024,1935.2744,784.9998,1635.4134,657.6901,1178.7263,581.3196,1326.5081,136.9223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1565.0000,6.0000,1573.1524,1475.1571,1041.9211,1151.7151,1935.4460,864.5077,1636.3094,736.7890,1178.4956,659.4997,1326.6987,215.2922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1566.0000,6.0000,1572.8461,1556.0624,1041.5930,1230.0614,1935.2822,942.0608,1636.4475,814.1414,1178.0811,736.4494,1326.7541,292.3588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1567.0000,7.0000,1571.4426,1637.4347,1041.4618,1309.7770,1934.7797,1020.1213,1636.8584,893.0910,1177.9041,814.1823,1327.0844,371.3329,1345.7369,116.6940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1568.0000,6.0000,1041.0995,1388.2622,1934.1888,1098.5824,1637.0417,971.1884,1177.3156,891.6194,1326.9555,450.1072,1344.4434,195.4613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1569.0000,6.0000,1041.4315,1466.7709,1933.6762,1176.2453,1637.5353,1049.9031,1177.0554,968.7176,1326.6967,528.5337,1343.3907,274.4216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
