FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y
1256.0000,6.0000,1041.1948,1461.7784,412.1053,1446.4254,1819.0631,546.2572,1071.4695,299.2195,1691.2648,203.1899,1006.1817,149.9292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1257.0000,6.0000,1040.3961,1539.3869,410.4246,1523.1998,1815.9353,625.4699,1072.8081,377.0202,1686.9988,282.0739,1005.8443,229.6267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1258.0000,6.0000,1039.4837,1618.9641,409.0102,1598.3466,1812.4874,706.4010,1074.0453,457.0267,1683.1675,362.7546,1006.3694,310.8728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1259.0000,4.0000,1809.3402,786.3111,1075.2301,536.5724,1679.3832,443.3998,1006.6363,391.4048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1260.0000,4.0000,1805.8521,866.7835,1076.8778,616.6901,1674.7502,524.6741,1006.8556,473.1685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1261.0000,4.0000,1802.7400,947.6376,1078.0996,696.2527,1670.5419,604.9563,1006.5498,554.1409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1262.0000,4.0000,1799.4392,1028.7758,1078.8473,776.4863,1666.9440,686.8172,1007.0488,636.3304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1263.0000,4.0000,1796.2878,1108.5410,1079.0784,855.1591,1662.9224,767.2819,1007.7596,717.6183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1264.0000,4.0000,1792.9151,1189.7264,1078.5558,934.6975,1658.9559,849.0145,1008.1683,799.8206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.0000,4.0000,1789.4898,1269.3306,1078.0716,1013.2485,1655.1190,929.2293,1008.5638,880.6382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.0000,5.0000,1786.1387,1349.7422,1077.3902,1092.6346,1651.5602,1009.8906,1008.9472,961.3924,1072.4034,138.0925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1267.0000,5.0000,1781.9180,1429.0488,1076.8610,1171.7468,1648.1928,1090.5801,1008.6291,1041.9059,1073.7937,216.4841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1268.0000,5.0000,1777.7334,1508.9651,1076.9376,1251.2147,1644.9578,1171.7885,1009.0575,1122.4804,1075.2399,296.1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1269.0000,5.0000,1774.1201,1589.1772,1077.3957,1330.3476,1642.0308,1252.4006,1009.6632,1202.4129,1076.6973,375.7081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1270.0000,4.0000,1077.9291,1410.3093,1638.6959,1333.5190,1009.9531,1282.4232,1077.9379,455.4203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1271.0000,4.0000,1078.7609,1489.6010,1635.5069,1414.2810,1010.3376,1362.2985,1079.3764,535.6686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1272.0000,7.0000,1080.0853,1568.6133,1631.9579,1494.1829,1010.7385,1441.4083,1081.1795,615.1698,1446.6691,139.0407,952.0488,112.2186,227.7338,89.2327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1273.0000,7.0000,1628.6800,1575.0790,1010.6416,1520.5833,1082.8609,694.6543,1449.7120,217.4999,955.6726,192.7575,228.6342,168.8177,408.2437,79.0158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1274.0000,6.0000,1011.4645,1598.9784,1084.9810,774.7129,1452.8855,295.7408,959.3605,272.4241,229.5369,247.7260,409.4237,156.8438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1275.0000,5.0000,1087.1623,855.0637,1455.7163,375.0838,962.4760,354.0503,230.2271,328.4269,410.5795,235.4558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276.0000,5.0000,1089.7066,935.0010,1458.6746,453.0314,965.4629,433.8747,231.4398,406.9490,411.5278,313.1532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277.0000,6.0000,1092.2386,1014.4862,1461.6304,531.6568,968.2473,514.5095,231.9032,487.5177,412.4318,391.3433,2059.5297,55.4864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278.0000,7.0000,1094.6707,1094.3350,1464.4566,610.0054,971.3940,594.8680,232.3266,566.3072,413.7874,469.5630,2056.9621,137.8479,945.9311,39.3616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279.0000,7.0000,1097.0991,1175.2676,1466.9984,690.1421,974.0355,676.9916,231.5947,647.0224,414.6177,549.2186,2054.1584,221.4799,945.9822,114.5987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280.0000,7.0000,1099.8052,1254.7399,1469.6974,768.6431,977.2294,756.5000,231.8727,724.9367,415.5158,627.3418,2051.7433,303.6546,947.2376,188.8693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281.0000,7.0000,1102.3568,1334.8803,1472.5357,848.1795,980.1258,837.2487,231.4394,804.7706,416.6585,706.4670,2049.3062,387.5246,947.6326,263.2266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282.0000,7.0000,1105.1104,1413.1015,1474.9318,927.1626,983.0662,917.5058,231.0141,883.4171,418.1045,785.3560,2046.0487,470.4004,948.1994,337.8089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283.0000,7.0000,1107.8889,1493.2111,1477.5753,1007.4403,985.4075,999.6550,230.3863,964.2650,418.9808,865.4435,2043.4375,554.9701,949.3015,413.6533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284.0000,7.0000,1111.2844,1572.3570,1480.4114,1086.3462,988.1472,1079.9204,230.3049,1042.3759,420.6394,944.5673,2040.7213,638.7063,949.8295,487.8234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1285.0000,6.0000,1482.9098,1165.6237,990.5136,1160.9903,229.4590,1122.0699,421.2974,1023.9757,2037.9543,722.9482,949.8609,563.7125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1286.0000,6.0000,1485.5240,1243.6660,992.6684,1240.7192,229.1169,1200.1534,422.4471,1102.8593,2034.5065,805.6338,950.6347,638.5395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1287.0000,6.0000,1488.8087,1323.9574,994.7330,1322.1027,227.6597,1279.6196,423.1453,1183.2020,2031.8538,890.3496,951.3891,715.1125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1288.0000,7.0000,1491.7911,1401.6810,996.6620,1401.2273,227.1500,1356.8124,423.4837,1261.1645,2028.5057,972.9680,952.1438,789.7813,807.9150,77.5503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1289.0000,7.0000,1494.0889,1480.2332,998.7550,1480.5515,226.7637,1434.9457,424.1493,1340.5883,2025.1727,1056.4139,952.6119,865.7883,803.7094,155.5014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1290.0000,7.0000,1000.9313,1558.6457,1496.0678,1557.2056,226.0279,1511.3254,424.6077,1418.7318,2021.6977,1138.6474,953.1794,941.3177,799.4076,232.3613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1291.0000,6.0000,1498.3604,1636.1860,227.0769,1580.5808,425.5705,1498.4349,2018.0270,1221.9125,953.3133,1017.9839,795.0972,310.4851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1292.0000,4.0000,426.7923,1575.2218,2015.0404,1303.6342,954.0569,1092.8757,791.4840,386.1649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1293.0000,3.0000,2011.9734,1387.1700,955.0423,1169.6094,787.4259,464.4284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1294.0000,4.0000,2009.4851,1469.8546,955.2927,1245.9351,783.5984,542.6141,1028.1998,42.5490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1295.0000,4.0000,2005.8734,1550.3440,956.2983,1323.0754,780.1225,621.5464,1028.9470,122.2983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1296.0000,4.0000,2003.8073,1630.1330,957.0526,1398.7944,777.2924,699.1433,1028.6447,200.8342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1297.0000,3.0000,957.3367,1475.3572,773.7371,778.2282,1029.1948,280.9838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1298.0000,3.0000,957.8871,1551.6380,770.0911,856.9704,1029.1895,361.0634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1299.0000,3.0000,959.2675,1627.6829,766.1873,935.5885,1029.7814,440.5119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1300.0000,2.0000,762.6678,1013.5629,1029.8834,519.9185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301.0000,3.0000,759.7369,1091.4559,1030.5407,599.1838,154.8743,99.4279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1302.0000,3.0000,756.3490,1169.9297,1030.6247,678.4474,157.4832,178.5790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1303.0000,3.0000,752.8556,1247.3107,1031.2902,757.1142,159.4022,254.8327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1304.0000,3.0000,749.1043,1324.7188,1031.5136,836.5692,161.9023,332.0367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1305.0000,3.0000,745.7371,1401.4035,1031.5201,915.5444,164.0843,409.3779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1306.0000,4.0000,742.4446,1479.2522,1032.1087,995.9239,166.2059,488.1472,419.5471,71.6996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1307.0000,4.0000,739.2710,1557.0920,1032.3173,1075.0352,167.7805,565.0588,416.9474,146.6370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1308.0000,4.0000,736.6757,1634.8898,1032.2698,1155.0337,170.1852,643.5277,414.6798,222.7376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1309.0000,4.0000,1032.4540,1233.1137,171.5665,721.0029,412.0539,297.9225,1303.1174,85.9570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1310.0000,4.0000,1033.2382,1312.5528,173.4910,800.5188,409.2997,374.6244,1302.9735,165.3862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1311.0000,4.0000,1033.5944,1389.9369,175.3291,877.7683,406.7352,449.8801,1303.5115,243.4904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1312.0000,5.0000,1033.7905,1468.4237,177.1768,956.3993,404.2425,526.6740,1304.0015,322.4729,871.2783,96.4069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1313.0000,5.0000,1034.9787,1546.3003,179.2493,1033.7602,401.9362,601.7623,1304.4441,400.6283,871.3951,173.4856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1314.0000,5.0000,1035.8436,1625.5221,180.6847,1111.6912,399.1855,678.5729,1305.1562,479.8271,871.2875,252.1219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1315.0000,4.0000,183.0467,1188.8042,397.2878,753.9620,1305.6260,558.4319,871.9928,329.6281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1316.0000,4.0000,185.1904,1266.8218,395.6713,830.6390,1305.9389,638.1282,872.0334,408.3035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1317.0000,4.0000,187.2355,1343.0251,393.7172,905.9222,1306.3662,716.9071,872.1974,485.9641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1318.0000,5.0000,189.3495,1420.5741,391.4447,982.9802,1307.1542,796.0773,872.4159,564.8569,1772.0006,124.9958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1319.0000,6.0000,192.3557,1496.3582,390.0408,1058.5418,1306.9550,874.6468,872.4261,643.4044,1769.9181,199.7304,347.7264,124.6805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1320.0000,6.0000,196.3524,1573.4250,387.7747,1135.7451,1306.8928,954.1606,872.8686,723.0460,1767.6070,275.3445,344.4913,200.3186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1321.0000,5.0000,385.9889,1212.3138,1306.8966,1032.9544,872.9704,802.1732,1765.0439,350.4952,341.2551,275.4389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1322.0000,5.0000,384.5457,1289.1671,1306.9832,1112.9029,873.3918,882.4101,1762.0415,427.8197,338.1357,351.5403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1323.0000,5.0000,382.8468,1365.8730,1306.8902,1192.1079,873.8451,961.9365,1759.7259,503.9814,334.9128,426.7943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1324.0000,5.0000,381.5588,1442.7443,1306.6624,1271.3748,874.1839,1041.9167,1756.9198,580.3426,331.9631,502.2460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325.0000,6.0000,380.4578,1518.5936,1306.7413,1350.2687,874.0174,1122.1734,1754.5714,656.7571,329.0244,578.2563,836.1762,39.1294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1326.0000,6.0000,378.8457,1591.1298,1306.7922,1429.0578,874.7315,1202.4809,1752.3861,733.4141,326.8096,653.9402,837.3809,120.9782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1327.0000,6.0000,388.7638,1653.0173,1306.4527,1507.1926,875.2356,1282.1372,1749.8944,809.8291,323.9029,729.7532,838.3674,202.7160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1328.0000,6.0000,1306.4969,1585.0741,876.4394,1362.1802,1747.2749,886.8909,320.7978,805.7135,839.2690,284.6319,1184.5790,107.2762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1329.0000,5.0000,876.3717,1442.2616,1745.3394,963.3776,318.5651,880.9533,840.0176,366.7630,1184.8290,185.6501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1330.0000,7.0000,876.8038,1521.7561,1742.9196,1039.1011,315.9304,956.0177,841.0769,448.2140,1185.1588,264.0430,2064.7265,83.2567,1215.6533,57.5369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1331.0000,7.0000,877.4091,1601.3297,1740.2498,1116.1299,313.8797,1031.9011,842.2072,530.2528,1185.2754,343.6680,2059.7884,162.3847,1215.1164,136.2104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1332.0000,7.0000,1737.6078,1191.5473,311.4971,1107.7993,842.9884,612.0669,1184.7483,422.9708,2054.6443,241.6207,1214.5278,213.7071,1363.6806,73.7516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1333.0000,7.0000,1734.7898,1267.9675,309.4014,1183.4139,844.1145,694.5288,1183.6869,502.8668,2049.8068,323.0500,1214.0247,291.6148,1365.0852,154.8183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1334.0000,7.0000,1732.2696,1343.5100,306.9309,1258.4139,845.2677,776.4208,1182.8677,582.1140,2044.6555,402.6905,1213.0420,368.6884,1367.0049,234.3585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1335.0000,7.0000,1729.4346,1419.9236,304.7038,1334.6244,846.3318,859.0870,1182.0906,662.2918,2039.2283,483.6603,1212.0082,447.3648,1368.3976,315.9909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1336.0000,7.0000,1726.3579,1495.4836,302.3064,1409.7314,847.1199,940.3592,1181.9040,741.9487,2033.7710,563.5391,1211.8703,525.3199,1369.5291,397.2431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1337.0000,7.0000,1723.0685,1572.0942,299.8922,1486.4020,848.8515,1022.7111,1182.2587,822.0557,2028.5194,644.9098,1211.7763,605.0186,1371.4372,479.3533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1338.0000,6.0000,299.6483,1557.6102,849.6198,1104.3660,1182.8393,900.6939,2022.6434,723.7628,1212.1028,684.1876,1373.3424,559.9521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1339.0000,6.0000,296.7064,1630.5883,850.3276,1186.7914,1183.8031,980.7264,2016.7615,804.7526,1212.6058,764.8147,1375.0606,641.6347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
