FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y
823.0000,6.0000,1167.4013,1026.5886,1351.3291,728.7762,1306.7714,465.4864,745.2076,422.9639,397.8683,307.3538,1976.8452,60.6309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
824.0000,6.0000,1168.4312,1105.4343,1352.4613,805.7062,1307.4849,543.8255,746.7656,503.6340,396.8386,387.0141,1973.5033,137.2978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
825.0000,7.0000,1168.7312,1183.0756,1354.0366,882.2013,1308.1148,622.2066,748.3977,583.5736,395.7779,465.3230,1969.8959,212.8564,1512.6847,112.0619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
826.0000,9.0000,1169.6827,1260.4099,1355.1900,958.9317,1308.5917,701.0939,750.8341,663.3205,394.6207,544.3594,1966.1544,288.6933,1512.7394,192.1381,1289.9450,109.3574,617.7278,101.3649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
827.0000,11.0000,1170.2557,1336.9683,1356.8522,1034.9110,1308.7668,779.5939,752.9994,742.6289,393.1317,622.6240,1962.5016,363.9789,1512.8156,269.8338,1290.1073,187.4621,617.9240,179.1679,860.6111,89.5253,1340.8137,95.0629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
828.0000,11.0000,1170.5709,1413.5456,1357.7531,1111.4669,1308.6888,859.0612,754.5166,822.6695,391.8455,701.8291,1958.5907,440.2355,1512.5161,347.7195,1290.3242,266.1381,617.6724,257.2505,860.7938,167.1918,1342.8153,173.0385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
829.0000,11.0000,1171.1302,1489.6091,1358.7878,1187.7694,1308.6029,938.3276,756.1365,901.5217,390.5319,779.3071,1955.2145,515.0645,1512.4739,425.9179,1290.2886,343.9999,617.5458,335.0732,860.9186,244.4492,1344.0521,250.0246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
830.0000,12.0000,1171.5468,1565.9448,1359.4944,1264.0720,1308.1945,1018.2690,758.1855,979.9154,389.0752,857.8116,1951.6408,590.7631,1512.2379,503.9031,1290.6799,422.9105,617.8060,412.8419,861.0292,322.3160,1345.0306,327.6951,503.0865,88.0329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
831.0000,14.0000,1172.5564,1641.0100,1360.3651,1340.6340,1308.6222,1097.6813,759.3059,1058.3319,388.0310,935.4823,1948.2110,665.7624,1512.5486,582.5008,1290.4821,501.1408,617.9737,491.4242,861.5579,400.2123,1346.0977,405.7442,503.9674,165.6523,302.4897,97.7132,1027.4525,102.3718,NaN,NaN,NaN,NaN
832.0000,13.0000,1361.0832,1416.8038,1308.7712,1177.3172,760.2344,1137.1511,387.5473,1013.5953,1944.4312,741.7063,1512.7056,660.4016,1290.8935,579.8679,618.0078,568.5976,861.9044,478.4584,1346.2419,483.7544,504.3555,242.8791,303.2276,174.4131,1027.8642,180.3499,NaN,NaN,NaN,NaN,NaN,NaN
833.0000,13.0000,1362.2981,1493.5825,1308.3118,1257.2168,761.1674,1215.7565,386.5155,1091.2425,1940.6502,817.3838,1513.2171,739.0550,1290.8415,659.0214,618.2504,647.7587,861.8753,556.4875,1346.4077,562.4159,504.5581,320.2777,303.6452,251.1521,1028.3584,258.2457,NaN,NaN,NaN,NaN,NaN,NaN
834.0000,14.0000,1363.3861,1570.7352,1308.1441,1337.2047,761.9090,1294.9752,385.8739,1170.6631,1936.6642,894.0018,1514.3264,818.5466,1291.3523,738.4023,618.3916,726.6858,862.2492,635.7178,1346.3460,641.9127,505.3186,399.3239,304.7858,328.8587,1028.7086,337.4298,1258.8647,91.4699,NaN,NaN,NaN,NaN
835.0000,15.0000,1364.5069,1647.0213,1308.4839,1417.0326,762.3465,1374.1935,385.3251,1249.8633,1932.5010,970.9633,1515.3001,898.0864,1291.6566,818.0470,618.5989,806.7452,863.1968,715.5976,1345.9706,722.2789,505.8788,478.5947,305.0939,407.1709,1029.4674,416.9239,1258.0957,170.6236,1803.1314,85.4585,NaN,NaN
836.0000,16.0000,1308.7553,1496.8129,762.0007,1454.6598,384.5468,1329.9854,1928.3542,1048.0898,1516.3801,977.8504,1291.8546,897.9031,618.7098,886.7263,863.4816,795.9881,1345.1754,803.1337,506.4813,557.9754,305.6086,486.3803,1029.9666,496.6812,1257.5501,250.3904,1797.8292,164.2440,809.2248,133.4699,261.6109,82.0133
837.0000,16.0000,1308.8746,1575.8246,762.5585,1532.9917,383.8507,1409.3876,1923.9513,1124.8153,1517.2946,1057.5004,1292.4983,977.5815,619.2553,967.3992,863.5364,876.0271,1344.3645,883.2948,507.5461,637.7951,305.8427,565.5125,1030.6511,576.3360,1256.5881,330.4702,1793.0314,243.8957,809.3820,212.1988,258.4489,160.3755
838.0000,16.0000,1308.2672,1654.2548,762.6937,1611.1778,383.1305,1488.4572,1919.8446,1201.2059,1518.2583,1136.3866,1292.2716,1057.3456,619.8691,1046.2086,863.5332,956.2140,1343.0469,963.0185,507.9868,716.2397,306.0073,645.1138,1030.9264,655.1009,1255.9695,409.5914,1787.9279,323.1758,809.0017,290.8171,256.5390,238.5621
839.0000,15.0000,382.3849,1567.2868,1916.0416,1277.6188,1519.0893,1215.8417,1292.6643,1137.2988,620.4996,1125.3024,862.9972,1036.0934,1341.7309,1043.3334,508.8748,795.7959,306.0223,725.3094,1031.6967,735.4538,1255.3322,489.0567,1783.0992,402.0373,877.7533,394.4095,772.9788,357.6532,254.8331,317.1771,NaN,NaN
840.0000,13.0000,1911.2666,1353.8288,1519.6259,1294.1643,1293.0240,1216.6728,621.2188,1204.8428,863.2578,1116.4618,1340.5004,1123.2042,509.0501,874.8717,305.8228,805.4195,1031.9880,814.5300,1254.8996,568.6645,1777.9111,480.7276,809.8725,449.3665,252.9920,395.2639,NaN,NaN,NaN,NaN,NaN,NaN
841.0000,13.0000,1906.3783,1429.3979,1519.9664,1372.9251,1292.9628,1296.5414,621.9313,1283.2052,862.8520,1196.0995,1338.9447,1202.0876,509.2498,954.3016,304.6602,885.0891,1032.0781,893.6227,1254.1935,647.9868,1772.6661,560.1036,809.5613,528.3128,250.9635,473.9023,NaN,NaN,NaN,NaN,NaN,NaN
842.0000,13.0000,1901.6520,1504.6491,1520.3329,1450.5268,1293.2409,1375.3017,622.9251,1361.6933,862.9975,1275.1104,1338.0598,1280.6504,509.1806,1032.1164,304.1296,964.3337,1031.8995,971.8056,1253.6759,726.0343,1767.8784,638.1066,809.7407,606.6829,249.4896,550.7313,NaN,NaN,NaN,NaN,NaN,NaN
843.0000,15.0000,1896.9303,1578.9072,1520.6969,1528.4516,1292.6334,1454.0835,623.7087,1439.6762,862.8092,1354.3581,1337.2935,1359.5188,509.0807,1111.1325,1008.9319,1060.8492,304.5355,1044.5899,1057.1798,1040.3736,1253.4424,804.8257,1762.6523,717.1915,809.7388,685.4983,247.8421,629.1714,829.7701,85.5138,NaN,NaN
844.0000,14.0000,1521.1011,1606.8855,1292.4105,1532.5654,624.5337,1518.1188,862.3039,1432.7943,1337.0307,1437.8051,508.9864,1189.2225,303.9295,1124.3810,1031.9822,1129.8875,1252.9854,883.8502,1757.7306,795.8104,809.4512,764.2439,246.0196,706.4665,827.1615,162.0436,1219.9198,129.2541,NaN,NaN,NaN,NaN
845.0000,13.0000,1292.9228,1611.2302,625.0997,1596.4244,861.8922,1511.7297,1336.7968,1515.9359,509.5349,1268.3129,303.2458,1204.3936,1032.1807,1208.3292,1252.6704,962.8118,1752.7221,875.0895,808.9808,843.1508,244.4429,784.6677,824.5966,239.3270,1218.5445,209.5680,NaN,NaN,NaN,NaN,NaN,NaN
846.0000,11.0000,862.3362,1589.9710,1337.2375,1593.8981,509.6244,1346.2405,302.9051,1282.4658,1032.8373,1286.9475,1252.6446,1041.4965,1747.8944,953.5716,808.5568,921.4355,243.3750,862.3780,821.7777,316.0884,1216.4323,287.8398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
847.0000,9.0000,509.4936,1425.7074,304.0165,1363.1227,1033.3071,1367.1187,1252.5096,1122.4634,1743.0571,1034.4424,808.1073,1002.1270,241.7916,942.8150,818.7944,394.9937,1215.4844,369.7128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
848.0000,9.0000,510.5251,1503.1989,305.5603,1441.4123,1034.3212,1445.8992,1252.5193,1202.0345,1738.6298,1114.0737,807.9203,1081.5640,239.9755,1021.8024,815.5044,473.1548,1214.9190,450.2215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
849.0000,10.0000,512.3968,1582.4936,308.3470,1518.8146,1034.9935,1525.3993,1252.8188,1281.7841,1733.2754,1193.1230,808.3423,1161.7902,238.0018,1101.3922,812.4269,551.4958,1214.6113,530.7139,1128.5776,134.1355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
850.0000,9.0000,310.9915,1595.9792,1035.6211,1603.9772,1253.0427,1361.0050,1728.6914,1273.0132,808.6048,1241.1936,236.0060,1179.6663,809.7028,630.2814,1214.4298,610.5047,1128.6921,213.3417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
851.0000,7.0000,1253.5297,1441.0879,1723.3328,1353.0045,809.3847,1322.2176,234.0680,1259.3454,807.2967,709.4444,1215.0144,691.9933,1128.9854,293.9416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
852.0000,7.0000,1254.2466,1519.7172,1718.6193,1432.5587,810.1883,1401.7459,232.0467,1338.3037,805.3336,788.4485,1215.6688,771.7003,1129.4051,373.8696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
853.0000,7.0000,1254.6730,1599.8910,1713.9672,1513.0478,810.3927,1481.8968,229.4644,1417.4987,803.5157,867.9966,1216.4285,852.1337,1129.8646,454.4707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
854.0000,6.0000,1708.7649,1591.5343,811.4650,1560.9225,227.4752,1494.7586,801.6498,945.9860,1217.9018,930.4856,1130.5851,533.5805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
855.0000,4.0000,225.4425,1571.6871,799.4896,1024.3038,1219.3932,1009.6881,1131.1306,612.8266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
856.0000,4.0000,797.6547,1100.7047,1220.9357,1087.4692,1131.0649,691.3905,1622.9252,84.3246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
857.0000,5.0000,795.8278,1178.0904,1222.2825,1166.3074,1131.4803,770.5927,1623.9883,163.0912,642.8046,74.2529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
858.0000,5.0000,793.8236,1255.3696,1223.6862,1244.7020,1131.4504,849.1947,1624.9561,241.9014,641.2591,152.3709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
859.0000,5.0000,791.7079,1334.1129,1224.6027,1324.2629,1131.0213,929.4010,1625.0864,321.4918,638.8320,231.7219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
860.0000,5.0000,789.7701,1411.5691,1225.0355,1401.6931,1131.2728,1008.2488,1625.4227,399.9267,636.3455,309.5193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
861.0000,5.0000,788.0115,1489.7083,1226.2955,1480.7027,1131.9947,1088.7353,1626.0440,479.3186,634.1163,389.9145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
862.0000,5.0000,786.3314,1566.7948,1227.1034,1559.5972,1132.4134,1169.4049,1625.8260,559.5429,631.1601,469.7211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
863.0000,3.0000,1132.8222,1249.7798,1625.6459,638.9565,628.4677,549.4410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
864.0000,3.0000,1133.4412,1329.3671,1625.0507,718.7127,626.0361,629.1249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
865.0000,4.0000,1133.8412,1408.5871,1625.0300,797.3476,623.0105,708.0289,835.5306,73.5990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
866.0000,4.0000,1134.1246,1487.4665,1624.3113,876.3016,620.1486,787.2891,835.6822,151.3428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
867.0000,4.0000,1134.1120,1566.1049,1623.9285,954.9991,617.1970,866.4603,835.5971,229.2518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
868.0000,3.0000,1623.6636,1033.8221,614.5216,945.1572,835.4125,307.1503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
869.0000,4.0000,1624.0121,1112.0945,613.0931,1023.0559,836.4309,384.8267,550.7535,87.9889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
870.0000,4.0000,1624.8667,1190.7378,611.1396,1101.3362,836.1498,463.1552,552.2654,165.3900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
871.0000,5.0000,1624.9993,1268.8780,609.4696,1178.6586,836.1073,540.3098,553.2590,241.9597,458.1273,100.4095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
872.0000,5.0000,1625.2132,1347.0445,607.5542,1256.6113,836.0154,618.1013,554.6488,319.2139,458.0556,178.1694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
873.0000,5.0000,1625.2914,1424.5774,606.0373,1334.9759,836.5504,695.2208,556.4013,396.8327,457.8836,256.4729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
874.0000,5.0000,1625.4074,1503.1407,604.2050,1413.9314,836.7519,773.1736,558.1011,475.3500,457.7545,336.1303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
875.0000,6.0000,1624.5363,1581.2393,602.5202,1491.5253,836.2225,850.7456,560.0371,553.3956,457.4815,414.6881,703.5554,71.5054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
876.0000,5.0000,600.8585,1570.6983,836.2149,928.7751,562.0488,632.2461,457.7286,494.8218,703.4498,151.4803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
877.0000,4.0000,836.0027,1005.9680,564.4751,710.5610,458.0650,573.5816,703.8717,230.3987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
878.0000,4.0000,835.8274,1083.9096,566.6725,788.9788,458.0978,653.5252,703.8714,309.8455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
879.0000,5.0000,835.9786,1161.8090,569.2123,866.7570,458.3432,732.3830,704.0301,389.4271,1001.1905,118.3067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
880.0000,5.0000,836.0969,1239.9284,571.4323,945.8700,458.4162,812.5149,704.3357,469.6444,1000.5370,197.2976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
881.0000,6.0000,836.8443,1316.8283,574.4986,1023.8239,458.7941,891.8226,704.6217,548.5825,999.9245,276.0564,891.0625,105.3726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
882.0000,6.0000,836.3083,1394.7438,576.7098,1102.8405,458.8036,971.2685,704.5834,627.8804,999.5873,355.3369,890.4887,184.5692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
883.0000,6.0000,835.9015,1471.2005,579.2055,1180.8211,458.9069,1050.9807,705.0184,706.8391,999.9056,434.0130,890.1209,263.4520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
884.0000,6.0000,836.6249,1548.0657,580.7093,1258.5716,459.3786,1129.5604,705.5120,786.2669,1001.1045,513.4406,889.8706,342.5023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
885.0000,6.0000,836.5711,1623.7927,583.0714,1336.4589,460.0208,1207.9665,705.6681,864.8652,1001.9539,592.8037,889.7306,421.4068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
886.0000,5.0000,585.3574,1413.9881,460.7692,1286.3890,706.1945,943.8428,1002.9456,672.2586,889.3984,500.2719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
887.0000,5.0000,587.5502,1490.9735,461.6183,1364.3731,706.8799,1022.1572,1004.1153,751.3271,889.4183,578.6562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
888.0000,7.0000,590.1201,1567.9596,462.6557,1442.9249,707.7560,1101.3382,1005.0396,830.6989,889.8218,657.8490,805.0289,64.3332,1937.0542,55.6440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
889.0000,6.0000,464.2887,1520.7754,707.9195,1180.6686,1005.9960,910.0361,890.1214,737.8594,805.2846,142.7601,1936.3709,132.5788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
890.0000,6.0000,466.9393,1597.6125,708.1383,1259.2289,1006.2368,989.6024,890.7232,816.3998,804.7405,221.7796,1936.3423,208.7608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
891.0000,5.0000,708.7301,1339.1314,1006.8057,1069.4131,891.2335,896.7692,805.2205,301.1869,1936.2600,285.6069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
892.0000,6.0000,709.3553,1418.0021,1007.6328,1148.9378,891.7047,976.2754,805.2890,380.7948,1935.9387,362.6720,397.8950,108.2832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
893.0000,7.0000,709.8282,1496.8257,1008.1422,1228.8980,892.1097,1056.1466,805.0508,460.7564,1934.9952,440.1307,397.4630,187.7372,1381.4873,103.1670,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
894.0000,7.0000,710.2810,1576.1138,1008.4664,1307.5875,892.4079,1135.1645,805.1297,540.2018,1934.3572,516.4602,396.5915,266.5419,1381.6683,182.9945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
895.0000,6.0000,1008.4784,1387.1554,893.4838,1214.7714,805.3128,620.8668,1934.0575,592.9911,396.1889,346.0362,1383.0309,263.0850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
896.0000,6.0000,1008.7310,1465.5602,893.8034,1293.4043,805.7924,700.7754,1933.5669,669.0210,395.1578,424.3336,1383.4047,342.8102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
897.0000,7.0000,1008.6784,1544.3316,894.8245,1372.8221,805.6813,782.0580,1932.7735,746.1993,394.0844,503.7557,1383.9380,422.9093,1245.6241,65.2078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
898.0000,7.0000,1008.2145,1623.3830,895.6045,1450.9383,806.3340,862.0744,1931.8901,822.2900,393.4628,582.4603,1384.3077,502.4734,1246.2302,143.1197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
899.0000,6.0000,896.8373,1530.2826,806.5127,942.3183,1931.0025,899.0960,392.8250,661.7009,1384.5044,582.2479,1246.1182,221.9528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
900.0000,7.0000,897.9079,1609.2245,806.7481,1021.2065,1930.4765,974.5272,392.6736,739.5722,1385.5127,661.3060,1246.6136,300.2448,1461.2617,98.2912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
901.0000,8.0000,807.8131,1100.8562,1929.3505,1051.4719,392.2581,819.6239,1385.6963,741.4576,1247.1838,379.9144,1463.0376,175.4420,588.6912,101.2484,1102.9973,65.3310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
902.0000,9.0000,807.7439,1178.6733,1928.2449,1126.8479,391.4086,897.2052,1385.9029,820.2416,1247.3591,458.3602,1463.7258,251.2718,589.1916,177.9564,1103.4037,142.8044,1465.5358,76.5351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
903.0000,9.0000,808.2169,1256.5517,1927.2990,1202.6003,390.8075,975.2872,1386.6176,899.6845,1247.7032,538.0971,1465.0053,327.8501,589.9042,255.7930,1103.9134,220.5196,1466.5595,156.0963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
904.0000,9.0000,808.9578,1333.4813,1927.0351,1277.2634,390.6216,1053.0826,1386.5727,977.7322,1247.6589,617.1475,1466.2979,404.0616,590.4949,333.1197,1103.8148,297.1924,1468.6354,234.5313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
905.0000,9.0000,808.6114,1411.2270,1925.3478,1353.5789,390.1297,1132.7613,1387.0882,1057.6451,1248.0528,698.1392,1467.0724,481.7726,590.9990,412.4129,1104.5296,376.2232,1469.7711,315.2740,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
906.0000,10.0000,809.4244,1487.8474,1924.6684,1429.1319,390.1398,1210.7972,1387.5045,1135.9807,1248.3746,777.8658,1467.9316,559.0283,591.4860,490.5509,1104.8974,454.1032,1471.5948,395.0265,819.2214,139.4513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
907.0000,10.0000,810.4296,1565.6552,1923.4302,1505.2009,390.1723,1290.7447,1387.3478,1215.0597,1247.7742,858.3765,1468.7339,636.8176,592.4496,569.9643,1105.2975,532.8759,1473.1276,475.7686,816.9402,218.4725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
