FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y,MidPoint_20_x,MidPoint_20_y,MidPoint_21_x,MidPoint_21_y,MidPoint_22_x,MidPoint_22_y,MidPoint_23_x,MidPoint_23_y,MidPoint_24_x,MidPoint_24_y,MidPoint_25_x,MidPoint_25_y
10.0000,16.0000,903.2335,1568.5644,416.3884,1565.5465,329.2894,1438.6136,773.7382,1434.2584,1687.0764,1403.0046,1583.8553,1273.7481,1852.1743,1165.2528,742.3064,967.2963,1805.8150,700.3220,1792.8930,569.3214,1280.4196,450.1816,235.4644,438.7437,834.1511,439.9110,1891.0840,252.1942,320.8067,263.7263,2041.8377,141.4726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,16.0000,903.4987,1646.8781,332.9090,1515.6955,774.1231,1513.4367,1684.5076,1480.7794,1584.5571,1353.0391,1851.8389,1243.5999,741.5270,1049.6311,1806.1801,780.1860,1792.0192,649.2077,1281.0632,530.6984,236.1251,518.3280,833.3228,519.6706,1892.4140,330.1121,321.9714,341.9311,2042.1235,220.8148,833.4172,73.8541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,18.0000,337.0320,1591.2556,774.3920,1591.6688,1681.5682,1558.5594,1585.2052,1431.3529,1852.3641,1321.0397,741.7289,1130.9134,1806.4158,858.8091,1791.5733,727.8352,1281.8523,609.9077,236.5536,596.1318,832.2191,597.8303,1892.5472,407.2732,323.0350,418.9774,2042.1434,299.1599,831.8657,150.1022,697.2266,112.3722,1711.1921,74.4083,1002.2546,71.6699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,16.0000,1678.5010,1636.1832,1585.7717,1509.8646,1851.7935,1399.2273,741.2541,1211.7542,1807.1052,938.5349,1790.9631,807.4873,1281.8894,689.9572,237.7505,675.3059,831.2468,676.6891,1894.1686,485.1293,324.0490,496.7811,2042.2025,378.2034,830.6816,227.1792,697.4872,191.0318,1711.5818,152.0551,1003.8752,151.0404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,15.0000,1586.7329,1588.3799,1851.6872,1476.5994,741.9780,1292.5334,1807.1565,1016.4408,1790.8111,886.1733,1282.1473,768.7514,238.2877,753.5672,830.8304,755.9833,1894.4450,562.4732,325.0949,574.5359,2042.8958,456.9683,829.3452,303.6508,697.7325,269.6643,1711.7313,229.7284,1005.2246,229.3444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,14.0000,1850.7036,1553.3470,741.8443,1373.4762,1807.9361,1096.1992,1790.7700,966.0684,1282.2120,848.1470,239.5394,833.0956,830.5983,835.7119,1895.6237,641.3306,325.6427,653.1521,2043.4505,537.0890,827.8166,381.4788,697.9318,349.3743,1712.1677,308.4549,1006.4468,308.7241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,14.0000,1851.1969,1629.8594,742.0859,1453.9041,1807.9354,1175.1035,1790.4666,1044.6709,1281.9840,926.1974,830.5325,915.0811,240.6176,911.5244,1896.0049,719.0355,325.5978,731.1511,2043.8003,615.4745,826.7695,458.6625,697.8198,428.4000,1712.2305,386.9528,1007.1333,387.5243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,14.0000,741.6635,1534.0906,1807.8563,1254.1782,1790.4494,1124.0512,1281.2435,1005.1317,830.9839,994.3662,242.0275,990.1950,1896.6824,797.0414,326.5446,810.1123,2044.9004,694.7972,825.7246,536.0206,697.8570,507.8476,1712.4256,466.5126,1007.8919,466.8257,671.5459,79.1074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,15.0000,742.2291,1613.8523,1807.8022,1332.9377,1790.3781,1202.5705,1281.3594,1082.8394,831.2514,1073.8406,244.1850,1068.7613,1897.1482,874.8102,326.7114,888.4663,2044.8807,772.9908,824.4900,613.7529,697.9110,587.0093,1713.0108,545.8585,1008.5716,546.0647,673.4822,157.3236,1087.1424,164.5706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,16.0000,1807.6891,1412.9438,1790.4070,1282.6124,1280.6070,1161.7508,832.0406,1153.9838,246.1704,1147.9452,1897.9143,953.6314,327.9623,968.1765,2045.7372,853.2945,823.4753,691.9332,698.0112,667.8824,1714.0013,626.0512,1009.1393,626.4822,675.0906,235.6476,1878.7086,104.7577,1207.4907,104.1826,1078.4325,202.4121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,16.0000,1807.3228,1491.9868,1790.5324,1362.3313,1279.6496,1239.5066,833.1040,1234.2066,248.0638,1226.8717,1898.7742,1031.9827,328.7295,1047.1741,2046.5796,932.6115,821.8107,770.3640,698.2625,747.9862,1713.9327,706.6865,1009.9035,706.5911,677.1326,314.7485,1881.4251,183.4071,1204.7494,181.9818,1078.6089,283.2985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,17.0000,1807.2869,1571.1548,1790.6476,1441.7189,1278.9201,1317.6473,834.4403,1314.5120,249.6941,1305.2031,1898.4311,1110.0251,329.9505,1125.9979,2046.7152,1011.2317,820.7244,847.8671,698.5346,827.5995,1715.0140,786.8390,1010.4090,786.3327,1147.8717,482.5313,679.4598,393.5407,1884.2848,262.0828,1202.2083,259.4572,1053.4648,319.4860,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,18.0000,1790.9772,1521.9990,1278.7425,1395.7852,835.9512,1394.6145,251.4550,1383.5360,1899.0497,1188.5183,330.0170,1204.6045,2047.2905,1090.7411,819.9758,925.7820,699.0785,907.8466,1715.1989,866.9506,1010.6834,866.5598,1147.9265,563.7089,681.4976,472.5174,1887.4354,341.6851,1199.6369,338.0337,1053.4154,399.5259,510.3482,38.1163,351.7903,56.3855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,19.0000,1789.7096,1599.0808,1278.4639,1473.6907,837.7905,1473.8134,254.3573,1460.6687,1899.0064,1266.7293,330.7857,1283.6155,2048.1015,1169.8667,818.9095,1003.9498,699.2659,987.9636,1714.9976,946.6081,1011.1756,946.5014,1148.0862,644.2226,683.8851,551.7215,1890.2668,420.6371,1197.2128,415.8793,1053.8219,479.4707,509.3386,113.7636,349.3312,134.1841,1438.6115,93.5972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,19.0000,1278.0478,1552.5915,839.5040,1553.1781,257.7708,1538.9890,1899.5232,1345.3790,331.6811,1362.6235,2048.0057,1249.2180,817.7947,1082.5045,699.8547,1067.4287,1714.8465,1025.8167,1011.0706,1026.2892,1148.1928,724.9241,686.1599,630.2245,1892.5275,500.1186,1194.9237,495.0755,1054.1711,559.3629,509.0382,189.7253,347.5756,210.7193,1439.1629,172.7949,1910.3337,58.1599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,20.0000,1277.7152,1630.9446,840.9675,1632.9368,261.0441,1615.5297,1899.8358,1422.9376,332.2426,1440.6626,2048.2071,1328.3093,817.5411,1160.2587,700.4828,1146.8064,1714.6028,1103.9776,1010.7043,1105.3590,1148.3421,804.7871,688.9890,708.4079,1894.4505,579.1773,1193.3476,572.6172,1054.9108,638.2797,508.1988,265.2925,345.5663,287.6396,1439.6230,251.7300,1912.0295,133.8917,1202.9745,99.5837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,18.0000,1900.9052,1500.3544,333.0068,1517.8755,2048.1603,1407.4981,817.4089,1238.1946,700.9691,1225.1350,1714.8938,1182.7525,1010.4618,1184.8263,1148.5489,884.1703,691.5398,786.0798,1895.6799,657.2686,1191.5256,650.8327,1055.5008,717.0700,344.3114,364.2255,507.9021,340.6587,1440.5475,330.3126,1914.1723,210.9780,1202.7049,178.1254,1259.3496,93.0747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,18.0000,1899.1160,1573.5994,334.4045,1594.7161,2047.4793,1484.6288,817.4361,1315.9043,701.7724,1304.5628,1714.7749,1261.3755,1010.4092,1263.7779,1149.0197,963.7165,694.5219,863.6237,1896.3416,736.2629,1189.8223,728.7254,1056.5540,795.9791,342.5994,441.3789,507.2530,415.9765,1441.1837,409.4331,1915.7972,287.9523,1203.2000,256.8942,1259.0766,169.9197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,17.0000,1900.2605,1648.8136,2046.2309,1559.0020,816.8263,1395.0462,702.6514,1383.6751,1714.6720,1340.6520,1009.9388,1343.2046,1149.2525,1043.3626,697.2792,942.1395,1896.7531,815.7810,1187.9109,807.3157,1056.9023,875.1231,340.8982,519.4171,506.5898,491.3187,1441.9646,488.8944,1917.1006,366.0022,1204.1864,336.5811,1258.4490,247.9337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,16.0000,2036.4791,1620.4002,817.1217,1472.3448,703.1067,1461.0471,1714.0763,1419.2661,1009.3987,1421.2532,1149.6890,1122.0368,700.1639,1019.9433,1896.6050,893.5516,1186.2560,884.3184,1057.5933,953.6695,340.1577,595.3329,506.3053,565.4786,1442.8373,567.3879,1918.1374,443.0491,1204.5274,414.3905,1258.1321,324.4106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,15.0000,818.1620,1549.7692,703.9928,1540.4207,1714.8483,1497.6360,1008.6943,1499.6964,1149.5609,1201.4643,702.9115,1098.4870,1896.1153,973.4151,1184.4528,962.5815,1057.5814,1033.1861,338.9629,672.8794,505.8767,640.8922,1443.2861,647.4786,1919.0937,521.6666,1204.7340,493.7634,1257.4394,402.2252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,16.0000,817.7428,1624.3662,704.9580,1618.6543,1714.6460,1574.4889,1008.2060,1578.1708,1150.1681,1279.9783,705.7941,1176.1476,1895.0713,1051.7895,1182.7124,1039.7938,1057.2210,1112.1409,337.3574,749.8155,505.4130,715.3234,1443.7417,726.3294,1919.5008,599.0971,1205.0038,572.0422,1257.2580,478.5313,158.0629,98.7632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,14.0000,1713.6446,1651.4628,1149.7858,1358.1572,708.6049,1253.2684,1893.1817,1129.7387,1181.1609,1117.5837,1057.1596,1190.1874,336.3348,826.1753,504.9207,790.4920,1444.7594,805.3331,1920.0391,677.3162,1205.1746,650.5240,1257.1941,555.4807,157.0458,175.2371,813.2265,120.4132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,14.0000,1149.9934,1435.5117,711.6212,1329.9743,1891.2510,1207.7239,1179.9849,1194.6941,1057.2859,1267.9368,335.1853,902.4938,504.5172,865.4900,1445.6089,884.3090,1920.5816,755.4274,1205.7927,728.9364,1256.0945,632.4186,156.6012,252.1761,812.6207,197.1377,939.3246,109.5367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,15.0000,1149.8881,1513.6403,714.4983,1408.1067,1889.0063,1286.6579,1178.3721,1273.3821,1057.6386,1346.8612,333.7196,979.7694,504.3067,941.0516,1446.1835,964.8345,1921.2008,834.4393,1206.0807,807.7763,1255.4331,710.3293,156.0487,330.4070,811.1867,275.3692,940.0583,188.3318,1925.6741,154.4111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,15.0000,1150.8285,1590.6983,717.4294,1484.7826,1887.0587,1364.1280,1177.2040,1350.1747,1058.0610,1423.9530,332.3620,1055.5894,1447.0945,1043.0976,504.3945,1014.6949,1921.5862,912.2935,1206.9207,885.4609,1254.8177,786.2183,155.8457,407.5489,809.8872,351.9623,940.6491,264.8507,1926.3254,231.4614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,14.0000,720.4275,1563.0993,1884.9776,1442.8679,1175.9391,1427.7111,1058.1307,1502.2295,331.5881,1132.5750,1447.7096,1122.7261,503.9390,1090.1329,1921.3203,990.9240,1207.4534,964.2572,1254.2563,863.7613,154.9825,486.5829,808.5626,430.1370,941.0256,343.7133,1926.9483,310.1925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,13.0000,1883.1737,1520.1988,1173.9145,1505.3396,1039.5877,1547.8757,331.2613,1209.5552,1448.0698,1201.2554,504.1799,1164.8830,1922.0503,1069.0790,1208.6837,1042.4533,1253.8236,940.4993,155.0919,564.7259,807.5102,507.3735,941.3230,421.8503,1927.6467,388.2536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,15.0000,1880.9712,1598.4120,1171.5981,1584.1308,330.7767,1287.7048,1448.2615,1280.6522,504.2518,1241.0430,1922.7559,1148.4196,1209.6180,1121.6540,1253.7492,1018.8114,155.0079,643.5243,806.2879,585.9936,931.9644,537.9658,962.3726,423.6155,1928.7571,467.4273,1274.0084,131.1108,1818.6664,77.1416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,14.0000,331.2057,1364.8621,1448.8843,1358.1769,503.7703,1316.0047,1922.2614,1225.9754,1210.8216,1199.3421,1252.7171,1096.5039,155.3573,721.7906,805.6613,663.2690,931.9430,617.2627,962.6151,500.5995,1929.0107,545.7731,1277.4805,209.3647,1813.3312,153.1227,1448.3273,128.9258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,15.0000,330.7024,1443.6120,1448.7844,1436.9397,503.9065,1391.9673,1922.9385,1304.9782,1211.9877,1277.7810,1252.4020,1174.5917,155.1442,801.5056,804.7385,743.1570,932.3451,697.3784,963.6624,578.8381,1929.3362,625.2779,1280.8415,288.8165,1807.6414,230.3190,1448.9088,208.3392,522.5314,123.5801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,15.0000,330.8462,1521.1460,1449.1625,1514.2932,504.3806,1466.3927,1922.9496,1382.0190,1212.7623,1355.0129,1251.6158,1251.4432,155.8170,879.6546,804.3523,821.5013,932.8984,776.1588,1930.1417,703.7545,963.7897,656.3726,1284.0924,367.1646,1802.9116,306.3728,1449.7865,285.9545,520.6066,198.0805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,16.0000,332.6099,1593.9856,1448.7240,1592.2331,505.7118,1540.1928,1923.0838,1460.1475,1214.6214,1433.7144,1251.5245,1328.3745,156.3922,958.6981,804.2947,900.3262,933.0241,855.7935,1930.6125,782.8849,964.4393,735.3313,1287.1972,445.9587,1797.8888,383.2787,1450.3611,365.0770,518.8122,273.4062,1664.8548,122.7601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,15.0000,505.0889,1613.6256,1923.8774,1538.2461,1214.8639,1511.0701,1251.0611,1405.4474,157.1599,1037.2159,804.6324,978.9534,933.0444,934.5409,1930.5290,861.3768,964.8916,814.2804,1290.1575,524.6087,1793.3680,459.5594,1451.0171,443.2724,516.9971,348.6720,1666.6800,200.7572,2042.8767,36.9309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,15.0000,1924.0051,1613.0267,1216.0676,1589.4327,1250.7654,1481.8845,157.9651,1115.7500,805.0733,1057.4186,933.3884,1013.1977,1931.0759,939.7648,965.2157,893.2286,1293.1746,602.7096,1789.3805,535.2836,1451.5440,521.6366,515.4732,424.1421,1668.5624,278.9163,2042.3916,110.0717,164.1851,73.4065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,13.0000,1250.9041,1557.8851,158.7123,1194.5173,805.7803,1135.9459,933.5670,1091.9041,1931.2869,1017.8735,965.4930,972.3053,1295.8918,681.1544,1785.2317,611.9122,1451.6925,600.3890,514.0164,499.3854,1670.3554,356.9896,2042.2983,183.6836,164.2232,142.8740,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,15.0000,1249.0498,1635.8211,159.7523,1274.0046,806.7904,1215.2647,933.2385,1171.0530,965.9426,1052.8816,1931.8689,1097.2565,1298.7025,760.4997,1781.0778,689.3351,1451.9074,679.9258,528.4784,596.5259,493.8916,553.9603,1672.3925,436.3680,2041.4420,258.3859,164.5081,213.7871,1759.0758,148.8089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,14.0000,160.9583,1353.1139,807.8597,1294.3606,933.8956,1249.9870,965.4124,1132.5563,1931.8794,1175.6371,1301.5240,839.3507,1776.4959,765.7296,1452.1303,758.9249,510.7941,651.7551,1674.3441,515.4925,2041.5867,332.6725,164.4310,283.9741,1760.9694,228.2220,1790.3487,99.6736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,16.0000,162.3911,1432.3032,808.5521,1374.0604,934.0641,1328.9494,965.9408,1212.9017,1932.3983,1254.4536,1303.8945,918.9483,1772.0517,843.8441,1452.2913,838.2665,526.1577,749.5584,491.4132,706.4158,1676.7650,594.9214,2041.6653,407.4247,164.6794,354.9143,1762.2503,307.6583,1791.6373,178.2269,555.7025,90.4792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,16.0000,163.1410,1512.4221,810.0256,1453.8299,934.3346,1408.7077,965.8014,1293.6054,1932.5359,1333.4051,1306.0984,998.8392,1767.0435,921.8731,1452.4523,918.9402,524.3977,826.4987,489.8750,783.5152,1678.5985,675.1425,2040.5868,482.9681,164.6360,426.5385,1763.2097,387.9350,1792.4013,258.4582,557.1452,170.7150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
