FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y
370.0000,12.0000,346.2104,1626.0854,1869.4290,1591.7450,1508.4139,1409.4110,125.0657,1420.5636,1724.3770,1297.3910,499.1632,1270.8384,492.6320,836.9036,1017.4556,689.7137,1943.0870,627.9277,723.2694,524.3313,584.5549,336.3458,810.2129,212.0796,NaN,NaN,NaN,NaN,NaN,NaN
371.0000,10.0000,1508.2836,1488.7671,127.2401,1498.7409,1720.1326,1377.2497,500.0207,1348.6854,489.1743,913.3354,1019.2887,767.4698,1933.8981,707.2935,719.2257,602.1386,585.2659,415.5467,809.5418,293.5209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
372.0000,10.0000,1507.7272,1567.6963,128.4765,1576.5808,1716.0150,1457.1427,501.6596,1427.7105,485.7898,990.9534,1021.2267,845.2656,1925.2621,787.0339,715.6094,680.8496,585.4887,495.1930,809.0558,375.3434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
373.0000,9.0000,1507.2493,1645.6640,1711.6292,1535.9541,503.4211,1505.5980,483.4256,1066.9900,1023.3441,922.4197,1916.2063,864.6431,712.1492,758.5606,585.7349,574.0297,808.7273,456.5140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
374.0000,10.0000,1707.0551,1616.1703,504.5654,1584.4184,480.5559,1144.1341,1025.1683,1000.1186,1906.4075,944.7829,707.9096,836.7291,585.2908,653.2421,808.6118,538.4421,854.6751,47.8804,1906.1979,69.8334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
375.0000,9.0000,477.4677,1220.3040,1027.0327,1077.1374,1897.9267,1024.1593,704.4218,914.3511,585.9404,731.1061,807.9685,619.3943,854.4645,124.8211,1907.1438,147.7409,615.6871,66.1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
376.0000,10.0000,474.8336,1296.6151,1028.4096,1155.5644,1888.2923,1104.6755,701.3891,992.1164,585.8085,809.8192,808.0195,701.6637,853.9800,202.6941,1908.0600,226.5069,617.7404,145.2565,359.7667,71.1568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
377.0000,10.0000,471.5453,1372.1178,1029.3718,1233.1157,1878.4687,1182.8302,697.6081,1070.0618,585.7483,887.6623,807.3147,782.9202,853.7739,279.4378,1908.5084,304.2024,618.6534,222.1670,359.5181,148.4190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
378.0000,10.0000,468.4463,1449.5550,1030.7880,1311.5206,1869.5093,1262.0432,693.9091,1147.6937,585.7819,966.6419,806.5833,865.2919,853.5698,357.6322,1908.9048,383.3938,620.0293,300.1025,359.5011,226.1097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
379.0000,11.0000,466.1657,1524.7127,1031.7122,1388.2552,1860.3874,1339.1781,690.9037,1224.3565,585.9359,1044.4978,806.0621,946.7497,853.8799,435.0194,1909.6020,461.7760,621.5634,377.5919,358.0997,304.4720,467.9297,109.1165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
380.0000,11.0000,463.3152,1601.8329,1032.5809,1466.5943,1851.3366,1419.1866,687.4991,1302.8993,586.2354,1123.8895,805.8570,1029.3409,854.0772,513.7348,1909.7389,542.2026,623.1818,457.0231,357.8665,382.8869,466.9548,185.9410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
381.0000,11.0000,1033.7378,1543.9473,1842.5125,1498.0189,683.9492,1381.4480,586.2518,1201.9714,805.5007,1110.4673,854.2026,591.5693,1909.9513,621.1180,624.5750,535.1355,356.5802,461.1938,466.3219,261.7310,469.7221,88.4408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
382.0000,11.0000,1035.2941,1623.3369,1832.6146,1576.9100,680.4284,1459.6792,585.7470,1281.3449,804.7840,1192.7804,854.4077,670.6726,1909.9525,701.9918,625.7488,614.2707,355.9092,539.4267,464.6476,339.0643,469.4273,167.5216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
383.0000,9.0000,677.6530,1537.0763,586.2038,1359.2738,805.1280,1273.7058,854.8151,748.9084,1909.4399,781.0808,627.6591,693.4759,354.8341,618.7398,463.4228,415.0666,469.2088,245.8309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
384.0000,9.0000,674.1455,1616.9795,586.6964,1437.9981,805.0434,1355.8714,1909.0364,861.8851,854.2816,828.4634,628.3859,772.5367,354.4994,697.9394,461.9805,492.2466,468.8260,325.1493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
385.0000,10.0000,586.6410,1515.7020,804.2157,1436.1719,1908.2537,940.5381,854.4264,906.2820,629.7097,851.2901,354.0409,776.0077,461.0239,567.7059,468.8077,403.5140,565.0660,82.5370,637.3101,60.7948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
386.0000,10.0000,586.6904,1594.4431,804.2426,1517.0112,1907.5974,1020.6168,854.6686,985.4101,630.3112,930.8179,353.7829,855.1152,459.4661,644.1622,468.9657,483.3308,564.8551,161.7194,636.9718,140.3898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
387.0000,9.0000,805.4340,1595.8979,1907.1473,1099.4058,854.9621,1063.8988,630.8502,1009.7583,354.1677,932.8280,459.0425,719.9904,468.9542,562.1409,564.4815,239.9546,636.5458,218.4433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
388.0000,8.0000,1907.0368,1179.2874,855.4662,1143.1153,631.3830,1088.9611,354.4345,1011.5893,458.5724,797.1401,469.4920,641.8319,564.8059,319.5753,636.8549,297.7772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389.0000,8.0000,1906.2951,1257.1915,855.7734,1221.3842,631.2623,1167.5593,354.6477,1089.2587,457.8152,873.5382,469.9336,720.3320,564.7139,397.7268,637.3107,376.2059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
390.0000,9.0000,1905.8267,1336.2528,856.3846,1300.5510,631.1841,1246.1539,354.6990,1168.2154,457.4711,950.9017,470.1749,799.8103,564.6874,476.8720,637.5341,454.4656,1279.1562,85.5760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
391.0000,9.0000,1905.7140,1414.8756,857.3260,1379.2612,631.2174,1325.0474,355.2782,1246.2730,457.5101,1027.7524,470.8467,878.6408,565.3067,555.3236,638.0176,532.4439,1277.4020,160.0829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
392.0000,9.0000,1905.5518,1493.3344,857.7064,1458.7534,631.0516,1404.2844,356.2247,1324.8908,457.2361,1105.2100,471.2149,957.6158,565.3567,633.9392,639.0071,611.6016,1276.9095,235.0900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
393.0000,9.0000,1904.7008,1571.2381,858.1224,1537.4084,630.0739,1482.5071,356.5693,1403.6616,457.4488,1181.5163,471.2800,1035.6783,565.9527,712.4054,639.3210,689.5480,1275.7097,310.0316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394.0000,8.0000,858.9480,1615.8924,630.4781,1560.0622,357.1982,1481.5133,457.3686,1257.3577,471.5450,1113.5207,565.9191,790.2549,640.2360,767.9883,1274.6817,384.5921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
395.0000,6.0000,360.0290,1555.7207,457.2103,1332.8719,471.9143,1191.4656,565.9475,868.5182,640.3014,846.1322,1273.8536,460.2609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
396.0000,6.0000,359.6229,1629.3214,456.1730,1408.7093,472.6569,1268.8509,566.8875,947.0672,640.6536,924.5059,1272.8960,535.5984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
397.0000,7.0000,455.9152,1484.2644,473.0748,1346.1929,567.5046,1025.3215,640.8907,1002.9397,1271.5236,610.9850,817.8202,125.2786,1824.2278,81.5982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
398.0000,8.0000,456.3915,1559.1328,473.4786,1423.7220,567.9412,1103.1517,640.8600,1081.1642,1270.6285,686.7583,818.4735,203.5143,1824.3353,159.5683,606.8142,71.0015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
399.0000,8.0000,456.3547,1632.2834,474.0046,1501.6529,568.0850,1181.5492,641.1542,1160.0505,1270.0049,763.0667,818.9310,281.8973,1824.3345,237.8234,606.1597,150.3804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
400.0000,8.0000,475.0055,1576.6579,568.1549,1259.0627,641.4779,1238.5875,1269.2366,838.6552,819.8460,359.5886,1824.7421,316.0049,604.8792,229.0738,1006.1855,54.8929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401.0000,8.0000,474.7816,1652.9159,568.8934,1337.8514,642.1168,1317.5010,1268.3628,915.9096,821.1247,439.6320,1825.2559,395.2858,604.0761,308.9053,1004.5709,131.8766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402.0000,7.0000,569.8866,1415.8157,643.0571,1395.5562,1268.3665,992.2439,822.1398,517.5733,1825.6538,473.6055,603.8262,388.3165,1003.7065,208.5591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403.0000,7.0000,571.0103,1494.4581,643.4356,1474.2395,1267.4901,1069.7527,823.4992,596.7269,1825.6792,552.1456,602.9760,467.8800,1003.6442,285.6632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404.0000,7.0000,572.1100,1570.9887,644.1928,1551.9687,1266.8671,1146.6260,825.3500,674.9728,1826.0273,631.9407,602.5477,547.9236,1002.4015,364.0549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
405.0000,8.0000,573.3126,1647.8109,645.1095,1629.1942,1266.3742,1223.6684,827.0454,754.9556,1826.2269,711.5539,601.5878,628.8389,1001.8235,442.6995,1105.8134,92.0547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
406.0000,6.0000,1265.8568,1299.6388,828.9505,833.1421,1826.4090,789.5540,600.8266,708.9397,1001.2554,519.9083,1104.1527,169.9717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
407.0000,6.0000,1264.8410,1376.4435,830.7462,912.7184,1826.2779,869.6137,599.6029,789.7771,1000.9596,598.3948,1102.2856,249.1675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
408.0000,7.0000,1264.0224,1450.7916,832.1876,990.4395,1826.0459,947.7094,598.8382,869.1228,1000.1111,675.6369,1100.8111,327.3440,697.8064,118.4011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409.0000,8.0000,1262.8170,1527.3247,833.5028,1069.6866,1825.8639,1027.2180,598.5285,949.3137,999.1110,753.7237,1099.7616,406.5180,697.1859,197.3379,927.1894,89.5615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
410.0000,8.0000,1261.5270,1602.3690,835.2208,1148.1981,1825.4306,1105.7315,599.0482,1028.2211,997.9665,830.0732,1098.8671,485.1800,696.7613,274.9192,927.2380,169.8708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
411.0000,7.0000,836.7973,1227.9779,1824.6867,1185.6662,599.4996,1108.4755,996.6969,907.9231,1098.5400,565.4584,696.0903,354.9906,926.8133,251.4475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
412.0000,7.0000,838.5533,1306.6675,1823.9262,1264.5626,600.1020,1186.3715,995.2749,984.8965,1098.4713,644.7918,695.6054,433.1809,927.2320,331.9655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
413.0000,7.0000,840.5347,1386.5068,1823.4148,1345.1115,601.8080,1265.3644,994.0136,1063.8203,1098.7973,725.4521,695.5497,513.5637,926.2335,413.6141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
414.0000,7.0000,842.9855,1464.5050,1822.6284,1423.9559,603.6946,1343.4460,993.2017,1141.6192,1099.5511,805.3298,695.4318,593.2419,926.5478,495.0777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
415.0000,7.0000,845.3966,1544.4551,1821.5312,1504.7409,606.0107,1422.7814,992.4544,1220.5325,1100.5927,886.5100,696.0945,674.5217,926.5424,577.6225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
416.0000,9.0000,847.6837,1622.9816,1820.8034,1584.6047,607.1887,1500.5190,991.2888,1298.2297,1101.6526,965.7470,696.6939,754.2549,926.6448,659.0025,1019.5809,76.9817,1743.6358,49.4754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
417.0000,8.0000,608.7571,1579.9761,990.0798,1377.3012,1103.0713,1047.0026,697.6012,835.7886,926.9500,741.4106,1019.7803,157.5046,1745.7501,127.8497,873.1210,115.6892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418.0000,8.0000,989.9544,1454.4187,1104.7193,1127.6421,698.4901,916.3834,926.9785,822.8371,1019.7941,237.1272,1746.4190,204.8404,872.2644,192.7269,203.3928,129.2719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419.0000,8.0000,989.0493,1532.1739,1106.3845,1207.5883,700.0641,996.4634,926.9408,904.2289,1020.2790,317.1663,1747.7556,282.3704,871.8344,270.5155,204.7658,209.1238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
420.0000,8.0000,987.4014,1610.1284,1108.2378,1286.8962,701.0151,1076.6135,927.3991,985.0390,1021.0209,396.9694,1749.4865,358.9097,871.2904,348.2008,206.4073,288.4617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
421.0000,7.0000,1110.0396,1366.8442,702.4232,1156.4342,927.7070,1066.3703,1021.3016,477.4641,1750.8998,435.5571,871.1979,426.2021,207.7937,368.6120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
422.0000,7.0000,1111.5981,1445.8451,703.3521,1235.5654,927.4965,1147.1871,1021.7834,557.6222,1751.8987,511.9267,870.6640,504.3851,210.0653,448.0579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
423.0000,7.0000,1113.2686,1526.1434,704.2560,1315.9235,928.1799,1228.6807,1022.2355,637.9757,1753.5093,589.0750,870.0424,583.2126,211.4599,529.0511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
424.0000,8.0000,1114.9161,1606.5750,704.9330,1396.1154,927.8555,1309.5113,1022.2719,718.2253,1755.4907,665.7706,869.8550,661.5716,213.6233,609.3238,1161.8772,81.9589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
425.0000,8.0000,706.1427,1475.3951,927.7403,1389.6884,1022.3212,797.6830,1756.3653,741.9544,869.4934,740.1070,215.2347,689.4033,1161.8491,161.0571,1562.0287,63.7812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
426.0000,10.0000,707.0492,1555.6226,928.2310,1470.1018,1022.6524,877.5998,1757.7589,818.6331,869.3807,818.8147,216.5417,769.6110,1161.7692,240.7837,1563.0255,143.4955,1619.6804,120.7092,180.2551,92.9596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
427.0000,10.0000,707.6479,1634.8998,929.0201,1550.0502,1022.8479,957.5367,869.4813,897.5138,1759.5941,895.2698,218.2401,849.5847,1161.5020,320.5957,1591.5005,211.8327,179.9627,172.2641,1417.8619,106.6632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
428.0000,10.0000,929.3922,1629.2701,1022.9380,1038.0104,868.5927,976.6986,1760.4616,971.7046,219.6014,930.2227,1161.2275,400.7654,1564.1732,302.5332,1621.2086,280.0729,179.8836,251.9330,1419.0294,185.2700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
429.0000,10.0000,1023.6083,1117.7907,868.4024,1055.2334,1761.9217,1047.8934,221.0384,1010.0358,1160.6528,481.0830,1565.1132,381.2206,1621.6690,359.3845,179.7357,331.2336,1419.8337,263.3539,1084.1962,117.7291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
430.0000,9.0000,1024.0189,1198.4055,868.6699,1133.8316,1762.8072,1124.5282,222.2877,1089.4822,1160.2660,560.6767,1593.1162,450.0276,180.3548,410.9781,1421.1070,342.3455,1084.5079,196.4716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
431.0000,9.0000,1024.8504,1277.2449,869.0258,1211.5889,1763.9550,1200.2899,223.9092,1167.6271,1158.8719,639.6142,1593.8126,528.1435,181.2403,489.2497,1421.9232,420.1795,1084.2935,274.1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
432.0000,9.0000,1025.2931,1356.4305,869.4098,1290.6785,1764.2945,1276.6774,225.3687,1246.5848,1157.7320,719.0075,1593.9150,607.3418,181.3932,569.0998,1422.0891,498.9204,1084.0146,352.7213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
433.0000,11.0000,1026.3400,1433.9049,870.1674,1368.8377,1765.5975,1351.9876,226.7512,1324.8501,1156.8209,797.8330,1568.6914,695.6836,1622.6591,675.4327,182.3064,647.7745,1423.1435,577.1913,1083.2185,430.3726,1003.7676,77.5272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
434.0000,11.0000,1026.9914,1512.1869,870.6730,1447.9034,1766.1915,1427.8157,228.3803,1403.8277,1155.5839,876.7425,1568.6695,774.6787,1622.8099,754.3371,183.4801,726.8231,1422.9688,656.0941,1082.9419,508.7329,1005.9820,156.3182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
435.0000,12.0000,1026.7319,1588.9333,871.7160,1525.3993,1767.0489,1502.3728,229.7869,1480.6704,1154.5313,955.1480,1595.4106,842.1180,185.1655,805.2234,1423.0502,733.5263,1082.4317,585.6251,1007.6516,232.5771,1169.6430,130.9949,1291.6850,87.6085,NaN,NaN,NaN,NaN,NaN,NaN
436.0000,12.0000,872.8164,1603.9591,1767.8846,1577.7320,232.1498,1555.2747,1153.9491,1034.1211,1568.6551,931.1310,1624.0322,910.7343,186.8489,885.0071,1423.6865,813.3236,1082.0694,663.8817,1009.4927,311.1055,1172.6871,210.6858,1291.4760,167.2280,NaN,NaN,NaN,NaN,NaN,NaN
437.0000,10.0000,1769.1656,1650.2689,1153.3759,1112.6852,1569.3139,1009.7614,1624.2948,988.3443,187.8467,964.6441,1423.6886,891.6445,1080.8268,741.8313,1011.1634,389.1289,1175.9843,289.0857,1292.1243,245.7182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
438.0000,9.0000,1152.8342,1192.7556,1569.2874,1088.9593,1625.0926,1067.5042,189.0826,1045.7055,1423.8907,971.4016,1079.7786,820.9638,1012.2618,468.8746,1179.0528,369.6170,1292.3982,325.4266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
439.0000,10.0000,1152.8705,1271.5505,1569.7218,1167.7116,1625.9781,1145.8767,190.7090,1125.4654,1424.0874,1050.1810,1078.8553,898.5284,1013.5119,547.5358,1182.2533,448.9361,1292.7674,404.2336,1113.9240,134.4533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440.0000,12.0000,1153.5495,1351.6611,1569.9043,1248.0813,1626.2264,1225.0577,192.1974,1207.2004,1424.3020,1130.3684,1078.1538,977.6823,1014.4837,628.5654,1185.2628,530.3805,1293.0066,484.4234,1110.9004,213.0448,603.9340,131.9265,1917.2577,54.6618,NaN,NaN,NaN,NaN,NaN,NaN
441.0000,12.0000,1154.6557,1430.7303,1570.0792,1326.8092,1626.9203,1303.9552,194.0861,1287.9422,1424.6042,1209.5338,1077.8047,1056.1344,1015.8057,707.1996,1188.3123,610.7232,1293.0459,563.4271,1107.9580,290.8919,604.0086,209.6856,1915.2004,129.6454,NaN,NaN,NaN,NaN,NaN,NaN
442.0000,12.0000,1155.6370,1510.0795,1569.6517,1406.2740,1626.8421,1383.1342,196.1709,1369.6710,1424.5076,1289.5955,1077.6525,1135.9812,1016.8629,787.2372,1191.4538,691.7025,1293.2787,643.4151,1105.2079,369.1016,604.4415,288.5063,1913.2887,205.7231,NaN,NaN,NaN,NaN,NaN,NaN
443.0000,11.0000,1156.6724,1589.2705,1569.6159,1484.6603,1626.7454,1461.6369,199.9418,1447.6478,1424.2565,1368.1134,1077.5769,1214.5658,1018.1811,865.6013,1240.7338,748.6330,1102.1825,447.0671,604.9793,366.7947,1911.5263,280.7682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
444.0000,11.0000,1570.1062,1564.8865,1627.5499,1541.9547,202.1569,1526.1975,1424.7284,1447.6539,1077.4772,1294.2338,1019.4032,946.0601,1242.2500,829.2359,1099.1934,526.5623,605.4909,446.1331,1909.4118,357.5852,1915.0879,76.2627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
445.0000,14.0000,1569.2731,1641.5909,1626.5986,1618.6619,202.1412,1603.8199,1425.4040,1525.9858,1077.3363,1373.5851,1020.7803,1026.7065,1243.4014,908.6927,1096.5399,604.3985,605.9952,525.1498,1907.4314,433.3394,1915.8358,154.5228,1222.5867,140.9490,1149.4889,115.3176,1653.2692,84.8809,NaN,NaN
446.0000,11.0000,1425.4808,1604.5905,1077.6833,1452.9577,1022.2173,1106.2904,1244.3212,989.1111,1094.0005,683.5413,606.6386,604.8369,1905.5557,509.6986,1916.7010,233.7167,1185.8987,207.5324,1650.1518,165.8000,1374.9942,82.0371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
447.0000,11.0000,1078.0269,1531.1344,1023.6425,1184.5972,1245.2217,1068.0523,1091.6045,761.8887,606.8233,683.8212,1903.7042,585.3329,1917.3369,311.9395,1223.1865,298.8561,1149.7562,272.8004,1646.9903,246.7289,1375.9906,158.3850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
448.0000,10.0000,1077.9573,1610.2798,1025.1250,1264.3067,1246.0269,1147.7916,1089.7830,840.4989,606.5825,762.9528,1901.6259,661.7270,1917.8346,391.2171,1187.0140,365.1561,1642.9345,328.3950,1376.8880,235.5456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
449.0000,11.0000,1026.7691,1343.2117,1247.0118,1226.7423,1087.6660,918.8736,607.5419,842.5818,1899.3557,737.8379,1918.5249,469.9618,1223.9273,457.2147,1151.7315,430.6980,1638.4038,408.8528,1377.9726,313.4383,1214.9453,102.9449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
450.0000,11.0000,1028.4433,1422.2389,1247.0059,1305.7123,1085.6552,997.5347,607.8626,922.3345,1897.7582,813.6945,1919.1288,548.9612,1188.2177,523.2500,1634.9294,489.8036,1378.5921,391.3057,1213.6736,181.4080,613.6283,104.0208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
451.0000,11.0000,1030.1537,1501.1819,1246.5101,1385.6899,1083.3200,1076.5202,607.9024,1001.7626,1894.8877,890.3469,1919.5274,628.0167,1188.6088,603.1830,1631.9310,571.5078,1379.1113,469.5626,1212.5175,259.5600,609.2729,184.7399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
452.0000,12.0000,1032.1948,1579.5393,1247.0966,1464.0776,1081.2279,1154.7652,608.2819,1081.2525,1892.3808,965.8781,1920.2566,707.3073,1188.9750,682.7164,1628.7315,652.0132,1379.4034,548.3392,1211.3641,338.1103,605.6993,265.4374,968.2140,128.8365,NaN,NaN,NaN,NaN,NaN,NaN
453.0000,11.0000,1246.5771,1543.1993,1078.6392,1234.1175,608.1346,1161.0959,1889.9530,1042.2309,1920.3601,786.9242,1188.8211,762.5966,1625.5982,733.4876,1379.8565,627.6270,1210.1703,417.3129,602.6025,347.2344,966.1594,208.4558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
454.0000,11.0000,1076.2667,1312.1752,608.7902,1240.7596,1887.3497,1118.7017,1920.4401,866.3160,1189.0730,842.6433,1623.0387,814.8829,1380.3733,707.3036,1208.9475,496.4468,599.3032,428.2544,964.3955,287.6904,817.8854,65.6704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
455.0000,12.0000,1073.6357,1391.2068,609.4033,1320.5284,1884.9199,1195.0395,1920.7980,946.2718,1225.5304,935.9375,1153.1757,908.9956,1620.0429,896.4335,1380.6462,787.6143,1207.8405,576.0814,596.3777,509.4286,962.5062,368.0067,816.8774,144.1976,NaN,NaN,NaN,NaN,NaN,NaN
456.0000,12.0000,1071.3217,1469.7289,609.9581,1399.6116,1882.3396,1270.7335,1920.5825,1025.7998,1225.6717,1016.3628,1153.1502,989.1502,1617.3389,977.6976,1380.7438,867.4998,1206.7304,655.3108,593.4777,590.7175,960.8140,447.2750,815.9953,222.2900,NaN,NaN,NaN,NaN,NaN,NaN
