FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y,MidPoint_20_x,MidPoint_20_y,MidPoint_21_x,MidPoint_21_y,MidPoint_22_x,MidPoint_22_y,MidPoint_23_x,MidPoint_23_y,MidPoint_24_x,MidPoint_24_y
0.0000,14.0000,1417.7746,1555.7126,1715.0945,1486.5141,959.0709,1478.2612,890.7806,1425.5237,1991.1066,1416.0261,910.8052,1184.0492,2003.3331,1160.6275,982.7357,1043.5215,412.1461,774.6248,1094.4178,526.5361,782.7247,456.1005,600.8804,359.5259,790.5064,202.4037,2093.4766,187.9684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0000,14.0000,1421.6203,1634.1222,1712.1548,1562.4329,959.8338,1556.9524,1992.4303,1494.4735,891.2099,1503.7911,912.1494,1263.8520,1999.6363,1236.8449,983.1201,1122.1121,411.9154,852.9342,1093.5507,604.1491,782.4007,536.3041,600.7634,437.9842,790.3978,280.4146,2092.6318,268.6999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0000,14.0000,1709.2704,1637.9898,960.2048,1635.3311,1991.2622,1572.1359,890.9037,1583.0329,913.8830,1343.0637,1995.6977,1313.9440,983.6577,1201.0374,411.6291,931.4752,1092.9533,681.9346,782.4799,617.0967,600.8007,516.6481,790.0681,358.3070,2091.0628,349.7112,231.0257,108.9226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0000,11.0000,915.4791,1423.3666,1991.5805,1391.9203,983.8810,1280.1033,411.4216,1010.4710,1092.7782,759.6941,782.8291,697.9736,601.4301,595.1208,789.4844,436.3259,2090.5137,431.4033,229.1768,188.5604,1984.7361,85.6523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0000,11.0000,918.0165,1501.9466,1987.6194,1468.5783,983.7441,1358.6445,411.6820,1088.3047,1092.2807,836.4202,782.7651,778.0566,601.5431,672.8921,789.3260,513.7133,2089.6168,512.1024,227.1252,267.2307,1985.2250,165.2061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.0000,11.0000,919.7442,1581.7722,1981.9744,1543.4346,984.6384,1438.3889,411.3614,1167.6294,1091.5834,914.3137,782.9399,858.5322,602.1366,751.2140,789.0140,591.8595,2088.7648,594.2021,225.4381,347.4398,1985.7861,245.7300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.0000,10.0000,1975.1672,1619.4119,984.9107,1517.5416,411.5970,1246.1549,1091.5638,991.4635,783.3177,937.9183,602.1899,828.5359,788.8440,669.1307,2086.8566,674.5906,223.7337,426.9678,1986.2457,325.6681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0000,11.0000,985.1421,1597.4104,411.1288,1326.0454,1091.0770,1070.2980,783.8647,1017.8089,603.5294,907.3816,2087.0149,757.7071,788.5898,747.9593,221.9967,508.1423,1987.1728,406.7230,1941.7475,122.6130,1254.7026,113.8152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0000,11.0000,411.2763,1404.6520,1090.5078,1148.1282,783.9757,1096.1740,604.0617,984.5122,2085.3188,837.7837,788.6491,825.3891,220.2664,587.8285,1987.5825,486.8259,1938.9437,200.5620,1256.8841,193.8434,964.7758,88.8352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0000,11.0000,411.3828,1483.7046,1090.2162,1226.6384,784.9018,1174.9628,604.6145,1062.4519,2084.8515,920.3349,788.6580,904.1260,218.6182,668.9061,1988.2919,568.3937,1935.8034,278.9683,1259.2768,274.7328,966.0967,169.9543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0000,11.0000,411.3163,1561.5933,1089.9849,1304.5759,785.6403,1252.2189,604.8325,1139.6176,2083.8431,1001.1991,788.8071,981.9524,216.7723,748.5531,1989.2470,649.0512,1261.1713,354.1892,1932.4288,356.8426,967.4761,249.7767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,10.0000,1090.4055,1383.9340,785.6935,1330.9141,606.2275,1217.4178,2083.0912,1083.9450,788.7555,1061.4484,215.2927,829.8934,1989.5930,731.1592,1262.2482,435.5185,1929.5248,436.0748,968.3583,331.4682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,10.0000,1091.3312,1461.5596,787.2666,1408.1690,607.8710,1294.0209,2081.5690,1164.9569,789.2017,1139.4014,213.8697,909.9629,1990.0794,811.6320,1263.0371,514.4571,1926.6454,514.0474,969.7778,411.1857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,10.0000,1091.6719,1540.9480,787.5726,1486.8686,608.5701,1371.4759,2080.0109,1247.0812,789.7512,1218.4418,211.7962,990.5993,1990.6314,893.4586,1263.7690,594.8058,1923.8613,592.9638,970.8553,492.3359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,10.0000,1092.1984,1619.1812,788.7522,1564.3954,609.2811,1447.6534,2078.8098,1327.9963,790.1653,1296.2033,210.1817,1070.2003,1990.7526,973.7728,1264.0931,673.2061,1920.9307,670.7915,972.0139,571.8220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,9.0000,789.8518,1642.8726,610.3702,1525.2304,2077.7320,1411.1247,790.5189,1375.3799,208.5548,1150.8069,1990.9001,1055.1161,1264.3981,753.1747,1918.6074,749.7621,973.0861,653.2237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,8.0000,612.2843,1599.9165,2074.1564,1489.1142,791.0177,1452.9625,206.8478,1230.1154,1991.0980,1134.9022,1264.5433,831.1242,1916.0685,827.5049,974.5563,733.0881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,7.0000,2073.6678,1569.0356,791.9581,1531.4766,205.0160,1310.4038,1990.9480,1215.7700,1264.1691,910.3560,1913.7284,905.9314,975.4063,814.0039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,8.0000,2072.1129,1646.8304,792.0965,1608.6147,203.8659,1389.5903,1991.6888,1294.7138,1263.5887,988.2444,1910.9228,983.5965,976.9349,893.0118,881.4033,40.0699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,6.0000,203.1399,1468.1949,1991.4519,1374.2291,1262.7506,1066.7747,1907.8937,1062.2310,977.3474,973.0767,881.4977,119.3438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,7.0000,203.3747,1545.9036,1990.3759,1450.7049,1261.6533,1143.9607,1905.5609,1138.7648,977.5773,1052.0626,881.7971,197.9336,741.5385,99.0873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,7.0000,204.1353,1623.5928,1990.5986,1528.6258,1260.4121,1222.0138,1902.5023,1217.3729,978.0145,1131.5721,881.8581,277.0949,743.0969,179.9616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,6.0000,1990.9875,1605.7217,1259.0798,1299.6543,1899.6736,1295.2940,978.4033,1210.0372,882.1250,356.8915,745.1754,260.5267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,5.0000,1257.6918,1378.4964,1896.4982,1373.7238,977.8989,1289.2198,881.7986,437.3435,746.8917,342.0788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,5.0000,1256.8167,1456.6784,1893.3206,1451.5011,977.5855,1366.9696,882.3199,517.0878,748.9633,423.2611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,6.0000,1256.0817,1534.4624,1889.3071,1527.9796,977.3237,1445.0000,882.8544,597.7240,751.0316,505.3154,1833.2381,107.8293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,6.0000,1254.1016,1612.8606,1884.3591,1604.5672,976.4376,1522.7187,883.5572,678.9186,752.6180,587.5257,1834.4645,187.4227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,4.0000,975.2252,1600.4591,883.5085,759.6542,754.9975,669.2778,1835.0040,266.8865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,4.0000,883.8805,840.0187,757.3172,751.0847,1835.8808,345.7891,902.6350,72.7501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,4.0000,884.0941,920.1813,759.8691,832.6624,1836.3470,425.3330,902.6504,147.5159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,6.0000,884.6541,1000.1258,762.2967,914.5161,1837.1009,504.5996,902.8879,222.4253,986.7227,121.9924,1295.1125,103.1501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,6.0000,884.9031,1078.9943,764.7453,995.2863,1837.6981,582.9811,903.0674,297.4241,987.1597,200.3698,1292.1159,181.1536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,6.0000,885.6396,1158.2834,766.7994,1076.7764,1838.3406,662.1195,903.2569,373.0381,987.1450,279.6488,1289.3762,258.4929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,7.0000,885.5873,1236.0378,769.4867,1156.8633,1838.6091,739.7226,903.0131,448.2554,986.9486,357.0068,1286.8550,335.4514,258.0421,39.8663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,7.0000,886.2831,1314.6307,771.6543,1238.0547,1838.7524,819.2819,903.4161,524.7984,986.5332,436.4795,1284.0618,413.8673,257.5434,118.4316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,8.0000,886.6092,1391.5675,773.2955,1317.9475,1839.0083,897.1550,903.3383,600.4983,986.3315,514.6225,1281.6686,491.1033,257.5936,195.6993,1510.6411,37.7469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,8.0000,887.5305,1468.8146,774.9649,1398.4806,1839.1970,976.0720,903.9178,677.0993,986.6855,593.5001,1279.2419,569.5570,257.6754,273.8909,1511.2058,113.4787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,7.0000,887.2056,1545.3490,777.2051,1477.9394,1839.2219,1054.0416,945.6802,712.3265,1276.3659,648.0722,258.0537,351.0378,1511.8620,188.7008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,8.0000,887.0241,1623.0442,779.0663,1558.7954,1838.9749,1133.6914,946.7119,790.5703,1273.6542,728.1107,258.3480,429.8913,1512.7810,265.4169,1676.7186,35.6618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,7.0000,780.6569,1636.8228,1839.0075,1211.2023,947.0850,867.7827,1271.2892,805.7629,258.5518,508.0444,1513.4909,340.3999,1677.1814,108.6587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,6.0000,1838.8597,1290.8415,947.0538,946.5131,1268.8549,885.5067,259.1258,587.6272,1514.1374,417.3139,1677.0181,183.5799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,7.0000,1878.0467,1406.2065,1819.5396,1350.4163,947.7513,1023.3848,1266.5305,963.4439,258.7989,666.1297,1515.0218,492.5267,1678.1275,256.8757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,7.0000,1838.8279,1447.8180,948.0383,1101.7193,1264.3547,1042.8578,258.5974,746.4218,1515.5466,569.6336,1678.2229,332.3563,872.9036,135.0781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,10.0000,1877.7553,1563.1521,1794.2979,1546.2142,1840.9628,1470.2641,948.1709,1178.5084,1262.2979,1120.5314,258.7688,825.1751,1516.5728,645.0410,1678.6752,406.2952,870.9894,214.0332,832.8652,45.6269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,10.0000,1792.5667,1625.5085,1840.4113,1548.1647,948.5548,1256.3362,1259.9653,1200.1773,259.0818,904.9626,1516.9852,721.9627,1679.0576,482.1549,869.3472,294.5154,832.6904,122.8497,655.9296,76.5530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,9.0000,1840.5821,1624.5362,949.0339,1332.4223,1257.3289,1277.7283,259.1843,983.4566,1517.4225,797.6461,1679.3388,556.8736,867.4213,373.8083,833.1042,199.5655,655.3712,155.3158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,8.0000,948.9400,1410.8484,1254.7963,1356.5415,259.0325,1062.5998,1517.6440,874.5392,1679.7135,632.7811,865.4215,453.5749,832.7958,277.5870,653.9746,234.5901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,8.0000,949.7360,1486.4605,1252.7789,1433.3587,260.0753,1140.5436,1518.1521,950.3400,1679.6149,707.5419,863.8046,532.9758,832.7135,354.7920,652.8865,313.1461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,8.0000,949.8524,1563.4190,1250.3314,1511.2206,262.4312,1218.8733,1518.4786,1027.1296,1679.6361,783.8504,862.0145,613.0848,833.0289,433.6018,651.8517,393.0059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,9.0000,951.5589,1637.8360,1248.4117,1588.0414,263.1281,1295.8603,1518.3984,1102.8924,1680.2940,859.2484,860.3053,692.1508,833.4390,511.4015,650.6547,472.0792,1077.4979,81.2179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,7.0000,262.6172,1373.6998,1518.8378,1179.5986,1679.8487,936.0719,858.6423,772.6709,833.2508,590.5615,649.4664,552.6399,1077.8103,159.6573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,7.0000,263.6278,1450.8648,1519.5607,1255.1845,1680.0120,1011.9830,856.7771,851.3596,833.3950,668.3277,647.8927,631.6596,1078.3352,237.3994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,8.0000,265.5986,1527.7117,1519.5513,1330.9819,1679.8946,1088.3655,854.8512,930.3887,833.8109,746.9963,645.8002,711.0119,1078.7099,315.5819,1993.0041,50.3103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,9.0000,267.7185,1603.8654,1519.7365,1406.4673,1679.0601,1164.3545,852.8751,1010.1603,833.5781,825.5752,644.0915,791.0487,1079.2626,394.4654,1992.7774,123.1568,766.0302,158.8239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,8.0000,1520.2691,1481.7009,1679.5070,1239.1465,851.1026,1089.4837,834.1492,903.8811,642.4938,871.0084,1079.6781,472.7194,1993.2982,195.8932,766.1690,236.7344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,8.0000,1520.0443,1556.7524,1678.4546,1313.9367,848.7984,1168.5581,834.4103,981.9397,641.0178,950.6907,1080.3116,550.3504,1993.2997,268.6982,765.8046,314.8933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,8.0000,1519.1633,1631.1209,1678.6335,1388.6600,847.0452,1248.0723,834.4872,1060.5044,639.5671,1030.0664,1080.1964,628.8996,1992.8774,341.8005,766.0360,392.9421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,8.0000,1678.5963,1462.6399,844.9095,1327.1343,835.0590,1139.4401,637.9874,1109.9908,1080.3525,708.1895,1993.0563,415.5539,765.8671,472.1493,1852.2111,104.1072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,9.0000,1677.8416,1536.6454,843.2692,1406.6102,835.5083,1217.4750,637.2418,1189.0683,1080.3414,787.0903,1993.0103,489.0191,766.5130,550.1809,1849.4404,180.2147,1033.9987,97.1931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
