FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y
0.0000,10.0000,1614.2354,1628.9706,1379.4732,1584.4120,1411.8239,1318.3462,1256.4141,1039.6350,1765.2992,1003.4298,664.1613,925.0191,680.0448,838.5601,1193.4041,398.2827,1700.8883,247.8675,1358.7548,201.7416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0000,9.0000,1402.0981,1628.2010,1412.8277,1397.7714,1256.0426,1119.3058,1766.9403,1077.5591,663.9645,1000.9843,679.8425,914.9251,1193.8945,476.2092,1701.4195,325.5552,1361.9139,280.2878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0000,8.0000,1414.4850,1477.7688,1255.7048,1200.1009,1767.8987,1152.8427,664.4190,1077.4953,680.2371,992.5129,1194.5384,555.8170,1701.4196,404.7470,1364.9453,358.8227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0000,9.0000,1416.2256,1556.5193,1255.2997,1279.5116,1768.4459,1226.8797,664.0781,1153.1887,680.5199,1069.1891,1194.7596,634.2125,1701.8407,482.5180,1367.9459,436.0404,1112.3526,92.3136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0000,9.0000,1418.3041,1634.8257,1254.7217,1359.7695,1769.0523,1302.4414,664.4040,1230.5165,681.2743,1147.1477,1195.1183,714.4766,1702.1495,561.8953,1371.2571,515.4872,1112.6441,173.8831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.0000,8.0000,1254.3001,1438.8728,1770.1519,1376.7304,664.4396,1306.6674,681.3929,1224.0578,1195.2994,793.3093,1701.8535,640.0782,1374.3924,593.6174,1111.9139,253.6816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.0000,8.0000,1254.0525,1519.1348,1771.0097,1451.7428,665.3557,1384.3297,681.7115,1301.4812,1195.5819,873.7434,1701.9427,719.2703,1377.9063,673.0998,1112.2486,334.3573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0000,9.0000,1252.9617,1598.2770,1771.7721,1525.9825,665.8315,1460.8338,682.6463,1377.5536,1195.6342,952.6212,1702.0653,797.2479,1380.9090,751.2869,1112.4330,413.8667,1675.9990,111.7477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0000,9.0000,1771.9512,1599.2797,666.1858,1538.3533,682.8769,1454.8003,1195.6296,1032.5780,1701.7232,876.4045,1383.6986,830.5991,1112.0897,494.0147,1671.4856,188.1519,431.1598,53.8072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0000,8.0000,666.3429,1613.9813,682.9314,1530.7516,1195.7664,1112.8070,1701.4443,954.9134,1386.1977,910.5603,1112.5707,573.9444,1666.2388,264.0651,431.6824,134.9479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.0000,7.0000,683.8313,1607.4523,1196.0218,1192.4744,1701.3567,1033.0577,1388.8624,989.7069,1112.4738,653.8565,1661.5205,340.3728,432.0274,216.0472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,7.0000,1195.8276,1270.6215,1700.7930,1110.3221,1391.3655,1068.2610,1113.0525,732.4712,1657.2743,415.5551,432.6787,296.4406,929.2841,59.9560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,8.0000,1195.4491,1349.3688,1700.6121,1188.0892,1393.8876,1146.2339,1113.0859,811.7935,1653.2920,491.8041,433.1842,377.7831,930.7674,142.0926,1549.4914,81.9307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,8.0000,1196.0298,1428.9182,1700.2190,1266.3630,1396.4226,1225.8524,1113.7630,890.9840,1649.0499,568.5462,434.1056,459.3450,932.5359,223.8375,1551.1262,161.1911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,8.0000,1196.3349,1508.0194,1700.0572,1344.2505,1398.8782,1303.6324,1113.6708,969.1541,1644.7541,644.7024,435.2583,540.0996,934.0580,305.6799,1552.5097,240.1242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,8.0000,1196.3757,1586.2259,1699.8059,1421.9512,1401.3585,1381.8519,1114.4242,1047.6616,1641.0288,721.0521,435.8690,621.4265,936.0247,387.3330,1553.7384,319.2208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,7.0000,1699.7397,1499.8095,1404.0858,1459.4054,1114.8357,1125.9784,1637.3934,797.1801,437.1068,702.6039,937.4449,468.8396,1555.2036,397.3658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,7.0000,1699.3922,1577.4341,1406.5959,1536.7578,1114.6955,1204.4005,1633.9949,874.3306,437.6556,784.9119,939.5067,551.3109,1555.8650,477.1365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,7.0000,1699.3170,1653.3157,1410.1572,1614.9052,1115.5705,1281.9680,1630.6986,950.5201,438.3517,866.4379,940.9207,633.7395,1556.2124,556.2549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,5.0000,1116.2941,1359.9078,1627.0172,1027.9719,439.4061,948.0139,943.0189,715.8511,1556.7937,635.4659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,8.0000,1116.8302,1436.2344,1623.1657,1104.5106,440.0768,1028.8474,944.4757,797.4952,1556.9040,713.7852,1002.9155,117.6970,705.5420,97.7490,1863.0589,85.2176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,8.0000,1118.4809,1513.4216,1618.8821,1181.5644,441.1783,1110.7754,945.9834,879.7586,1556.4835,793.8027,1001.7610,195.2038,704.4618,177.6411,1862.1035,166.0992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,9.0000,1119.3149,1589.5175,1615.1011,1258.1131,442.5046,1191.8951,947.4533,961.5623,1556.0605,872.6696,1001.0262,272.6671,1861.3369,245.9779,703.1413,256.5458,1858.5694,83.4870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,10.0000,1120.8776,1664.0906,1610.8857,1335.5353,443.6141,1273.3697,948.8225,1044.1264,1555.5600,952.2871,1000.3848,350.8111,702.0772,336.3668,1860.1035,327.2187,1857.7245,164.1794,1855.3258,69.9987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,9.0000,1606.0217,1412.2152,445.1189,1354.1919,950.0137,1125.4991,1554.4797,1030.8751,999.5619,427.7567,1858.7809,407.4767,701.1066,416.2493,1856.5596,243.8267,1854.5074,149.3574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,10.0000,1601.6434,1488.8775,446.0417,1435.4519,951.0789,1207.6531,1553.6630,1109.6356,998.7571,505.7488,1857.1851,488.7493,699.8305,495.8525,1855.1910,324.9991,1853.5654,229.4657,312.4297,72.0677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,10.0000,1597.9496,1564.3840,448.3921,1513.6779,953.1936,1288.0057,1552.5285,1187.3358,998.4701,582.7873,1855.8515,569.1213,699.2254,575.2953,1854.0815,404.7296,1852.9347,309.2900,307.2683,146.6205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,10.0000,447.2850,1591.9107,954.0373,1369.3540,1550.5680,1266.1412,997.9770,661.2135,1854.3940,650.5132,698.3209,655.0738,1852.4306,485.6312,1852.1454,389.5597,302.1591,223.5127,1851.1900,135.3217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,10.0000,445.5610,1670.0171,955.4299,1449.5815,1548.6015,1342.6745,997.7812,738.7323,1852.3521,730.8402,697.6867,733.2405,1850.6975,565.9106,1850.3337,468.5418,296.8988,298.6735,1843.7969,217.1643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,9.0000,957.4299,1530.2182,1546.3389,1419.3349,997.9607,817.3391,1850.5805,812.0383,697.2604,812.6142,1848.9593,646.7779,1849.1467,548.8243,292.0670,374.7686,1836.8385,299.4153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,9.0000,958.9250,1609.6509,1543.8448,1495.1092,998.0013,894.2310,1848.6899,891.8125,696.8106,890.4242,1846.9255,726.8938,1847.7041,627.9311,287.1150,449.9333,1829.5339,380.9898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,9.0000,1541.7097,1572.2011,998.2319,972.5372,1846.3340,972.2925,696.8031,968.9543,1844.2600,807.8404,1846.3678,707.5511,282.1673,525.6159,1822.2390,463.9624,1859.9486,137.1798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,11.0000,997.7590,1050.2698,1843.7002,1052.0661,697.4002,1047.2857,1841.6080,888.0099,1844.6728,786.5976,276.9192,600.6409,1814.5317,544.6993,1858.3840,214.7763,471.6446,127.6715,863.5503,118.7106,1869.2335,61.2889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,12.0000,997.7145,1128.5173,1840.9453,1132.5454,698.3207,1125.4610,1839.2054,968.2248,1843.0701,865.8259,272.7752,676.0073,1807.6608,626.5590,1856.9743,293.5895,472.7935,205.0401,863.6199,196.3421,1869.6861,139.8352,1311.3601,99.0091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,12.0000,998.0981,1205.3132,1838.5414,1211.2621,699.8052,1203.1334,1837.0080,1047.5107,1841.7499,944.7138,268.5568,751.5799,1801.0592,707.5723,1855.4950,372.5183,473.7194,281.3593,863.9020,273.0917,1869.9726,217.1840,1312.2036,176.5588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,12.0000,997.7546,1283.2480,1835.7603,1291.1631,701.2494,1281.0968,1834.4614,1128.0779,1839.8880,1024.5276,264.0879,828.2498,1794.7104,789.7116,1853.2440,451.5894,474.9325,359.0611,864.2982,351.5357,1869.7697,296.2230,1313.0058,255.3958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,12.0000,1833.4031,1371.9214,997.1699,1360.6701,702.7420,1360.0794,1832.0890,1208.1264,1838.2759,1104.4477,259.3244,905.4053,1788.5157,871.5774,1851.3699,531.8970,476.5799,436.8608,865.2517,430.5135,1870.4784,375.3745,1312.8237,334.8123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,13.0000,1830.4711,1451.8268,996.4340,1438.3992,704.5235,1438.4518,1830.4647,1289.8153,1836.6736,1185.2034,254.9306,982.0701,1782.6401,955.2559,1849.1657,612.8714,478.0125,514.7420,866.2118,509.4891,1870.9427,455.0555,1312.9476,414.2876,1362.3907,108.7119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,14.0000,1828.8931,1532.4129,996.3919,1514.1419,706.8397,1517.0735,1828.4941,1370.1513,1835.3013,1265.4105,250.7486,1059.6383,1776.8524,1036.4345,1846.6429,693.0237,479.6734,592.4385,866.8707,588.1785,1871.3479,534.1842,1313.4062,493.2035,1367.3600,185.4434,1618.5540,102.1480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,14.0000,1824.9320,1608.9306,995.2396,1591.3367,708.2043,1595.7728,1825.6647,1450.5874,1833.0244,1345.9941,246.3773,1136.8006,1771.1999,1119.3271,1843.7119,774.1266,481.4099,671.2743,867.7587,668.2130,1871.8566,614.4716,1313.5695,573.0756,1372.2571,264.0005,1621.1947,181.5897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,11.0000,1824.3731,1532.7226,1830.8868,1426.5546,242.5211,1214.1555,1765.0727,1201.7004,1840.6186,854.8691,483.1814,749.5437,868.4322,748.0401,1871.8405,694.4654,1313.5064,652.9448,1377.1108,342.1548,1623.9363,260.6183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,11.0000,1822.3089,1612.7823,1829.3528,1506.7159,238.6299,1290.2016,1758.8934,1283.1131,1838.0773,935.1154,485.0173,826.8356,868.6674,826.6249,1871.5818,773.5893,1313.9804,731.3522,1381.7305,419.3350,1626.8544,338.4653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,10.0000,1825.2832,1581.5169,234.3622,1366.1213,1752.0968,1364.4731,1835.4304,1015.3246,486.6011,904.2304,868.7560,905.3798,1870.8805,853.4205,1314.2665,810.3384,1385.9986,496.8379,1629.5648,417.5551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,9.0000,1745.0604,1445.3128,231.2579,1441.6334,1832.1469,1094.8131,868.9841,984.4213,488.7086,981.4592,1870.1698,933.5008,1314.2048,889.1005,1390.2409,574.7623,1632.5223,496.0463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,10.0000,1738.4656,1526.9443,227.6504,1516.5505,1828.7505,1174.5455,868.5164,1064.0432,490.2243,1058.7709,1868.9538,1013.7585,1314.3505,967.9525,1393.9619,652.3463,1635.0723,573.9097,1288.8380,121.1328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,10.0000,1732.0350,1608.3000,233.0055,1569.9192,1826.0117,1253.8832,868.2553,1142.7605,492.3590,1135.4495,1868.1914,1092.9231,1314.6329,1045.8822,1397.7725,729.5531,1637.7036,652.2938,1287.9881,199.5328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,8.0000,1823.4834,1334.0469,868.1181,1221.5589,494.1349,1213.3933,1867.4532,1172.5172,1314.7554,1124.8568,1401.6182,807.0727,1640.5449,730.6451,1286.5299,277.6795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,8.0000,1820.4424,1412.6862,867.9018,1299.9129,495.7246,1289.6560,1867.2499,1251.1698,1315.2759,1202.7826,1405.3439,884.8331,1643.1924,809.0525,1285.1927,356.6952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,9.0000,1818.2944,1493.4566,868.4641,1380.3852,497.5334,1367.8606,1866.4742,1331.3239,1314.7916,1283.0439,1408.8248,963.8005,1645.9328,889.6709,1283.7389,437.4765,1259.6371,68.1609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,9.0000,1816.8812,1573.4460,869.0498,1458.3660,500.4135,1445.4393,1866.5837,1410.1435,1315.2252,1361.1037,1413.0249,1041.7499,1648.5482,967.9496,1282.4232,516.9399,1259.6411,146.9060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,8.0000,869.7798,1537.9056,503.2083,1523.2130,1866.0969,1489.7617,1315.4166,1441.1534,1416.6263,1120.9787,1650.7515,1049.0381,1281.0990,597.9052,1259.8160,227.0778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,8.0000,871.1206,1617.2066,506.4253,1598.5571,1866.2396,1568.7934,1315.4682,1520.1227,1420.3427,1199.7390,1653.1361,1128.2607,1279.4386,677.6368,1260.1120,305.9022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,6.0000,1865.0955,1644.7077,1315.6078,1600.5847,1423.9913,1279.0133,1655.5065,1208.7588,1277.3578,759.4712,1260.0574,387.0047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,4.0000,1427.9342,1357.1963,1658.4687,1288.4100,1276.0942,839.2620,1260.6240,466.7450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,5.0000,1431.5532,1435.6021,1661.1044,1368.8345,1274.7404,920.5361,1260.9824,547.6151,1759.0122,70.8151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,5.0000,1435.7673,1513.5501,1663.2664,1447.3066,1273.6893,1000.1751,1261.6039,627.1730,1757.2742,151.3404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,5.0000,1439.7819,1593.0047,1664.9097,1527.3960,1272.7630,1080.6644,1262.2364,708.3538,1755.6372,233.2871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,4.0000,1664.7462,1602.1035,1272.3381,1160.4471,1262.8813,787.4796,1754.0714,313.7058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,4.0000,1271.3947,1240.0839,1263.5854,867.8530,1752.5211,395.4312,520.1599,94.7905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,4.0000,1270.6562,1318.5085,1264.1871,946.6918,1750.6596,475.7851,522.1984,173.6228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,4.0000,1269.8360,1398.5866,1264.8016,1026.9439,1749.2447,557.5348,524.1307,253.1370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.0000,4.0000,1268.9397,1476.3339,1265.3895,1105.8267,1747.6837,637.3119,525.9045,332.0020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62.0000,4.0000,1268.0991,1555.7719,1265.8067,1186.2125,1746.7709,719.1196,527.6845,412.3909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,3.0000,1265.4375,1265.9827,1745.8955,799.7507,529.1985,492.7942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,3.0000,1265.8098,1346.0152,1745.7086,881.2467,531.0375,573.5449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,3.0000,1265.9904,1424.7297,1745.0385,961.5055,532.6555,654.1730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,3.0000,1266.0611,1503.3562,1744.6662,1041.9337,534.7061,734.0446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,3.0000,1266.1845,1581.8408,1743.8130,1122.2091,536.5994,814.2095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,2.0000,1742.9938,1201.4760,538.5395,893.7978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,3.0000,1742.0827,1281.2021,540.7715,973.2371,1561.1281,51.5423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,3.0000,1740.4828,1359.6244,542.5942,1052.4652,1562.2222,128.7800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,3.0000,1739.5206,1439.8304,544.5518,1132.6294,1562.8665,206.2492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,3.0000,1739.5205,1519.0318,546.2207,1211.0810,1562.6806,282.9861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
