Expert names,KF_CV_sw18E2,KF_CV_sw18,KF_CV_sw18E-2,KF_CA_sw18E5,KF_CA_sw18E3,KF_CA_sw18E1,ME weighting
KF_CV_sw18E2,0.0,0.04254646105179913,0.1708185053380783,0.03645709766706208,0.06468960063266113,0.14709371293001186,0.05195729537366548
KF_CV_sw18,0.04254646105179913,0.0,0.14820086990905496,0.04705417160933175,0.03732700672202451,0.1251087386318703,0.016370106761565837
KF_CV_sw18E-2,0.1708185053380783,0.14820086990905496,0.0,0.17105575326215897,0.14994068801897983,0.15136417556346382,0.14748912613681298
KF_CA_sw18E5,0.03645709766706208,0.04705417160933175,0.17105575326215897,0.0,0.06318703044681692,0.14337682878608146,0.053301700276789245
KF_CA_sw18E3,0.06468960063266113,0.03732700672202451,0.14994068801897983,0.06318703044681692,0.0,0.11546065638592329,0.02427837089758798
KF_CA_sw18E1,0.14709371293001186,0.1251087386318703,0.15136417556346382,0.14337682878608146,0.11546065638592329,0.0,0.11949387109529458
ME weighting,0.05195729537366548,0.016370106761565837,0.14748912613681298,0.053301700276789245,0.02427837089758798,0.11949387109529458,0.0
