Expert names,KF_CV_sw18E2,KF_CV_sw18,KF_CV_sw18E-2,KF_CA_sw18E5,KF_CA_sw18E3,KF_CA_sw18E1,ME weighting
KF_CV_sw18E2,0.08706998813760379,0.05741399762752076,0.05108738631870304,0.06682483194938711,0.05290628706998814,0.05021747726374061,0.05488335310399367
KF_CV_sw18,0.05741399762752076,0.07030446816923686,0.05401344404903124,0.0531435349940688,0.058204824041122975,0.052827204428627914,0.06429418742586003
KF_CV_sw18E-2,0.05108738631870304,0.05401344404903124,0.1859232898378806,0.04895215500197707,0.05970739422696718,0.09750889679715302,0.056544088572558326
KF_CA_sw18E5,0.06682483194938711,0.0531435349940688,0.04895215500197707,0.0830367734282325,0.051640964808224596,0.05005931198102016,0.05219454329774614
KF_CA_sw18E3,0.05290628706998814,0.058204824041122975,0.05970739422696718,0.051640964808224596,0.08343218663503361,0.06421510478449981,0.06690391459074733
KF_CA_sw18E1,0.05021747726374061,0.052827204428627914,0.09750889679715302,0.05005931198102016,0.06421510478449981,0.16045867931988927,0.05780941083432187
ME weighting,0.05488335310399367,0.06429418742586003,0.056544088572558326,0.05219454329774614,0.06690391459074733,0.05780941083432187,0.07465401344404902
