Expert names,LSTM_1024_16,LSTM_16_16,MLP_16_16_16,KF_CV_sw18,KF_CA_sw18E3,Simple Ensemble
LSTM_1024_16,0.19732275656916212,0.11452652454139811,0.0900347050074368,0.07892910262766485,0.05324739712444224,0.14199305899851264
LSTM_16_16,0.11452652454139811,0.20624690133862172,0.0661378284581061,0.05324739712444224,0.03787803668815072,0.12097174020823004
MLP_16_16_16,0.0900347050074368,0.0661378284581061,0.19157164105106594,0.09162121963311849,0.06931085770946951,0.1202776400594943
KF_CV_sw18,0.07892910262766485,0.05324739712444224,0.09162121963311849,0.17402082300446206,0.08458106098165592,0.10342092216162618
KF_CA_sw18E3,0.05324739712444224,0.03787803668815072,0.06931085770946951,0.08458106098165592,0.13961328705999007,0.06792265741199802
Simple Ensemble,0.14199305899851264,0.12097174020823004,0.1202776400594943,0.10342092216162618,0.06792265741199802,0.20684184432325237
