nan,2.917494999999996175e+00,2.583245000000004232e+00,1.981104999999995231e+00,3.208549999999978919e+00,2.797095000000029419e+00,2.022700000000017706e+00,2.763795000000007107e+00,2.963574999999956550e+00,2.093774999999951980e+00,2.629845000000001765e+00,3.239154999999963369e+00,2.074144999999946393e+00,2.730219999999998759e+00,3.260345000000018700e+00,2.243449999999945543e+00,3.588454999999965089e+00,3.107795000000126429e+00,nan,nan
nan,5.249748789963148976e-01,5.064101727013569088e-01,6.795447180242757401e-01,5.503257994210940529e-01,5.918186273776844253e-01,6.035081528065456835e-01,5.566290888076961263e-01,5.832671102799311669e-01,5.239074561357290882e-01,5.383898257762800288e-01,5.901864109421592897e-01,5.510784332237280703e-01,5.756125087399903695e-01,6.461447550060398504e-01,5.869411628707957851e-01,6.204952469138594884e-01,6.429309493886441462e-01,nan,nan
nan,4.950519566946045003e-01,4.170274904617736200e-01,4.343224557828742616e-01,5.324628678041943841e-01,4.546642693522205958e-01,4.465839944459195077e-01,4.252291827068609420e-01,4.803596137658869836e-01,4.051857838544928869e-01,5.144747401966834888e-01,4.622401404832727212e-01,4.632153894207123868e-01,4.836984295398154554e-01,4.348974112547158155e-01,4.918876602168363865e-01,4.538442130167656408e-01,6.128566899224270337e-01,nan,nan
nan,4.460389821522500742e-01,5.093151449857050705e-01,4.492152172562636769e-01,5.247186894236141042e-01,4.198081724640438939e-01,4.591248456258631983e-01,5.094634050943861459e-01,4.898281709439740172e-01,4.953141194018074733e-01,4.320358953505392674e-01,4.526107386804404387e-01,4.279907788959885773e-01,4.310689626753138048e-01,5.315645024821262776e-01,4.781167071843696603e-01,4.536253439897250939e-01,4.998069740777290604e-01,nan,nan
nan,5.368921440309916138e-01,3.866815734973766405e-01,4.680021308517039458e-01,4.492531627815441464e-01,4.311492544456635989e-01,4.019012209280212744e-01,4.361166082873898509e-01,4.173286682761749300e-01,4.309579174512551125e-01,4.289708475703164492e-01,4.614985668317812539e-01,4.009313900596392366e-01,4.059295474063499554e-01,3.893964782546399106e-01,5.039886167965506036e-01,5.299113116940730173e-01,5.138994253410051893e-01,nan,nan
nan,4.970573352925222732e-01,4.389565568960152597e-01,4.464078737307032307e-01,4.441503981348838836e-01,4.155152034947351414e-01,4.536479118179542747e-01,4.754865677479730435e-01,4.273242978061287944e-01,4.809519849088996213e-01,4.779091493512768185e-01,4.440294112548459071e-01,4.148478170494601103e-01,4.712619700598935646e-01,5.452285528873588305e-01,5.224739963883701099e-01,4.832673169968408344e-01,5.392398828543426559e-01,nan,nan
nan,5.278589704460497911e-01,4.645000874218014886e-01,4.312206222408727641e-01,4.457888165698805083e-01,4.332003572910815836e-01,4.798357708787670539e-01,4.294539508853503218e-01,4.282377067754554179e-01,4.829879728142317807e-01,4.855955796837716498e-01,4.204466336416747274e-01,4.426885185879328444e-01,4.863397661016425344e-01,5.003292788686880543e-01,5.246057804508396094e-01,4.685509251294162070e-01,5.789088224054721454e-01,nan,nan
nan,4.238163255884032643e-01,4.753663881277367387e-01,4.803128028921789250e-01,4.687999921865237396e-01,4.559965448628115481e-01,4.908388605913509006e-01,4.158640954324057670e-01,4.137533003698380396e-01,4.714321922277848742e-01,4.990184659072708917e-01,4.621559136281433444e-01,4.353217581658463398e-01,4.588135036070594142e-01,4.393018579001139456e-01,4.473336626539232141e-01,5.024991987395739379e-01,4.978052969317252052e-01,nan,nan
nan,5.509149844196227219e-01,4.657158415373530147e-01,3.948724915842284910e-01,4.730491483664108210e-01,4.123848663195605058e-01,5.257611030357615123e-01,3.782054632991037058e-01,4.228406045978939654e-01,4.799802358792113477e-01,4.559919546339493701e-01,4.730494508944381726e-01,4.968884875462645789e-01,4.488599775767672662e-01,4.582082530338552062e-01,5.141453312203164705e-01,4.946123565514219389e-01,5.198405030062741572e-01,nan,nan
nan,5.604968188649918082e-01,5.814583656280100099e-01,4.405029988080547687e-01,4.287771565332186285e-01,4.907842675854959813e-01,5.607657253603292036e-01,4.744982501403577912e-01,4.574743334391784821e-01,5.623593110459580435e-01,5.655945205975710932e-01,4.567901647070509163e-01,5.416061300722125882e-01,4.895584999447914476e-01,4.144310766709835003e-01,4.631524520416458457e-01,5.157008781781999840e-01,5.806762354601918696e-01,nan,nan
nan,5.336674565835383133e-01,4.483414918903859681e-01,4.941951812800269850e-01,5.529512440341227686e-01,4.974032781268781234e-01,4.395445122640766478e-01,5.054501573109688728e-01,5.264781005062086905e-01,4.443500673336860940e-01,4.083770678966110457e-01,4.511226706062888003e-01,4.969506166415614268e-01,4.166193580618738901e-01,5.654579189603703426e-01,5.756489471653943868e-01,6.231290878780225695e-01,6.413383547293425302e-01,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
