Expert names,LSTM_1024_16,LSTM_16_16,MLP_16_16_16,KF_CV_sw18,KF_CA_sw18E3,Simple Ensemble
LSTM_1024_16,0.0,0.11470840480274443,0.27883790737564323,0.2627572898799314,0.2550385934819897,0.1301457975986278
LSTM_16_16,0.11470840480274443,0.0,0.296204974271012,0.28334048027444253,0.2816252144082333,0.15030017152658662
MLP_16_16_16,0.27883790737564323,0.296204974271012,0.0,0.2851629502572899,0.2579331046312178,0.24410377358490565
KF_CV_sw18,0.2627572898799314,0.28334048027444253,0.2851629502572899,0.0,0.14922813036020582,0.1937178387650086
KF_CA_sw18E3,0.2550385934819897,0.2816252144082333,0.2579331046312178,0.14922813036020582,0.0,0.18299742710120068
Simple Ensemble,0.1301457975986278,0.15030017152658662,0.24410377358490565,0.1937178387650086,0.18299742710120068,0.0
